,Job Title,Experience,Education,Company Name,Salary Estimate,Location,Rating,Is Remote,Company Size,Founded,Type of Ownership,Industry,Sector,Revenue,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Time of Scrape
111,-1,-1,-1,-1,-1,-1,-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:16:19.109351
112,Software Development Engineer I,-1,1,"Yardi Systems, Inc.
4.1",-1,Remote,4.1,True,5001 to 10000 Employees,1982,Company - Private,Software Development,Information Technology,$1 to $5 million (USD),3.7,3.9,4.2,3.8,4.2,2023-05-14 14:16:20.367112
113,Associate Software Engineer,-1,2,"Ancestry
3.7","$88,500 /yr (est.)",Remote,3.7,True,1001 to 5000 Employees,1983,Company - Private,Internet & Web Services,Information Technology,$1 to $5 billion (USD),3.2,3.5,3.8,3.2,4.1,2023-05-14 14:16:22.353813
114,Software Engineer,6,2,"January Technologies
5.0","$135,000 /yr (est.)","San Francisco, CA",5.0,False,51 to 200 Employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,4.9,4.4,5.0,5.0,4.9,2023-05-14 14:16:24.598180
115,Frontend Engineer (Remote),2,1,"Leaf Logistics
4.0","$80,000 /yr (est.)",Remote,4.0,True,1 to 50 Employees,2017,Company - Private,Taxi & Car Services,Transportation & Logistics,Unknown / Non-Applicable,3.9,4.2,3.9,3.8,4.5,2023-05-14 14:16:26.671741
116,Software Engineer I,-1,1,"Global Payments
3.4","$82,680 /yr (est.)","Alpharetta, GA",3.4,False,10000+ Employees,1967,Company - Public,Financial Transaction Processing,Financial Services,$5 to $10 billion (USD),3.3,3.3,3.4,3.1,3.4,2023-05-14 14:16:28.754620
117,Frontend Engineer,-1,-1,"Rubicon
3.6",-1,Remote,3.6,True,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,3.6,4.0,3.0,4.0,3.6,2023-05-14 14:16:30.830153
118,Software Engineer,4,1,"Credit Acceptance
3.9","$109,000 /yr (est.)",Remote,3.9,True,1001 to 5000 Employees,1972,Company - Public,Banking & Lending,Financial Services,$500 million to $1 billion (USD),3.8,4.2,4.2,3.7,4.2,2023-05-14 14:16:32.746716
119,Software Engineer I,140,1,"Principal Financial Group
4.1","$74,700 /yr (est.)","Des Moines, IA",4.1,False,10000+ Employees,1879,Company - Public,Investment & Asset Management,Financial Services,$10+ billion (USD),3.9,3.9,4.2,3.8,4.1,2023-05-14 14:16:34.830007
120,Software Engineer I (NST),-1,1,"Nintendo
4.5","$96,997 /yr (est.)","Redmond, WA",4.5,False,5001 to 10000 Employees,-1,Company - Public,Video Game Publishing,Media & Communication,$10+ billion (USD),3.9,4.1,4.3,4.0,3.9,2023-05-14 14:16:45.668595
121,Frontend Engineer (ReactJS),5,2,"Scalio
4.6",-1,Remote,4.6,True,1 to 50 Employees,2011,Company - Private,Software Development,Information Technology,$1 to $5 million (USD),4.5,4.6,4.7,4.6,4.6,2023-05-14 14:16:47.665407
122,"Software Engineer, Docs + Wiki",-1,1,"Notion
4.9","$190,000 /yr (est.)","San Francisco, CA",4.9,False,201 to 500 Employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,4.9,4.8,4.9,4.8,4.6,2023-05-14 14:16:49.703123
123,Full Stack Software Engineer,-1,1,"Green Hills Software
3.7",$50.00 /hr (est.),"Santa Barbara, CA",3.7,False,201 to 500 Employees,1982,Company - Private,Computer Hardware Development,Information Technology,$100 to $500 million (USD),3.6,4.1,3.2,3.0,3.7,2023-05-14 14:16:51.784666
124,Software Engineer I,-1,1,"Global Payments
3.4","$82,680 /yr (est.)","Alpharetta, GA",3.4,False,10000+ Employees,1967,Company - Public,Financial Transaction Processing,Financial Services,$5 to $10 billion (USD),3.3,3.3,3.4,3.1,3.4,2023-05-14 14:16:53.962484
125,Software Engineer,-1,1,"Jumpseller
4.2",$40.00 /hr (est.),Remote,4.2,True,1 to 50 Employees,2013,Company - Private,Computer Hardware Development,Information Technology,Less than $1 million (USD),3.8,3.9,4.5,4.0,4.5,2023-05-14 14:16:56.052127
126,Kubernetes Engineer,1,3,"Purple Drive Technologies
4.2",$55.00 /hr (est.),"Deerfield, IL",4.2,False,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,3.9,3.7,4.0,4.0,4.2,2023-05-14 14:16:58.173974
127,Software Engineer I,2,1,"Apollo Medical Holdings
3.9","$85,000 /yr (est.)",Remote,3.9,True,1 to 50 Employees,-1,Company - Private,Health Care Services & Hospitals,Healthcare,Less than $1 million (USD),3.5,2.9,3.9,2.9,3.5,2023-05-14 14:17:00.171059
128,Software Engineer (Frontend),2,2,"Demandbase
4.3","$155,000 /yr (est.)","San Francisco, CA",4.3,False,501 to 1000 Employees,2006,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),4.2,4.3,4.4,4.2,4.2,2023-05-14 14:17:02.253944
129,Frontend Software Engineer,1,1,"Confluent
4.0",-1,United States,4.0,False,1001 to 5000 Employees,2014,Company - Public,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,3.7,4.1,3.8,3.6,3.8,2023-05-14 14:17:04.359199
130,"Associate Software Engineer, Server",-1,2,"Warner Bros. Discovery
3.8","$80,055 /yr (est.)","Needham, MA",3.8,False,10000+ Employees,2003,Company - Public,Film Production,Media & Communication,$10+ billion (USD),3.3,3.6,3.7,3.3,3.7,2023-05-14 14:17:06.429859
131,Software Engineer – Full Stack,2,1,"ClimateAI
5.0",-1,Remote,5.0,True,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,4.7,3.3,5.0,4.7,4.7,2023-05-14 14:17:08.552929
132,Software Engineer - Full Stack,20,2,"PayPal
3.9","$124,350 /yr (est.)",California,3.9,False,10000+ Employees,1998,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),3.5,3.9,4.0,3.4,4.0,2023-05-14 14:17:10.589187
133,Frontend Engineer,1,1,"Hive
3.8","$140,000 /yr (est.)","San Francisco, CA",3.8,False,10000+ Employees,-1,Company - Public,Energy & Utilities,"Energy, Mining & Utilities",Unknown / Non-Applicable,3.3,3.6,3.7,3.0,4.1,2023-05-14 14:17:12.746054
134,Full Stack Software Engineer,-1,1,"Packback Inc
3.1","$96,500 /yr (est.)",Remote,3.1,True,51 to 200 Employees,2012,Company - Private,Education & Training Services,Education,Unknown / Non-Applicable,3.2,2.9,3.4,3.1,3.5,2023-05-14 14:17:14.851723
135,Software Engineer I,-1,1,"Clinical Architecture
4.5","$78,856 /yr (est.)","Carmel, IN",4.5,False,51 to 200 Employees,2007,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,3.8,3.6,4.7,4.2,4.6,2023-05-14 14:17:16.978095
136,DevOps Engineer,-1,2,Seamless Migration LLC,"$102,500 /yr (est.)",Remote,-1,True,Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1,-1,-1,-1,-1,2023-05-14 14:17:19.157486
137,Software Engineer - Remote,1,2,"iboss
2.9","$79,074 /yr (est.)","Green Bay, WI",2.9,False,51 to 200 Employees,-1,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,2.9,3.1,2.9,2.9,3.2,2023-05-14 14:17:20.965444
138,Mobile Application Software Engineer I,0,1,"Bread Financial
4.4",-1,Remote,4.4,True,5001 to 10000 Employees,1996,Company - Public,Banking & Lending,Financial Services,$1 to $5 million (USD),4.1,4.6,4.5,4.3,4.1,2023-05-14 14:17:23.104267
139,DevOps Engineer,2,2,"Acklen Avenue Software
4.0",-1,Remote,4.0,True,51 to 200 Employees,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD),3.9,3.3,4.3,3.8,4.4,2023-05-14 14:17:25.207558
140,"Software Engineer, Associate",-1,1,"Infor
4.0",-1,Remote,4.0,True,10000+ Employees,2002,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 billion (USD),3.7,3.7,4.0,3.7,4.1,2023-05-14 14:17:27.332539
141,Front End Software Engineer,-1,1,"HP
4.2",-1,"Spring, TX",4.2,False,10000+ Employees,1939,Company - Public,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,3.8,3.7,4.3,3.8,4.2,2023-05-14 14:17:29.512345
142,Software Engineer | Frontend,2,2,"Ramp Financial
4.5","$120,868 /yr (est.)","New York, NY",4.5,False,201 to 500 Employees,2019,Company - Private,Financial Transaction Processing,Financial Services,Unknown / Non-Applicable,4.7,4.6,4.6,4.5,4.1,2023-05-14 14:17:31.647933
143,Senior Software Engineer,-1,2,"KeyBank
3.8","$110,000 /yr (est.)",Remote,3.8,True,10000+ Employees,1849,Company - Public,Banking & Lending,Financial Services,$5 to $10 billion (USD),3.8,3.6,3.9,3.5,3.8,2023-05-14 14:17:33.805841
144,Software Engineer: Frontend,3,1,"Swiftlane
5.0",-1,Remote,5.0,True,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,5.0,5.0,5.0,5.0,5.0,2023-05-14 14:17:35.944978
145,"Software Engineer, Web - Remote",2,1,"CBOE
4.3","$121,900 /yr (est.)","Lenexa, KS",4.3,False,1001 to 5000 Employees,1973,Company - Public,Stock Exchanges,Financial Services,Unknown / Non-Applicable,4.1,4.3,4.4,4.2,4.5,2023-05-14 14:17:37.974940
146,Software Engineer - Frontend,3,1,"Breeze Airways™
2.7","$95,544 /yr (est.)","Salt Lake City, UT",2.7,False,501 to 1000 Employees,2018,Company - Private,"Airlines, Airports & Air Transportation",Transportation & Logistics,Unknown / Non-Applicable,3.1,2.2,3.1,2.7,2.6,2023-05-14 14:17:40.123882
147,Software Engineer - Full Stack,-1,2,"The Cigna Group
3.7","$119,146 /yr (est.)","Portland, OR",3.7,False,10000+ Employees,1865,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),3.5,3.6,3.8,3.4,3.8,2023-05-14 14:17:42.319756
148,Software Engineer,-1,1,"PHNTM
5.0","$125,000 /yr (est.)",Remote,5.0,True,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,4.0,5.0,5.0,5.0,5.0,2023-05-14 14:17:44.509128
149,Software Development Engineer I,-1,1,"Yardi Systems, Inc.
4.1",-1,Remote,4.1,True,5001 to 10000 Employees,1982,Company - Private,Software Development,Information Technology,$1 to $5 million (USD),3.7,3.9,4.2,3.8,4.2,2023-05-14 14:17:46.615149
150,Software Engineer – Frontend,2,1,"ClimateAI
5.0",-1,Remote,5.0,True,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,4.7,3.3,5.0,4.7,4.7,2023-05-14 14:17:57.617820
151,"Software Engineer, Docs + Wiki",-1,1,"Notion
4.9","$190,000 /yr (est.)","San Francisco, CA",4.9,False,201 to 500 Employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,4.9,4.8,4.9,4.8,4.6,2023-05-14 14:17:59.642559
152,Software Engineer I (NST),-1,1,"Nintendo
4.5","$96,997 /yr (est.)","Redmond, WA",4.5,False,5001 to 10000 Employees,-1,Company - Public,Video Game Publishing,Media & Communication,$10+ billion (USD),3.9,4.1,4.3,4.0,3.9,2023-05-14 14:18:01.854255
153,Frontend Engineer (Remote),2,1,"Leaf Logistics
4.0","$80,000 /yr (est.)",Remote,4.0,True,1 to 50 Employees,2017,Company - Private,Taxi & Car Services,Transportation & Logistics,Unknown / Non-Applicable,3.9,4.2,3.9,3.8,4.5,2023-05-14 14:18:04.002206
154,Software Engineer I,2,1,"Apollo Medical Holdings
3.9","$85,000 /yr (est.)",Remote,3.9,True,1 to 50 Employees,-1,Company - Private,Health Care Services & Hospitals,Healthcare,Less than $1 million (USD),3.5,2.9,3.9,2.9,3.5,2023-05-14 14:18:06.228394
155,"Software Engineer, Frontend",-1,1,"Evertz Microsystems Limited
3.2",-1,Remote,3.2,True,1001 to 5000 Employees,-1,Company - Public,Electronics Manufacturing,Manufacturing,$25 to $100 million (USD),3.2,2.6,2.9,3.0,3.3,2023-05-14 14:18:08.411917
156,Full Stack Software Developer,5,2,Remedy Well,$13.00 /hr (est.),Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:18:10.553889
157,Frontend Engineer (ReactJS),5,2,"Scalio
4.6",-1,Remote,4.6,True,1 to 50 Employees,2011,Company - Private,Software Development,Information Technology,$1 to $5 million (USD),4.5,4.6,4.7,4.6,4.6,2023-05-14 14:18:12.494549
158,"Software Engineer, Associate",-1,1,"Infor
4.0",-1,Remote,4.0,True,10000+ Employees,2002,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 billion (USD),3.7,3.7,4.0,3.7,4.1,2023-05-14 14:18:14.693005
159,Software Engineer,-1,1,"Jumpseller
4.2",$40.00 /hr (est.),Remote,4.2,True,1 to 50 Employees,2013,Company - Private,Computer Hardware Development,Information Technology,Less than $1 million (USD),3.8,3.9,4.5,4.0,4.5,2023-05-14 14:18:16.915813
160,Software Engineer (Kubernetes),-1,1,Upbound - Job Posting,-1,"Dallas, TX",-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:18:19.172048
161,Software Engineer (L4) - TV User Interface,-1,1,"Netflix
4.3",-1,Remote,4.3,True,5001 to 10000 Employees,1997,Company - Public,Internet & Web Services,Information Technology,$5 to $10 billion (USD),3.9,4.6,4.2,3.8,3.9,2023-05-14 14:18:20.739856
162,AWS DevOps Engineer,8,2,"New York Technology Partners
4.0",$65.00 /hr (est.),Remote,4.0,True,51 to 200 Employees,1999,Company - Private,Computer Hardware Development,Information Technology,$25 to $100 million (USD),3.7,3.6,3.8,3.8,4.0,2023-05-14 14:18:23.332535
163,Frontend Engineer,1,1,"Hive
3.8","$140,000 /yr (est.)","San Francisco, CA",3.8,False,10000+ Employees,-1,Company - Public,Energy & Utilities,"Energy, Mining & Utilities",Unknown / Non-Applicable,3.3,3.6,3.7,3.0,4.1,2023-05-14 14:18:26.195812
164,Full Stack Developer,1,2,LotusData,$60.00 /hr (est.),Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:18:28.493198
165,Software Engineer,4,1,"Credit Acceptance
3.9","$109,000 /yr (est.)",Remote,3.9,True,1001 to 5000 Employees,1972,Company - Public,Banking & Lending,Financial Services,$500 million to $1 billion (USD),3.8,4.2,4.2,3.7,4.2,2023-05-14 14:18:30.159381
166,Junior Software Engineer,-1,1,Jovian Software Consulting LLC,"$80,000 /yr (est.)",Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:18:33.189020
167,Software Development Engineer I,-1,1,"Yardi Systems, Inc.
4.1",-1,Remote,4.1,True,5001 to 10000 Employees,1982,Company - Private,Software Development,Information Technology,$1 to $5 million (USD),3.7,3.9,4.2,3.8,4.2,2023-05-14 14:18:34.892840
168,Software Engineer (Frontend),2,2,"Demandbase
4.3","$155,000 /yr (est.)","San Francisco, CA",4.3,False,501 to 1000 Employees,2006,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),4.2,4.3,4.4,4.2,4.2,2023-05-14 14:18:37.131663
169,Junior Software Engineer,-1,1,Binary Logic IT LLC,"$77,500 /yr (est.)","Sterling, VA",-1,False,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,-1,-1,-1,2023-05-14 14:18:39.366250
170,"Associate Software Engineer, Server",-1,2,"Warner Bros. Discovery
3.8","$80,055 /yr (est.)","Needham, MA",3.8,False,10000+ Employees,2003,Company - Public,Film Production,Media & Communication,$10+ billion (USD),3.3,3.6,3.7,3.3,3.7,2023-05-14 14:18:41.245161
171,DevOps Engineer,-1,2,Digital Plus Solutions,$52.50 /hr (est.),"Dallas, TX",-1,False,Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1,-1,-1,-1,-1,2023-05-14 14:18:43.566685
172,Frontend Software Engineer,-1,1,"Lumafield
4.6","$129,500 /yr (est.)","San Francisco, CA",4.6,False,51 to 200 Employees,2019,Company - Private,Machinery Manufacturing,Manufacturing,Unknown / Non-Applicable,5.0,4.8,4.8,5.0,5.0,2023-05-14 14:18:45.412480
173,AWS Devops Engineer,3,1,"Resolvetech Solutions
4.0",$70.00 /hr (est.),"Irving, TX",4.0,False,51 to 200 Employees,2010,Company - Private,Information Technology Support Services,Information Technology,$25 to $100 million (USD),3.7,3.8,3.7,3.5,3.9,2023-05-14 14:18:47.766384
174,Software Engineer,2,2,PhotoSesh,$57.50 /hr (est.),Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:18:50.058847
175,Software Engineer - Front-End,4,1,Avela,-1,Remote,-1,True,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,-1,-1,-1,2023-05-14 14:18:51.709160
176,Software Engineer: Frontend,3,1,"Swiftlane
5.0",-1,Remote,5.0,True,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,5.0,5.0,5.0,5.0,5.0,2023-05-14 14:18:53.585355
177,Frontend Software Engineer,3,1,"Propagate
4.4","$100,000 /yr (est.)",Remote,4.4,True,1 to 50 Employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,4.4,4.4,5.0,5.0,5.0,2023-05-14 14:18:55.679590
178,Software Engineer II (Remote Option*),5,1,"Nike
4.1","$109,500 /yr (est.)","San Francisco, CA",4.1,False,10000+ Employees,1972,Company - Public,Consumer Product Manufacturing,Manufacturing,$10+ billion (USD),3.7,3.9,4.1,3.6,3.7,2023-05-14 14:18:58.041137
179,Software Engineer – Full Stack,2,1,"ClimateAI
5.0",-1,Remote,5.0,True,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,4.7,3.3,5.0,4.7,4.7,2023-05-14 14:19:00.351816
180,Frontend Engineer,1,1,"SportsRecruits
4.3","$125,000 /yr (est.)",Remote,4.3,True,1 to 50 Employees,2009,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,3.8,3.5,4.4,4.0,4.0,2023-05-14 14:19:11.412663
181,Software Engineer,5,1,"MW Industries, Inc.
3.4","$105,000 /yr (est.)",Remote,3.4,True,1001 to 5000 Employees,-1,Company - Private,Machinery Manufacturing,Manufacturing,$500 million to $1 billion (USD),3.6,3.6,3.1,3.2,3.2,2023-05-14 14:19:13.645352
182,Software Engineer,2,1,"Polco
4.8","$115,000 /yr (est.)",Remote,4.8,True,51 to 200 Employees,-1,Company - Private,Municipal Agencies,Government & Public Administration,Unknown / Non-Applicable,4.4,4.4,4.7,4.7,5.0,2023-05-14 14:19:16.138646
183,Junior Software Developer (Remote),1,1,SnapRISK,"$68,078 /yr (est.)",Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:19:18.398135
184,Frontend Engineer,3,1,"Trellis
4.4",-1,Remote,4.4,True,51 to 200 Employees,2012,Company - Private,Advertising & Public Relations,Media & Communication,$5 to $25 million (USD),4.3,4.2,4.3,4.3,4.2,2023-05-14 14:19:20.054923
185,Junior Level Cloud Engineer,1,2,"element technologies
3.9",$42.50 /hr (est.),Remote,3.9,True,51 to 200 Employees,2000,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,3.5,3.4,3.6,3.7,3.5,2023-05-14 14:19:22.362246
186,Frontend Software Engineer (React),4,1,"PracticeGenius LLC
5.0",-1,Remote,5.0,True,51 to 200 Employees,-1,Company - Private,Computer Hardware Development,Information Technology,$5 to $25 million (USD),4.0,4.0,5.0,5.0,4.0,2023-05-14 14:19:24.936989
187,Kubernetes Engineer,1,3,"Purple Drive Technologies
4.2",$55.00 /hr (est.),"Deerfield, IL",4.2,False,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,3.9,3.7,4.0,4.0,4.2,2023-05-14 14:19:27.186706
188,Software Engineer - CommerceTools,1,2,"Atos Syntel
3.6",$45.24 /hr (est.),Remote,3.6,True,10000+ Employees,1980,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 billion (USD),3.4,3.0,3.5,3.1,3.5,2023-05-14 14:19:29.367443
189,Software Engineer,-1,1,Redvest App,"$105,000 /yr (est.)",Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:19:31.772539
190,Junior Software Developer,2,1,Springbrook Creek Statement Composition LLC,$31.00 /hr (est.),Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:19:33.446536
191,Software Engineer 1,-1,1,"Service Core
4.5","$80,000 /yr (est.)","Denver, CO",4.5,False,Unknown,-1,Company - Private,Staffing & Subcontracting,Human Resources & Staffing,Unknown / Non-Applicable,4.3,3.9,4.4,4.6,4.3,2023-05-14 14:19:35.221667
192,Software Engineer,2,1,"PayPal
3.9","$104,150 /yr (est.)","San Jose, CA",3.9,False,10000+ Employees,1998,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),3.5,3.9,4.0,3.4,4.0,2023-05-14 14:19:37.928631
193,Software Engineer I (NST),-1,1,"Nintendo
4.5","$96,997 /yr (est.)","Redmond, WA",4.5,False,5001 to 10000 Employees,-1,Company - Public,Video Game Publishing,Media & Communication,$10+ billion (USD),3.9,4.1,4.3,4.0,3.9,2023-05-14 14:19:40.275796
194,Full Stack Software Engineer,1,1,"SportsRecruits
4.3","$125,000 /yr (est.)",Remote,4.3,True,1 to 50 Employees,2009,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,3.8,3.5,4.4,4.0,4.0,2023-05-14 14:19:42.577179
195,DevOps Engineer - AWS CDK,3,1,"ComTec
2.4",-1,Remote,2.4,True,51 to 200 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,1.4,1.8,1.8,1.8,1.5,2023-05-14 14:19:44.852482
196,Full Stack Software Engineer,4,1,"Vityl
5.0",-1,Remote,5.0,True,1 to 50 Employees,2017,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,5.0,4.3,4.9,4.8,5.0,2023-05-14 14:19:46.986912
197,Jr Frontend Developer,20,1,"QuinStreet
4.1","$70,000 /yr (est.)","Austin, TX",4.1,False,501 to 1000 Employees,1999,Company - Public,Advertising & Public Relations,Media & Communication,$500 million to $1 billion (USD),4.0,3.8,4.0,3.7,4.1,2023-05-14 14:19:49.285597
198,Full Stack Java,1,3,"Fuge Technologies Inc
4.7",$57.50 /hr (est.),Remote,4.7,True,1 to 50 Employees,-1,Contract,-1,-1,Unknown / Non-Applicable,4.7,4.5,4.7,4.3,4.5,2023-05-14 14:19:52.360594
199,Software Engineer,-1,2,"Mosaic Learning, Inc.
3.4","$82,000 /yr (est.)",Remote,3.4,True,51 to 200 Employees,2005,Company - Private,Enterprise Software & Network Solutions,Information Technology,$5 to $25 million (USD),3.0,3.5,3.4,3.0,3.8,2023-05-14 14:19:55.208329
