,Job Title,Experience,Position,Education,Company Name,Salary Estimate,Location,Rating,Is Remote,Company Size,Founded,Type of Ownership,Industry,Sector,Revenue,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Time of Scrape
107,Full Stack Developer,1,1,1,LotusData,$60.00 /hr (est.),Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-11 23:28:30.228257
108,Java Full Stack Developer,4,-1,1,"Kani Solutions Inc.
4.7",$62.50 /hr (est.),"Wilmington, DE",4.7,False,201 to 500 Employees,2009,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),4.4,4.3,4.6,4.4,4.5,2023-05-11 23:28:31.836009
109,Full Stack Java Trainee,-1,1,0,SNVA Ventures,$30.00 /hr (est.),Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-11 23:28:33.935043
110,Full Stack Developer,10,1,0,Vision,$78.00 /hr (est.),"Windsor Mill, MD",-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-11 23:28:35.367748
111,Junior Developer,-1,-1,0,"Iannarino Fullen Group
2.1",$40.98 /hr (est.),"Phoenix, AZ",2.1,False,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),1.7,2.0,1.7,1.7,1.7,2023-05-11 23:28:36.921423
112,Sr. Java Developer,-1,-1,2,"Hanker System's Inc.
5.0",$67.50 /hr (est.),"San Leandro, CA",5.0,False,51 to 200 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,5.0,4.6,4.8,4.8,4.8,2023-05-11 23:28:38.622306
113,Training and Placement for Python (AWS) and Java Full Stack Developer,1,1,1,Precision Technology Corp,$44.00 /hr (est.),Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-11 23:28:40.628781
114,Java Scala Developer,8,-1,1,1POINT SYSTEM LLC,$55.00 /hr (est.),"New York, NY",-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-11 23:28:42.409657
115,Full Stack Developer,10,-1,1,"High5
4.0",$50.00 /hr (est.),"Jersey City, NJ",4.0,False,Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,4.2,4.2,4.0,3.4,4.0,2023-05-11 23:28:43.972037
116,Java React Developer,8,0,1,Sripen,$62.50 /hr (est.),"Minneapolis, NC",-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-11 23:28:45.625036
117,Full Stack Java Developer,3,1,0,VKAAS,$40.00 /hr (est.),"Lisle, IL",-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-11 23:28:47.322332
118,Java Application Developer,5,-1,0,"Xiar tech inc
3.3",$44.37 /hr (est.),"Detroit, MI",3.3,False,1 to 50 Employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable,3.3,3.3,3.3,3.3,3.3,2023-05-11 23:28:48.778096
119,Sr. Java Developer,8,-1,0,"Appsintegration INC
4.5",$47.50 /hr (est.),"Alpharetta, GA",4.5,False,1001 to 5000 Employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable,4.5,3.5,4.0,3.5,4.5,2023-05-11 23:28:50.585814
120,"Full Stack Java Developer (AWS, 10+ Years)",10,1,0,"DSMH LLC
5.0",$75.00 /hr (est.),"Chicago, IL",5.0,False,1 to 50 Employees,-1,Company - Private,-1,-1,$1 to $5 million (USD),-1,-1,-1,-1,-1,2023-05-11 23:29:01.644552
121,Sr. Java Full Stack Developer,-1,-1,-1,"GAC Solutions
4.0",$71.00 /hr (est.),"Philadelphia, PA",4.0,False,201 to 500 Employees,2012,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),4.0,3.0,4.0,4.0,4.0,2023-05-11 23:29:03.364413
122,Sr. Full Stack Developer,7,-1,0,"Zelus Inc.
3.0",$75.00 /hr (est.),"Minneapolis, MN",3.0,False,1 to 50 Employees,2018,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 million (USD),-1,-1,-1,-1,-1,2023-05-11 23:29:05.124570
123,Java Full Stack Developer,5,-1,0,"Violetink LLC
3.9",$65.00 /hr (est.),"Dallas, TX",3.9,False,1 to 50 Employees,2007,Company - Public,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,3.9,3.9,3.9,3.8,4.0,2023-05-11 23:29:07.052077
124,Java Developer,8,1,2,Trinity Technologies,$59.26 /hr (est.),"Plano, TX",-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-11 23:29:08.939074
125,Full Stack Java,1,-1,2,"Fuge Technologies Inc
4.7",$57.50 /hr (est.),Remote,4.7,True,1 to 50 Employees,-1,Contract,-1,-1,Unknown / Non-Applicable,4.7,4.5,4.7,4.3,4.5,2023-05-11 23:29:10.388603
126,Sr. Java Developer,2,0,1,Hemanth,$70.00 /hr (est.),"Alpharetta, GA",-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-11 23:29:12.247864
127,Java Full Stack Developer,4,1,1,ZENOTIS TECHNOLOGY PVT LTD,$66.50 /hr (est.),"Charlotte, NC",-1,False,201 to 500 Employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1,-1,-1,-1,-1,2023-05-11 23:29:13.765582
128,Senior Java Full Stack Developer,12,1,0,Horizon Corp,"$140,000 /yr (est.)","Austin, TX",-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-11 23:29:15.486758
129,Java Full Stack Developer,7,-1,1,"LSEG (London Stock Exchange Group)
3.9","$122,500 /yr (est.)","Fort Mill, SC",3.9,False,10000+ Employees,1698,Company - Public,Stock Exchanges,Financial Services,$1 to $5 billion (USD),3.7,3.6,3.9,3.5,3.9,2023-05-11 23:29:16.947683
130,Java Full Stack Developer,3,1,0,"Cognizant Technology Solutions
3.8","$78,911 /yr (est.)","Plano, TX",3.8,False,10000+ Employees,1994,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD),3.7,3.4,3.7,3.4,3.6,2023-05-11 23:29:18.956220
131,Sr. Java Developer,8,-1,0,"Appsintegration INC
4.5",$47.50 /hr (est.),"Alpharetta, GA",4.5,False,1001 to 5000 Employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable,4.5,3.5,4.0,3.5,4.5,2023-05-11 23:29:20.685808
132,Sr. Java Developer,-1,-1,2,"Hanker System's Inc.
5.0",$67.50 /hr (est.),"San Leandro, CA",5.0,False,51 to 200 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,5.0,4.6,4.8,4.8,4.8,2023-05-11 23:29:22.498778
133,Java Software Engineer I,-1,0,1,"JPMorgan Chase Bank, N.A.
3.8","$89,760 /yr (est.)","Plano, TX",3.8,False,10000+ Employees,1799,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD),3.6,3.7,3.7,3.3,3.5,2023-05-11 23:29:24.195946
134,Java Full Stack Developer,4,-1,1,"Kani Solutions Inc.
4.7",$62.50 /hr (est.),"Wilmington, DE",4.7,False,201 to 500 Employees,2009,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),4.4,4.3,4.6,4.4,4.5,2023-05-11 23:29:25.929430
135,Java Developer,-1,-1,0,"7-Eleven
3.3",$60.00 /hr (est.),"Irving, TX",3.3,False,10000+ Employees,1927,Company - Private,Food & Beverage Stores,Retail & Wholesale,$1 to $5 billion (USD),3.1,3.0,3.1,3.0,2.9,2023-05-11 23:29:27.783439
136,Java Developer,5,0,0,Think Another LLC,$60.00 /hr (est.),"Tallahassee, FL",-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-11 23:29:29.580517
137,Full Stack Java Trainee,-1,1,0,SNVA Ventures,$30.00 /hr (est.),Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-11 23:29:31.163419
138,Sr. Java Full Stack Developer,10,-1,-1,North Talent Group,$52.03 /hr (est.),Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-11 23:29:32.594237
139,Training and Placement for Python (AWS) and Java Full Stack Developer,1,1,1,Precision Technology Corp,$44.00 /hr (est.),Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-11 23:29:34.149740
140,Java Full Stack Developer,4,-1,1,"Kaygen
4.1",$62.50 /hr (est.),Remote,4.1,True,51 to 200 Employees,2003,Company - Private,Business Consulting,Management & Consulting,$5 to $25 million (USD),3.9,3.9,3.8,3.9,4.0,2023-05-11 23:29:35.597752
141,Java Developer (Software Developer),2,-1,0,"Steck Systems
5.0","$83,809 /yr (est.)","Frisco, TX",5.0,False,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,-1,-1,-1,2023-05-11 23:29:37.342578
142,Java Developer,7,0,0,"Radiant Digital
3.8","$84,106 /yr (est.)","Tallahassee, FL",3.8,False,201 to 500 Employees,2000,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,3.8,3.0,3.7,3.7,3.7,2023-05-11 23:29:39.218591
143,Junior Java Software Developer,2,0,0,"Ninth Wave
2.2","$75,000 /yr (est.)","New York, NY",2.2,False,51 to 200 Employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable,3.2,2.8,2.2,2.7,3.2,2023-05-11 23:29:40.984620
144,Full Stack Java Developer ( Onsite in NJ),4,-1,2,"PEN Software, Inc.",$47.50 /hr (est.),"Basking Ridge, NJ",-1,False,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,-1,-1,-1,2023-05-11 23:29:42.700453
145,Software Developer I,-1,1,0,"CareStar, Inc.
3.7","$80,405 /yr (est.)","Columbus, OH",3.7,False,201 to 500 Employees,-1,Company - Private,Health Care Services & Hospitals,Healthcare,$25 to $100 million (USD),3.8,3.8,3.9,3.7,4.2,2023-05-11 23:29:44.519358
146,Developer I,2,-1,0,"Cincinnati Children's Hospital
4.0",$34.91 /hr (est.),"Cincinnati, OH",4.0,False,10000+ Employees,1883,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),3.8,3.7,4.1,3.5,3.7,2023-05-11 23:29:46.536498
147,Java Backend Developer,6,-1,0,"Kani Solutions Inc.
4.7",$55.00 /hr (est.),"New York, NY",4.7,False,201 to 500 Employees,2009,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),4.4,4.3,4.6,4.4,4.5,2023-05-11 23:29:48.250443
148,Sr. Java Developer,12,-1,0,"GSK Solutions Inc
3.9",$67.50 /hr (est.),"Dimondale, MI",3.9,False,1 to 50 Employees,2010,Company - Private,Business Consulting,Management & Consulting,$5 to $25 million (USD),3.7,3.8,3.5,3.5,3.4,2023-05-11 23:29:49.974511
149,Full Stack Developer,10,-1,1,"High5
4.0",$50.00 /hr (est.),"Jersey City, NJ",4.0,False,Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,4.2,4.2,4.0,3.4,4.0,2023-05-11 23:29:51.857523
150,Java Backend Developer,6,-1,0,"Kani Solutions Inc.
4.7",$55.00 /hr (est.),"New York, NY",4.7,False,201 to 500 Employees,2009,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),4.4,4.3,4.6,4.4,4.5,2023-05-11 23:30:02.894317
151,Sr. Java Developer,2,0,1,Hemanth,$70.00 /hr (est.),"Alpharetta, GA",-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-11 23:30:04.734789
152,Java Developer,5,0,0,Think Another LLC,$60.00 /hr (est.),"Tallahassee, FL",-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-11 23:30:06.240186
153,Sr. Java Developer(Onsite),8,1,0,"ProIT Inc.
3.6",$71.50 /hr (est.),"San Francisco, CA",3.6,False,51 to 200 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,3.0,3.0,2.5,3.0,2.5,2023-05-11 23:30:07.861130
154,"Full Stack Java Developer (AWS, 10+ Years)",10,1,0,"DSMH LLC
5.0",$75.00 /hr (est.),"Chicago, IL",5.0,False,1 to 50 Employees,-1,Company - Private,-1,-1,$1 to $5 million (USD),-1,-1,-1,-1,-1,2023-05-11 23:30:09.598335
155,Java Developer,4,-1,1,"eJAmerica
4.1",$48.89 /hr (est.),"Philadelphia, PA",4.1,False,1 to 50 Employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable,4.1,4.0,4.0,4.0,4.1,2023-05-11 23:30:11.318599
156,Sr. Java Developer,12,-1,0,"GSK Solutions Inc
3.9",$67.50 /hr (est.),"Dimondale, MI",3.9,False,1 to 50 Employees,2010,Company - Private,Business Consulting,Management & Consulting,$5 to $25 million (USD),3.7,3.8,3.5,3.5,3.4,2023-05-11 23:30:13.338638
157,Java Developer with Spark,5,-1,-1,"Kani Solutions Inc.
4.7","$137,500 /yr (est.)","Columbus, OH",4.7,False,201 to 500 Employees,2009,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),4.4,4.3,4.6,4.4,4.5,2023-05-11 23:30:15.243996
158,Java Developer,6,0,0,"Cloud Shift Technologies LLC
5.0",$65.00 /hr (est.),"Denver, CO",5.0,False,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,4.5,4.5,5.0,5.0,5.0,2023-05-11 23:30:17.257125
159,AWS Developer,5,-1,0,Next Gen It,$80.00 /hr (est.),"Charlotte, NC",-1,False,Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1,-1,-1,-1,-1,2023-05-11 23:30:18.997333
160,Full Stack Java,1,-1,2,"Fuge Technologies Inc
4.7",$57.50 /hr (est.),Remote,4.7,True,1 to 50 Employees,-1,Contract,-1,-1,Unknown / Non-Applicable,4.7,4.5,4.7,4.3,4.5,2023-05-11 23:30:21.229598
161,Java Developer (AWS),5,-1,0,"DSMH LLC
5.0",$67.50 /hr (est.),"Chicago, IL",5.0,False,1 to 50 Employees,-1,Company - Private,-1,-1,$1 to $5 million (USD),-1,-1,-1,-1,-1,2023-05-11 23:30:23.836691
162,Sr. Java Developer,-1,-1,2,"Hanker System's Inc.
5.0",$67.50 /hr (est.),"San Leandro, CA",5.0,False,51 to 200 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,5.0,4.6,4.8,4.8,4.8,2023-05-11 23:30:25.677692
163,-1,-1,-1,-1,-1,-1,-1,-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-11 23:30:27.943887
164,Java/J2EE Developer,-1,-1,0,"WorkCog
4.3",$56.50 /hr (est.),"Dallas, TX",4.3,False,51 to 200 Employees,2017,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,4.0,4.0,4.3,3.9,4.1,2023-05-11 23:30:29.186102
165,Java Developer,6,-1,1,"Kinetix Trading Solutions Inc
3.3","$92,080 /yr (est.)","Irving, TX",3.3,False,51 to 200 Employees,2010,Company - Private,Investment & Asset Management,Financial Services,$1 to $5 million (USD),3.0,3.4,3.1,3.0,3.3,2023-05-11 23:30:31.370566
166,Java Developer,-1,-1,0,"7-Eleven
3.3",$60.00 /hr (est.),"Irving, TX",3.3,False,10000+ Employees,1927,Company - Private,Food & Beverage Stores,Retail & Wholesale,$1 to $5 billion (USD),3.1,3.0,3.1,3.0,2.9,2023-05-11 23:30:33.423895
167,Java Full Stack Developer,5,-1,0,"Violetink LLC
3.9",$65.00 /hr (est.),"Dallas, TX",3.9,False,1 to 50 Employees,2007,Company - Public,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,3.9,3.9,3.9,3.8,4.0,2023-05-11 23:30:35.404000
168,Full Stack Java Trainee,-1,1,0,SNVA Ventures,$30.00 /hr (est.),Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-11 23:30:37.365908
169,Java Developer,11,-1,0,Integrisys LLC,"$80,000 /yr (est.)","Egg Harbor Township, NJ",-1,False,1 to 50 Employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1,-1,-1,-1,-1,2023-05-11 23:30:39.011852
170,Software Developer III,5,1,0,TalentEi,-1,Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-11 23:30:41.055847
171,Java Developer (Backend),7,1,0,Samjose Infotech,$62.50 /hr (est.),"Alpharetta, GA",-1,False,Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1,-1,-1,-1,-1,2023-05-11 23:30:42.807807
172,Java React Developer,8,0,1,Sripen,$62.50 /hr (est.),"Minneapolis, NC",-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-11 23:30:44.520246
173,Angular Developer,5,-1,1,"GSK Solutions Inc
3.9",$62.50 /hr (est.),"Denver, CO",3.9,False,1 to 50 Employees,2010,Company - Private,Business Consulting,Management & Consulting,$5 to $25 million (USD),3.7,3.8,3.5,3.5,3.4,2023-05-11 23:30:46.204029
174,Sr. Full Stack Developer,7,-1,0,"Zelus Inc.
3.0",$75.00 /hr (est.),"Minneapolis, MN",3.0,False,1 to 50 Employees,2018,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 million (USD),-1,-1,-1,-1,-1,2023-05-11 23:30:48.338434
175,Full Stack developer,5,-1,0,"Stefanini, Inc
3.8",$82.00 /hr (est.),"Dearborn, MI",3.8,False,10000+ Employees,1987,Subsidiary or Business Segment,Information Technology Support Services,Information Technology,$1 to $5 billion (USD),3.5,3.3,3.7,3.5,3.7,2023-05-11 23:30:50.013270
176,Java Application Developer,10,-1,0,"Sunixa Solutions
4.9",$42.50 /hr (est.),"Detroit, MI",4.9,False,51 to 200 Employees,2015,Company - Public,Information Technology Support Services,Information Technology,$1 to $5 million (USD),4.9,4.7,4.9,4.9,4.9,2023-05-11 23:30:51.984301
177,Senior Contract Java Developer,8,1,0,Match Made Tech,$62.50 /hr (est.),"Plano, TX",-1,False,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,-1,-1,-1,2023-05-11 23:30:53.805960
178,Full Stack Developer,1,1,1,LotusData,$60.00 /hr (est.),Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-11 23:30:55.632054
179,Java Developer,8,-1,1,"Oak Technologies Inc
3.2","$110,176 /yr (est.)","East Texas, PA",3.2,False,1 to 50 Employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable,3.2,3.6,3.6,3.2,3.2,2023-05-11 23:30:57.156154
180,Java AWS Developer ( Only Full Time),3,-1,1,"Kani Solutions Inc.
4.7",$62.50 /hr (est.),"Plano, TX",4.7,False,201 to 500 Employees,2009,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),4.4,4.3,4.6,4.4,4.5,2023-05-11 23:31:08.459329
181,Sr. Java Developer,2,0,1,Hemanth,$70.00 /hr (est.),"Alpharetta, GA",-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-11 23:31:10.406683
182,Software Developer - JAVA (#0000101540),5,0,0,"Infinite Computing Systems
3.5",$68.50 /hr (est.),"Denver, CO",3.5,False,1001 to 5000 Employees,1999,Company - Public,Information Technology Support Services,Information Technology,$100 to $500 million (USD),3.5,3.2,3.4,3.2,3.5,2023-05-11 23:31:11.852752
183,SENIOR Java backend Developer,10,-1,1,TrackerGO CRM,$75.00 /hr (est.),"Charlotte, NC",-1,False,Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1,-1,-1,-1,-1,2023-05-11 23:31:13.743272
184,Java Developer,8,1,2,Trinity Technologies,$59.26 /hr (est.),"Plano, TX",-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-11 23:31:15.586876
185,Terraform developer,5,-1,1,Yaggle IT,$75.00 /hr (est.),"Plano, TX",-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-11 23:31:17.050821
186,Java Developer,5,0,0,Think Another LLC,$60.00 /hr (est.),"Tallahassee, FL",-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-11 23:31:18.731655
187,Full Stack Java Developer,5,-1,0,"LCG Inc
4.2","$117,500 /yr (est.)","Rockville, MD",4.2,False,201 to 500 Employees,1990,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,4.1,4.4,4.2,4.0,3.9,2023-05-11 23:31:20.260382
188,Software Developer,10,1,1,Arreglo Consulting,$45.00 /hr (est.),"Philadelphia, PA",-1,False,1 to 50 Employees,-1,Contract,-1,-1,Unknown / Non-Applicable,-1,-1,-1,-1,-1,2023-05-11 23:31:22.150994
189,Java Full Stack Developer,5,-1,0,"Violetink LLC
3.9",$65.00 /hr (est.),"Dallas, TX",3.9,False,1 to 50 Employees,2007,Company - Public,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,3.9,3.9,3.9,3.8,4.0,2023-05-11 23:31:23.858730
190,Java Backend Developer,6,-1,0,"Kani Solutions Inc.
4.7",$55.00 /hr (est.),"New York, NY",4.7,False,201 to 500 Employees,2009,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),4.4,4.3,4.6,4.4,4.5,2023-05-11 23:31:26.000479
191,Sr. Full Stack Developer,7,-1,0,"Zelus Inc.
3.0",$75.00 /hr (est.),"Minneapolis, MN",3.0,False,1 to 50 Employees,2018,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 million (USD),-1,-1,-1,-1,-1,2023-05-11 23:31:27.767450
192,Java Developer,-1,-1,0,"7-Eleven
3.3",$60.00 /hr (est.),"Irving, TX",3.3,False,10000+ Employees,1927,Company - Private,Food & Beverage Stores,Retail & Wholesale,$1 to $5 billion (USD),3.1,3.0,3.1,3.0,2.9,2023-05-11 23:31:29.608734
193,Java Full Stack Developer 021,5,1,1,Reuben Cooley Inc.,$72.50 /hr (est.),"Charlotte, NC",-1,False,Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1,-1,-1,-1,-1,2023-05-11 23:31:31.709466
194,Sr. Java Full Stack Developer,-1,-1,-1,"GAC Solutions
4.0",$71.00 /hr (est.),"Philadelphia, PA",4.0,False,201 to 500 Employees,2012,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),4.0,3.0,4.0,4.0,4.0,2023-05-11 23:31:33.344812
195,Java Developer,6,0,0,"Cloud Shift Technologies LLC
5.0",$65.00 /hr (est.),"Denver, CO",5.0,False,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,4.5,4.5,5.0,5.0,5.0,2023-05-11 23:31:35.334434
196,Sr. Java Developer,-1,-1,2,"Hanker System's Inc.
5.0",$67.50 /hr (est.),"San Leandro, CA",5.0,False,51 to 200 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,5.0,4.6,4.8,4.8,4.8,2023-05-11 23:31:37.109907
197,Sr. Java Developer,12,-1,0,"GSK Solutions Inc
3.9",$67.50 /hr (est.),"Dimondale, MI",3.9,False,1 to 50 Employees,2010,Company - Private,Business Consulting,Management & Consulting,$5 to $25 million (USD),3.7,3.8,3.5,3.5,3.4,2023-05-11 23:31:39.229645
198,Senior Full Stack Developer (Angular/React and SpringBoot),10,-1,0,"DSMH LLC
5.0",$72.50 /hr (est.),"Chicago, IL",5.0,False,1 to 50 Employees,-1,Company - Private,-1,-1,$1 to $5 million (USD),-1,-1,-1,-1,-1,2023-05-11 23:31:41.098790
199,Senior Software Developer,4,1,0,"HelloFresh
3.7","$135,900 /yr (est.)","Aurora, CO",3.7,False,10000+ Employees,2011,Company - Public,Beauty & Wellness,Personal Consumer Services,$5 to $10 billion (USD),3.6,3.5,3.6,3.3,3.6,2023-05-11 23:31:42.943214
200,Java Developer,6,1,0,"Intone Networks
4.5",$52.50 /hr (est.),"Plano, TX",4.5,False,201 to 500 Employees,-1,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),4.4,4.2,4.4,3.8,4.4,2023-05-11 23:31:44.985845
201,Software Developer,-1,-1,1,"Rite-Solutions, Inc.
4.7","$86,285 /yr (est.)","Dahlgren, VA",4.7,False,201 to 500 Employees,1999,Company - Private,Computer Hardware Development,Information Technology,$25 to $100 million (USD),4.4,4.3,4.8,4.6,4.6,2023-05-11 23:31:46.818185
202,Sr. Java Developer,8,-1,0,"Appsintegration INC
4.5",$47.50 /hr (est.),"Alpharetta, GA",4.5,False,1001 to 5000 Employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable,4.5,3.5,4.0,3.5,4.5,2023-05-11 23:31:48.720777
203,Java Full Stack Developer,4,-1,1,"Kani Solutions Inc.
4.7",$62.50 /hr (est.),"Wilmington, DE",4.7,False,201 to 500 Employees,2009,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),4.4,4.3,4.6,4.4,4.5,2023-05-11 23:31:50.582215
