,Job Title,Annual Salary,Experience,Education,Position,Location,Is Remote,Company Size,Company Size Scale,Founded,Company Old,Industry,Sector,Revenue,Revenue Scale,Type of Ownership,Rating,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Company Name,Time of Scrape
512,Junior AI Engineer,87503.0,1,BACHELOR,SENIOR,"Reston, VA",0,1001 to 5000 Employees,5,2006,17,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Private,4.2,4.0,3.9,4.0,3.9,4.2,"Octo
4.2",2023-05-11 15:14:02.269624
513,Senior Data Engineer,130000.0,4,BACHELOR,SENIOR,"North Druid Hills, GA",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Kanini,2023-05-11 15:14:06.663231
514,Data Scientist,102047.0,2,BACHELOR,-1,"Minneapolis, MN",0,201 to 500 Employees,3,2003,20,Business Consulting,Management & Consulting,$25 to $100 million (USD),4,Subsidiary or Business Segment,4.0,3.8,3.8,4.0,3.9,3.8,"Trissential
4.0",2023-05-11 15:14:08.948094
515,Data Scientist,100746.0,3,BACHELOR,-1,"Reston, VA",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,4.6,4.4,4.0,4.4,4.0,3.4,"GTA (Global Technology Associates)
4.6",2023-05-11 15:14:11.819514
516,Data Analyst,95000.0,3,BACHELOR,-1,"Fort Worth, TX",0,Unknown,-1,-1,-1,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,-1,Company - Private,3.7,4.5,3.5,4.0,2.5,4.5,"FASTENER DISTRIBUTION HOLDINGS LLC
3.7",2023-05-11 15:14:14.134140
517,Data Scientist,107500.0,3,BACHELOR,JUNIOR,Remote,1,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,-1,-1,-1,-1,-1,-1,National Consulting Partners,2023-05-11 15:14:17.716340
518,Data Science Co-op,105551.0,-1,BACHELOR,JUNIOR,"Danvers, MA",0,1001 to 5000 Employees,5,1981,42,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$100 to $500 million (USD),6,Company - Public,3.6,3.8,3.7,3.6,3.3,2.9,"Abiomed
3.6",2023-05-11 15:14:19.912253
519,Data Analyst,79979.0,5,BACHELOR,-1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,BET+,2023-05-11 15:14:22.089949
521,EDBI Business Analyst,83200.0,8,BACHELOR,-1,Remote,1,1 to 50 Employees,1,2009,14,Internet & Web Services,Information Technology,$1 to $5 million (USD),2,Company - Private,4.9,4.8,4.2,4.8,4.9,5.0,"TECKpert
4.9",2023-05-11 15:14:28.192418
522,Data Analyst,67446.0,-1,-1,-1,"Chicago, IL",0,201 to 500 Employees,3,2015,8,Catering & Food Service Contractors,Restaurants & Food Service,Unknown / Non-Applicable,-1,Company - Private,4.6,4.5,4.4,4.7,4.5,4.5,-1,2023-05-11 15:14:31.354131
523,Data Science Associate,96038.0,-1,-1,-1,"Raleigh, NC",0,10000+ Employees,7,1987,36,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),9,Company - Public,3.9,3.5,4.3,3.8,3.5,3.4,"Gilead Sciences
3.9",2023-05-11 15:14:34.010735
524,Data Analyst,140400.0,3,BACHELOR,SENIOR,"Cupertino, CA",0,1 to 50 Employees,1,-1,-1,Advertising & Public Relations,Media & Communication,$1 to $5 million (USD),2,Company - Private,3.0,3.0,3.0,3.0,3.0,3.0,"Match Inc
3.0",2023-05-11 15:14:38.871133
525,Data Scientist,115535.0,5,BACHELOR,SENIOR,"Reston, VA",0,1001 to 5000 Employees,5,2006,17,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Private,4.2,4.0,3.9,4.0,3.9,4.2,"Octo
4.2",2023-05-11 15:14:44.929976
526,Data Analyst,91474.0,2,BACHELOR,-1,"San Francisco, CA",0,51 to 200 Employees,2,2006,17,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.4,4.1,4.0,4.7,4.3,4.5,"Moove-it
4.4",2023-05-11 15:14:48.057296
527,Data Science Engineer,78948.0,-1,MASTER,-1,"Farmington Hills, MI",0,1 to 50 Employees,1,2000,23,HR Consulting,Human Resources & Staffing,$1 to $5 million (USD),2,Company - Private,4.4,4.3,4.5,4.5,4.5,4.5,"SunSoft Technologies
4.4",2023-05-11 15:14:51.080798
529,Data Analyst,67430.0,-1,-1,-1,"Falls Church, VA",0,51 to 200 Employees,2,2009,14,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Contract,4.3,3.7,3.6,4.5,3.9,4.5,"Tesla Government
4.3",2023-05-11 15:14:59.332228
530,Data Engineer,125000.0,12,BACHELOR,SENIOR,Remote,1,1 to 50 Employees,1,1993,30,Business Consulting,Management & Consulting,$5 to $25 million (USD),3,Company - Private,4.3,4.3,3.4,4.3,4.4,3.8,"Fulcrum Analytics
4.3",2023-05-11 15:15:04.217553
531,Data Science (AI/ML),69782.0,-1,-1,-1,"Dallas, TX",0,501 to 1000 Employees,4,2004,19,Information Technology Support Services,Information Technology,$25 to $100 million (USD),4,Company - Private,3.9,3.8,3.7,3.9,3.6,3.9,"Anblicks
3.9",2023-05-11 15:15:09.504910
532,Data Engineer,108505.0,8,BACHELOR,SENIOR,"Reston, VA",0,1001 to 5000 Employees,5,2006,17,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Private,4.2,4.0,3.9,4.0,3.9,4.2,"Octo
4.2",2023-05-11 15:15:12.982464
533,Sr Data Science Engineer,110906.0,5,BACHELOR,SENIOR,"Nashville, TN",0,10000+ Employees,7,1968,55,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),9,Company - Public,3.3,3.5,3.2,3.3,3.0,3.2,"HCA Healthcare
3.3",2023-05-11 15:15:17.584509
534,Data Engineer,119526.0,2,BACHELOR,SENIOR,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Atalan Tech,2023-05-11 15:15:22.085395
536,Statistical Analyst I,65910.0,12,MASTER,-1,"Schaumburg, IL",0,10000+ Employees,7,1872,151,Insurance Carriers,Insurance,$10+ billion (USD),9,Company - Private,4.2,3.8,4.0,4.2,3.8,4.1,"Zurich Insurance
4.2",2023-05-11 15:15:32.993018
537,Data Engineer - Data Science & Analytics,117500.0,5,BACHELOR,-1,"Dallas, TX",0,10000+ Employees,7,1976,47,General Merchandise & Superstores,Retail & Wholesale,Unknown / Non-Applicable,-1,Company - Public,4.0,3.9,4.3,3.8,3.4,3.3,"Costco Wholesale
4.0",2023-05-11 15:15:37.485630
538,Data Analytics Analyst,81869.0,3,BACHELOR,SENIOR,"Worcester, MA",0,10000+ Employees,7,1997,26,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),7,Hospital,3.8,3.9,3.9,3.7,3.4,3.7,"UMass Memorial Health
3.8",2023-05-11 15:15:41.493276
539,Data Engineer (7564D),117500.0,5,BACHELOR,-1,"Dallas, TX",0,10000+ Employees,7,1976,47,General Merchandise & Superstores,Retail & Wholesale,Unknown / Non-Applicable,-1,Company - Public,4.0,3.9,4.3,3.8,3.4,3.3,"Costco Wholesale
4.0",2023-05-11 15:15:44.205963
540,Data Quality Analyst,82357.0,8,BACHELOR,SENIOR,"Reston, VA",0,1001 to 5000 Employees,5,2006,17,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Private,4.2,4.0,3.9,4.0,3.9,4.2,"Octo
4.2",2023-05-11 15:15:54.667950
541,Senior Data Engineer,130000.0,4,BACHELOR,SENIOR,"North Druid Hills, GA",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Kanini,2023-05-11 15:15:58.769671
542,Junior AI Engineer,87503.0,1,BACHELOR,SENIOR,"Reston, VA",0,1001 to 5000 Employees,5,2006,17,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Private,4.2,4.0,3.9,4.0,3.9,4.2,"Octo
4.2",2023-05-11 15:16:03.002551
543,BUSINESS INTELLIGENCE ANALYST I,78042.0,-1,BACHELOR,-1,"Columbia, MO",0,5001 to 10000 Employees,6,1956,67,Health Care Services & Hospitals,Healthcare,$500 million to $1 billion (USD),7,Hospital,3.4,3.6,3.4,3.3,2.8,3.1,"MU Health Care
3.4",2023-05-11 15:16:05.569348
544,Data Scientist,102047.0,2,BACHELOR,-1,"Minneapolis, MN",0,201 to 500 Employees,3,2003,20,Business Consulting,Management & Consulting,$25 to $100 million (USD),4,Subsidiary or Business Segment,4.0,3.8,3.8,4.0,3.9,3.8,"Trissential
4.0",2023-05-11 15:16:08.358526
545,Data Scientist,107500.0,3,BACHELOR,JUNIOR,Remote,1,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,-1,-1,-1,-1,-1,-1,National Consulting Partners,2023-05-11 15:16:12.083394
546,Data Scientist,100746.0,3,BACHELOR,-1,"Reston, VA",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,4.6,4.4,4.0,4.4,4.0,3.4,"GTA (Global Technology Associates)
4.6",2023-05-11 15:16:15.674303
547,Data Analyst,95000.0,3,BACHELOR,-1,"Fort Worth, TX",0,Unknown,-1,-1,-1,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,-1,Company - Private,3.7,4.5,3.5,4.0,2.5,4.5,"FASTENER DISTRIBUTION HOLDINGS LLC
3.7",2023-05-11 15:16:19.370366
548,Data Science Co-op,105551.0,-1,-1,-1,"Danvers, MA",0,1001 to 5000 Employees,5,1981,42,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$100 to $500 million (USD),6,Company - Public,3.6,3.8,3.7,3.6,3.3,2.9,"Abiomed
3.6",2023-05-11 15:16:24.826057
550,Data Scientist,114087.0,-1,BACHELOR,-1,"McLean, VA",0,1 to 50 Employees,1,2003,20,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.9,5.0,5.0,5.0,5.0,4.9,"Datasync Techonlogies Inc
4.9",2023-05-11 15:16:35.937251
551,EDBI Business Analyst,83200.0,8,BACHELOR,-1,Remote,1,1 to 50 Employees,1,2009,14,Internet & Web Services,Information Technology,$1 to $5 million (USD),2,Company - Private,4.9,4.8,4.2,4.8,4.9,5.0,"TECKpert
4.9",2023-05-11 15:16:39.031345
552,Data Analyst,79979.0,5,BACHELOR,-1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,BET+,2023-05-11 15:16:41.553604
553,Data Analyst,91474.0,2,BACHELOR,-1,"San Francisco, CA",0,51 to 200 Employees,2,2006,17,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.4,4.1,4.0,4.7,4.3,4.5,"Moove-it
4.4",2023-05-11 15:16:44.148162
554,Data Scientist,115535.0,5,BACHELOR,SENIOR,"Reston, VA",0,1001 to 5000 Employees,5,2006,17,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Private,4.2,4.0,3.9,4.0,3.9,4.2,"Octo
4.2",2023-05-11 15:16:46.376613
556,Data Analyst,140400.0,-1,-1,-1,"Cupertino, CA",0,1 to 50 Employees,1,-1,-1,Advertising & Public Relations,Media & Communication,$1 to $5 million (USD),2,Company - Private,3.0,3.0,3.0,3.0,3.0,3.0,"Match Inc
3.0",2023-05-11 15:16:49.505378
557,Sr Data Science Engineer,110906.0,5,BACHELOR,SENIOR,"Nashville, TN",0,10000+ Employees,7,1968,55,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),9,Company - Public,3.3,3.5,3.2,3.3,3.0,3.2,"HCA Healthcare
3.3",2023-05-11 15:16:53.655860
558,Data Science Associate,96038.0,2,BACHELOR,-1,"Raleigh, NC",0,10000+ Employees,7,1987,36,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),9,Company - Public,3.9,3.5,4.3,3.8,3.5,3.4,"Gilead Sciences
3.9",2023-05-11 15:16:56.723354
559,Data Science (AI/ML),69782.0,-1,-1,-1,"Dallas, TX",0,501 to 1000 Employees,4,2004,19,Information Technology Support Services,Information Technology,$25 to $100 million (USD),4,Company - Private,3.9,3.9,3.8,4.0,3.7,3.9,"Anblicks
3.9",2023-05-11 15:16:58.876559
560,Data Scientist,108449.0,-1,MASTER,-1,"Reston, VA",0,201 to 500 Employees,3,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,-1,-1,-1,-1,-1,-1,Silver Edge,2023-05-11 15:17:01.486383
561,Data Analyst,67430.0,-1,BACHELOR,-1,"Falls Church, VA",0,51 to 200 Employees,2,2009,14,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Contract,4.3,3.7,3.6,4.5,3.9,4.5,"Tesla Government
4.3",2023-05-11 15:17:04.638101
562,Data Engineer,125000.0,12,BACHELOR,SENIOR,Remote,1,1 to 50 Employees,1,1993,30,Business Consulting,Management & Consulting,$5 to $25 million (USD),3,Company - Private,4.3,4.3,3.4,4.3,4.4,3.8,"Fulcrum Analytics
4.3",2023-05-11 15:17:07.516320
563,Data Science Engineer,78948.0,-1,-1,-1,"Farmington Hills, MI",0,1 to 50 Employees,1,2000,23,HR Consulting,Human Resources & Staffing,$1 to $5 million (USD),2,Company - Private,4.4,4.3,4.5,4.5,4.5,4.5,"SunSoft Technologies
4.4",2023-05-11 15:17:10.736557
564,Data Engineer - Data Science & Analytics,117500.0,5,BACHELOR,-1,"Dallas, TX",0,10000+ Employees,7,1976,47,General Merchandise & Superstores,Retail & Wholesale,Unknown / Non-Applicable,-1,Company - Public,4.0,3.9,4.3,3.8,3.4,3.3,"Costco Wholesale
4.0",2023-05-11 15:17:13.177353
566,Data Engineer,119526.0,-1,-1,-1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-11 15:17:19.888549
567,Data Engineer,108505.0,8,BACHELOR,SENIOR,"Reston, VA",0,1001 to 5000 Employees,5,2006,17,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Private,4.2,4.0,3.9,4.0,3.9,4.2,"Octo
4.2",2023-05-11 15:17:21.921797
568,Data Analytics Analyst,81869.0,3,BACHELOR,SENIOR,"Worcester, MA",0,10000+ Employees,7,1997,26,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),7,Hospital,3.8,3.9,3.9,3.7,3.4,3.7,"UMass Memorial Health
3.8",2023-05-11 15:17:25.262652
569,Statistical Analyst I,65910.0,12,MASTER,-1,"Schaumburg, IL",0,10000+ Employees,7,1872,151,Insurance Carriers,Insurance,$10+ billion (USD),9,Company - Private,4.2,3.8,4.0,4.2,3.8,4.1,"Zurich Insurance
4.2",2023-05-11 15:17:34.718284
570,BUSINESS INTELLIGENCE ANALYST I,78042.0,-1,BACHELOR,-1,"Columbia, MO",0,5001 to 10000 Employees,6,1956,67,Health Care Services & Hospitals,Healthcare,$500 million to $1 billion (USD),7,Hospital,3.4,3.6,3.4,3.3,2.8,3.1,"MU Health Care
3.4",2023-05-11 15:17:49.925817
571,Data Quality Analyst,82357.0,8,BACHELOR,SENIOR,"Reston, VA",0,1001 to 5000 Employees,5,2006,17,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Private,4.2,4.0,3.9,4.0,3.9,4.2,"Octo
4.2",2023-05-11 15:17:56.605904
572,Data Scientist,107500.0,3,BACHELOR,JUNIOR,Remote,1,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,-1,-1,-1,-1,-1,-1,National Consulting Partners,2023-05-11 15:17:59.777597
573,Junior AI Engineer,87503.0,1,BACHELOR,SENIOR,"Reston, VA",0,1001 to 5000 Employees,5,2006,17,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Private,4.2,4.0,3.9,4.0,3.9,4.2,"Octo
4.2",2023-05-11 15:18:02.163398
574,Data Scientist,100746.0,3,BACHELOR,-1,"Reston, VA",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,4.6,4.4,4.0,4.4,4.0,3.4,"GTA (Global Technology Associates)
4.6",2023-05-11 15:18:08.126566
576,Data Scientist,102047.0,2,BACHELOR,-1,"Minneapolis, MN",0,201 to 500 Employees,3,2003,20,Business Consulting,Management & Consulting,$25 to $100 million (USD),4,Subsidiary or Business Segment,4.0,3.8,3.8,4.0,3.9,3.8,"Trissential
4.0",2023-05-11 15:18:13.009268
578,Data Analyst,79979.0,-1,-1,-1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,BET+,2023-05-11 15:18:17.592771
579,Data Science (AI/ML),69782.0,-1,-1,-1,"Dallas, TX",0,501 to 1000 Employees,4,2004,19,Information Technology Support Services,Information Technology,$25 to $100 million (USD),4,Company - Private,3.9,3.9,3.8,4.0,3.7,3.9,"Anblicks
3.9",2023-05-11 15:18:19.878461
580,Senior Data Engineer,130000.0,4,BACHELOR,SENIOR,"North Druid Hills, GA",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Kanini,2023-05-11 15:18:23.804135
581,Data Analyst,67430.0,-1,BACHELOR,-1,"Falls Church, VA",0,51 to 200 Employees,2,2009,14,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Contract,4.3,3.7,3.6,4.5,3.9,4.5,"Tesla Government
4.3",2023-05-11 15:18:26.019108
582,Data Science Associate,96038.0,2,BACHELOR,-1,"Raleigh, NC",0,10000+ Employees,7,1987,36,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),9,Company - Public,3.9,3.5,4.3,3.8,3.5,3.4,"Gilead Sciences
3.9",2023-05-11 15:18:28.406013
583,Data Engineer - Data Science & Analytics,117500.0,5,BACHELOR,-1,"Dallas, TX",0,10000+ Employees,7,1976,47,General Merchandise & Superstores,Retail & Wholesale,Unknown / Non-Applicable,-1,Company - Public,4.0,3.9,4.3,3.8,3.4,3.3,"Costco Wholesale
4.0",2023-05-11 15:18:30.471403
584,"Manager, Data Science & Analytics",152100.0,5,BACHELOR,-1,United States,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FedEx Dataworks,2023-05-11 15:18:33.715209
585,Data Scientist,115535.0,5,BACHELOR,SENIOR,"Reston, VA",0,1001 to 5000 Employees,5,2006,17,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Private,4.2,4.0,3.9,4.0,3.9,4.2,"Octo
4.2",2023-05-11 15:18:35.503861
587,Data Science - Analyst I,70000.0,1,BACHELOR,-1,"Mount Laurel, NJ",0,5001 to 10000 Employees,6,1924,99,Vehicle Dealers,Retail & Wholesale,$1 to $5 billion (USD),7,Company - Private,3.7,3.3,3.4,3.8,3.5,3.7,"Holman
3.7",2023-05-11 15:18:39.771979
588,-1,97500.0,-1,-1,-1,-1,0,1 to 50 Employees,1,2015,8,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,-1,Company - Private,-1,4.5,4.6,4.1,4.1,4.6,-1,2023-05-11 15:18:42.199765
589,Data Scientist,99000.0,4,BACHELOR,SENIOR,Remote,1,1001 to 5000 Employees,5,1999,24,Home Furniture & Housewares Stores,Retail & Wholesale,$1 to $5 billion (USD),7,Company - Public,3.1,3.2,3.0,3.4,2.8,3.4,"Overstock.com Inc.
3.1",2023-05-11 15:18:45.394400
592,Data Engineer,108505.0,8,BACHELOR,SENIOR,"Reston, VA",0,1001 to 5000 Employees,5,2006,17,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Private,4.2,4.0,3.9,4.0,3.9,4.2,"Octo
4.2",2023-05-11 15:18:52.838137
593,Data Analyst,91474.0,2,BACHELOR,-1,"San Francisco, CA",0,51 to 200 Employees,2,2006,17,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.4,4.1,4.0,4.7,4.3,4.5,"Moove-it
4.4",2023-05-11 15:18:57.258318
594,Data Engineer,120000.0,-1,BACHELOR,-1,"Seguin, TX",0,201 to 500 Employees,3,1938,85,Energy & Utilities,"Energy, Mining & Utilities",Unknown / Non-Applicable,-1,Self-employed,4.7,4.5,4.6,4.7,4.5,4.4,"GVEC
4.7",2023-05-11 15:18:59.898167
595,Sr. Data Visualization Engineer (Remote),144867.0,12,BACHELOR,SENIOR,"Brea, CA",0,1001 to 5000 Employees,5,1961,62,Insurance Carriers,Insurance,$1 to $5 billion (USD),7,Company - Public,3.5,3.5,3.4,3.7,3.4,3.4,"Mercury Insurance
3.5",2023-05-11 15:19:02.389126
596,Data Engineer (7564D),117500.0,5,BACHELOR,-1,"Dallas, TX",0,10000+ Employees,7,1976,47,General Merchandise & Superstores,Retail & Wholesale,Unknown / Non-Applicable,-1,Company - Public,4.0,3.9,4.3,3.8,3.4,3.3,"Costco Wholesale
4.0",2023-05-11 15:19:04.906007
597,Data Engineer,119526.0,2,BACHELOR,SENIOR,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Atalan Tech,2023-05-11 15:19:09.989521
598,Data Scientist,114087.0,-1,BACHELOR,-1,"McLean, VA",0,1 to 50 Employees,1,2003,20,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.9,5.0,5.0,5.0,5.0,4.9,"Datasync Techonlogies Inc
4.9",2023-05-11 15:19:12.366292
600,-1,82357.0,-1,-1,-1,-1,0,1001 to 5000 Employees,5,2006,17,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Private,4.2,4.0,3.9,4.0,3.9,4.2,-1,2023-05-11 15:19:24.970706
601,BUSINESS INTELLIGENCE ANALYST I,78042.0,-1,BACHELOR,-1,"Columbia, MO",0,5001 to 10000 Employees,6,1956,67,Health Care Services & Hospitals,Healthcare,$500 million to $1 billion (USD),7,Hospital,3.4,3.6,3.4,3.3,2.8,3.1,"MU Health Care
3.4",2023-05-11 15:19:27.639631
602,Data Scientist,107500.0,3,BACHELOR,JUNIOR,Remote,1,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,-1,-1,-1,-1,-1,-1,National Consulting Partners,2023-05-11 15:19:36.798584
603,Data Analyst,95000.0,3,BACHELOR,-1,"Fort Worth, TX",0,Unknown,-1,-1,-1,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,-1,Company - Private,3.7,4.5,3.5,4.0,2.5,4.5,"FASTENER DISTRIBUTION HOLDINGS LLC
3.7",2023-05-11 15:19:40.762379
604,Data Scientist,100746.0,3,BACHELOR,-1,"Reston, VA",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,4.6,4.4,4.0,4.4,4.0,3.4,"GTA (Global Technology Associates)
4.6",2023-05-11 15:19:45.802297
605,Junior AI Engineer,87503.0,1,BACHELOR,SENIOR,"Reston, VA",0,1001 to 5000 Employees,5,2006,17,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Private,4.2,4.0,3.9,4.0,3.9,4.2,"Octo
4.2",2023-05-11 15:19:53.855717
606,Data Scientist,102047.0,2,BACHELOR,-1,"Minneapolis, MN",0,201 to 500 Employees,3,2003,20,Business Consulting,Management & Consulting,$25 to $100 million (USD),4,Subsidiary or Business Segment,4.0,3.8,3.8,4.0,3.9,3.8,"Trissential
4.0",2023-05-11 15:19:59.028107
608,Data Science Co-op,105551.0,-1,-1,-1,"Danvers, MA",0,1001 to 5000 Employees,5,1981,42,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$100 to $500 million (USD),6,Company - Public,3.6,3.8,3.7,3.6,3.3,2.9,"Abiomed
3.6",2023-05-11 15:20:05.590365
609,-1,69782.0,-1,-1,-1,-1,0,501 to 1000 Employees,4,2004,19,Information Technology Support Services,Information Technology,$25 to $100 million (USD),4,Company - Private,-1,3.9,3.8,4.0,3.7,3.9,-1,2023-05-11 15:20:08.777259
610,Data Analyst,79979.0,5,BACHELOR,-1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,BET+,2023-05-11 15:20:11.401939
611,"Manager, Data Science & Analytics",152100.0,5,BACHELOR,-1,United States,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FedEx Dataworks,2023-05-11 15:20:14.732874
612,Data Analyst,67430.0,-1,BACHELOR,-1,"Falls Church, VA",0,51 to 200 Employees,2,2009,14,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Contract,4.3,3.7,3.6,4.5,3.9,4.5,"Tesla Government
4.3",2023-05-11 15:20:18.247468
613,Data Engineer - Data Science & Analytics,117500.0,5,BACHELOR,-1,"Dallas, TX",0,10000+ Employees,7,1976,47,General Merchandise & Superstores,Retail & Wholesale,Unknown / Non-Applicable,-1,Company - Public,4.0,3.9,4.3,3.8,3.4,3.3,"Costco Wholesale
4.0",2023-05-11 15:20:22.699372
614,Data Science Associate,96038.0,2,BACHELOR,-1,"Raleigh, NC",0,10000+ Employees,7,1987,36,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),9,Company - Public,3.9,3.5,4.3,3.8,3.5,3.4,"Gilead Sciences
3.9",2023-05-11 15:20:25.644216
615,Data Analyst,91474.0,2,BACHELOR,-1,"San Francisco, CA",0,51 to 200 Employees,2,2006,17,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.4,4.1,4.0,4.7,4.3,4.5,"Moove-it
4.4",2023-05-11 15:20:28.149390
619,Data Scientist,114087.0,-1,-1,-1,"McLean, VA",0,1 to 50 Employees,1,2003,20,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.9,5.0,5.0,5.0,5.0,4.9,"Datasync Techonlogies Inc
4.9",2023-05-11 15:20:39.025347
620,Data Scientist,99000.0,4,BACHELOR,SENIOR,Remote,1,1001 to 5000 Employees,5,1999,24,Home Furniture & Housewares Stores,Retail & Wholesale,$1 to $5 billion (USD),7,Company - Public,3.1,3.2,3.0,3.4,2.8,3.4,"Overstock.com Inc.
3.1",2023-05-11 15:20:44.024898
621,Data Science Associate,97500.0,1,BACHELOR,JUNIOR,United States,0,1 to 50 Employees,1,2015,8,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,-1,Company - Private,4.4,4.5,4.6,4.1,4.1,4.6,"pulseData
4.4",2023-05-11 15:20:46.877251
623,Data Engineer,108505.0,8,BACHELOR,SENIOR,"Reston, VA",0,1001 to 5000 Employees,5,2006,17,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Private,4.2,4.0,3.9,4.0,3.9,4.2,"Octo
4.2",2023-05-11 15:20:51.665550
624,Data Engineer (7564D),117500.0,5,BACHELOR,-1,"Dallas, TX",0,10000+ Employees,7,1976,47,General Merchandise & Superstores,Retail & Wholesale,Unknown / Non-Applicable,-1,Company - Public,4.0,3.9,4.3,3.8,3.4,3.3,"Costco Wholesale
4.0",2023-05-11 15:21:00.710174
625,Data Scientist,108449.0,-1,MASTER,-1,"Reston, VA",0,201 to 500 Employees,3,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,-1,-1,-1,-1,-1,-1,Silver Edge,2023-05-11 15:21:03.940233
626,Data Engineer,110000.0,5,BACHELOR,-1,"New York, NY",0,5001 to 10000 Employees,6,-1,-1,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,-1,Hospital,3.6,3.3,3.3,3.3,2.9,3.3,"NYC Health + Hospitals
3.6",2023-05-11 15:21:08.459350
