Annual Salary,Job Title,Experience,Education,Position,Company Name,Location,Rating,Is Remote,Company Old,Company Size,Founded,Type of Ownership,Industry,Sector,Revenue,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Time Unit,Scale_Company_Size,Scale_Revenue,Scale_Location
126015.0,FrontEnd (React) Developer - Remote,3.0,1,1,CEDARS-SINAI,CA,4.1,0,121.0,10000+ Employees,1902,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),4.0,4.0,4.0,3.6,3.6,yr,7.0,7.0,4.0
60693.0,Frontend Engineer Apprenticeship,2.0,1,0,Fetch,AL,3.7,0,10.0,501 to 1000 Employees,2013,Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,3.7,3.8,3.7,3.3,3.8,yr,4.0,7.140425531914894,23.0
105000.0,Front End Developer,10.0,1,-1,Redvest App,Remote,5.0,1,49.74418604651163,-1,-1,Private,Unknown,-1,-1,3.7384120171673816,3.774892703862661,3.859763948497854,3.574678111587984,3.788948497854077,yr,4.799479166666667,7.140425531914894,1.0
104726.0,Frontend Engineer,5.0,1,1,Wonders Corporation,NY,3.1,0,11.0,201 to 500 Employees,2012,Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,3.8,4.0,3.5,3.3,3.5,yr,3.0,7.140425531914894,10.0
75000.0,Web Designer II,2.0,1,1,Web Tech Fusion,Remote,3.915368421052632,1,49.74418604651163,-1,-1,Private,Unknown,-1,-1,3.7384120171673816,3.774892703862661,3.859763948497854,3.574678111587984,3.788948497854077,yr,4.799479166666667,7.140425531914894,1.0
140000.0,Frontend Engineer,1.0,1,-1,Hive,CA,3.8,0,49.74418604651163,-1,-1,Private,Unknown,-1,-1,3.3,3.6,3.7,3.0,4.1,yr,4.799479166666667,7.140425531914894,4.0
91500.0,Web Engineer,3.0,1,-1,The American Kennel Club,NY,2.9,0,139.0,201 to 500 Employees,1884,Nonprofit Organization,Other,Management & Consulting,$25 to $100 million (USD),2.2,2.9,2.3,2.0,2.8,yr,3.0,7.140425531914894,10.0
61573.0,Front-End-Web,2.0,1,-1,Celandyne Software Solutions,CA,3.915368421052632,0,49.74418604651163,-1,-1,Private,Unknown,-1,-1,3.7384120171673816,3.774892703862661,3.859763948497854,3.574678111587984,3.788948497854077,yr,4.799479166666667,7.140425531914894,4.0
100000.0,Front end Web Developer,2.0,1,1,Public Health Solutions,LA,3.9,0,66.0,501 to 1000 Employees,1957,Nonprofit Organization,Other,Nonprofit & NGO,$100 to $500 million (USD),3.4,3.6,3.9,3.4,4.0,yr,4.0,6.0,3.0
79025.0,Web Designer / Developer,2.0,1,-1,HIYO DESIGN,NY,3.915368421052632,0,49.74418604651163,-1,-1,Private,Unknown,-1,-1,3.7384120171673816,3.774892703862661,3.859763948497854,3.574678111587984,3.788948497854077,yr,4.799479166666667,7.140425531914894,10.0
79513.0,VueJs Frontend Developer (Remote),2.0,2,0,"Avantpage, Inc.",CA,4.3,0,27.0,1 to 50 Employees,1996,Private,Business Consulting,Management & Consulting,$1 to $5 million (USD),3.8,3.9,4.3,4.1,4.0,yr,1.0,2.0,4.0
126015.0,FrontEnd (React) Developer - Remote,3.0,-1,-1,CEDARS-SINAI,CA,4.1,0,121.0,10000+ Employees,1902,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),4.0,4.0,4.0,3.6,3.6,yr,7.0,7.0,4.0
77000.0,Web Software Developer,2.0,1,1,University of Utah,LA,4.2,0,173.0,10000+ Employees,1850,College / University,Colleges & Universities,Education,$1 to $5 billion (USD),3.7,3.6,4.0,3.7,4.1,yr,7.0,7.0,3.0
61218.0,"Web Developer, Frontend - React",2.0,2,1,Mackin Educational Resources,MN,3.4,0,38.0,201 to 500 Employees,1985,Private,Colleges & Universities,Education,$100 to $500 million (USD),2.2,2.7,3.1,2.8,3.6,yr,3.0,6.0,13.0
104032.0,Frontend Software Engineer,5.0,1,-1,Subskribe,CA,5.0,0,3.0,1 to 50 Employees,2020,Private,Enterprise Software & Network Solutions,Information Technology,Less than $1 million (USD),4.8,4.6,5.0,5.0,4.8,yr,1.0,1.0,4.0
65000.0,Front End Developer,2.0,2,-1,Nosto,NY,4.0,0,12.0,51 to 200 Employees,2011,Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,3.5,2.8,4.1,3.7,4.1,yr,2.0,7.140425531914894,10.0
80000.0,Frontend Engineer (Remote),3.0,-1,-1,Leaf Logistics,Remote,4.0,1,6.0,1 to 50 Employees,2017,Private,Other,Transportation & Logistics,Unknown / Non-Applicable,3.9,4.2,3.9,3.8,4.5,yr,1.0,7.140425531914894,1.0
80198.0,front end HTML developer,2.0,1,-1,Lead5 Media,CA,4.0,0,14.0,1 to 50 Employees,2009,Private,Advertising & Public Relations,Media & Communication,$1 to $5 million (USD),4.0,4.0,4.0,5.0,3.0,yr,1.0,2.0,4.0
81046.0,Frontend Engineer,2.0,2,1,Stukent,ID,3.9,0,10.0,1 to 50 Employees,2013,Private,Colleges & Universities,Education,Unknown / Non-Applicable,3.7,3.1,4.3,3.9,4.2,yr,1.0,7.140425531914894,24.0
69323.0,Front End Web Developer,2.0,1,-1,Magnetic Creative,CA,3.9,0,17.0,1 to 50 Employees,2006,Private,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,3.5,3.4,4.3,3.5,4.1,yr,1.0,7.140425531914894,4.0
68069.0,Front End Web Developer,4.0,1,1,Samesurf,CA,5.0,0,49.74418604651163,-1,-1,Private,Unknown,-1,-1,4.0,3.0,5.0,5.0,5.0,yr,4.799479166666667,7.140425531914894,4.0
60202.0,Front-End Web Developer,2.0,1,-1,Savant Learning Systems,TN,1.9,0,49.74418604651163,-1,-1,Private,Unknown,-1,-1,1.9,2.3,1.8,1.7,2.1,yr,4.799479166666667,7.140425531914894,25.0
115000.0,Frontend Software Engineer - React,3.0,-1,-1,"Search Leaders, LLC",LA,3.8,0,25.0,1 to 50 Employees,1998,Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,4.1,3.8,4.1,4.1,4.2,yr,1.0,7.140425531914894,3.0
72873.0,Web Developer,2.0,2,-1,Citirex,CA,5.0,0,49.74418604651163,-1,-1,Private,Unknown,-1,-1,5.0,5.0,5.0,5.0,5.0,yr,4.799479166666667,7.140425531914894,4.0
66832.0,Front-End Web Developer,2.0,1,1,Innovative Global Vision,OH,3.915368421052632,0,49.74418604651163,-1,-1,Private,Unknown,-1,-1,3.7384120171673816,3.774892703862661,3.859763948497854,3.574678111587984,3.788948497854077,yr,4.799479166666667,7.140425531914894,26.0
71473.0,Junior Web Designer,2.0,1,0,Pixels Infotech,CA,4.0,0,49.74418604651163,-1,-1,Private,Unknown,-1,-1,3.7384120171673816,3.774892703862661,3.859763948497854,3.574678111587984,3.788948497854077,yr,4.799479166666667,7.140425531914894,4.0
81032.0,Junior Software Back End Developer,2.0,1,0,Spectrum Communications & Consulting Inc.,IL,4.3,0,31.0,51 to 200 Employees,1992,Private,Advertising & Public Relations,Media & Communication,$5 to $25 million (USD),4.4,4.4,4.4,4.3,4.4,yr,2.0,3.0,27.0
80570.0,Web Applications Developer,2.0,1,1,North Carolina State University,NC,4.3,0,136.0,1001 to 5000 Employees,1887,College / University,Colleges & Universities,Education,$500 million to $1 billion (USD),4.0,3.5,4.2,4.0,4.0,yr,5.0,7.0,19.0
75000.0,Web Developer,5.0,1,1,Cyber Tech Group,TX,3.915368421052632,0,49.74418604651163,-1,-1,Private,Unknown,-1,-1,3.7384120171673816,3.774892703862661,3.859763948497854,3.574678111587984,3.788948497854077,yr,4.799479166666667,7.140425531914894,12.0
75232.0,Associate Front-End Web Developer,1.0,1,0,Sherwin-Williams,OH,3.8,0,157.0,10000+ Employees,1866,Public,Consumer Product Manufacturing,Manufacturing,$10+ billion (USD),3.9,3.7,3.6,3.3,3.2,yr,7.0,9.0,26.0
113619.0,Frontend Engineer,3.0,1,-1,FactoryFour,CA,4.7,0,8.0,1 to 50 Employees,2015,Private,Machinery Manufacturing,Manufacturing,Unknown / Non-Applicable,4.7,4.6,4.8,4.4,4.4,yr,1.0,7.140425531914894,4.0
31200.0,Project Coordinator for Web Development Company,0.0,1,1,Gretrix LLC,Remote,4.3,1,49.74418604651163,-1,-1,Private,Unknown,-1,-1,4.3,2.9,3.8,3.3,4.0,hr,4.799479166666667,7.140425531914894,1.0
45000.0,Junior Web Designer & Front-End Developer,3.0,-1,-1,Fame Foundry,NC,3.915368421052632,0,49.74418604651163,-1,-1,Private,Unknown,-1,-1,3.7384120171673816,3.774892703862661,3.859763948497854,3.574678111587984,3.788948497854077,yr,4.799479166666667,7.140425531914894,19.0
70000.0,Jr Frontend Developer,3.0,-1,-1,QuinStreet,TX,4.0,0,24.0,501 to 1000 Employees,1999,Public,Advertising & Public Relations,Media & Communication,$500 million to $1 billion (USD),3.9,3.8,3.9,3.7,4.1,yr,4.0,7.0,12.0
86479.0,Intermediate/Junior Web Developer,1.0,1,0,Social Concepts,CA,1.6,0,49.74418604651163,-1,-1,Private,Unknown,-1,-1,1.0,1.0,1.5,1.0,1.5,yr,4.799479166666667,7.140425531914894,4.0
90735.0,Frontend Web Developer,3.0,-1,-1,Tasktoday,CA,3.915368421052632,0,49.74418604651163,-1,-1,Private,Unknown,-1,-1,3.7384120171673816,3.774892703862661,3.859763948497854,3.574678111587984,3.788948497854077,yr,4.799479166666667,7.140425531914894,4.0
60693.0,Frontend Engineer Apprenticeship,3.0,-1,-1,Fetch,AL,3.7,0,10.0,501 to 1000 Employees,2013,Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,3.7,3.8,3.7,3.3,3.8,yr,4.0,7.140425531914894,23.0
71327.0,Web Development (Front End),3.0,-1,-1,JEMSU,CO,4.2,0,13.0,1 to 50 Employees,2010,Private,Advertising & Public Relations,Media & Communication,$1 to $5 billion (USD),4.0,3.5,4.4,3.9,4.3,yr,1.0,7.0,16.0
66580.0,Web Development,2.0,2,-1,I-Team,TX,2.7,0,49.74418604651163,-1,-1,Private,Unknown,-1,-1,2.8,3.9,3.0,3.1,2.2,yr,4.799479166666667,7.140425531914894,12.0
113809.0,Frontend Engineer,3.0,-1,-1,Rephrase.ai,CA,3.9,0,49.74418604651163,-1,-1,Private,Unknown,-1,-1,3.4,2.8,3.1,3.4,2.7,yr,4.799479166666667,7.140425531914894,4.0
62125.0,Web Designer,5.0,1,1,B12,NY,4.1,0,8.0,1 to 50 Employees,2015,Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,4.0,3.3,4.7,4.2,4.2,yr,1.0,7.140425531914894,10.0
120000.0,Mobile App Developer - iOS/Android,5.0,2,-1,Invictech Inc,Remote,3.915368421052632,1,49.74418604651163,-1,-1,Private,Unknown,-1,-1,3.7384120171673816,3.774892703862661,3.859763948497854,3.574678111587984,3.788948497854077,yr,4.799479166666667,7.140425531914894,1.0
197600.0,Mobile App Designer,6.0,1,-1,Braintrust,CA,4.6,0,5.0,1 to 50 Employees,2018,Private,Business Consulting,Management & Consulting,$100 to $500 million (USD),4.4,4.5,4.5,4.4,4.3,hr,1.0,6.0,4.0
197600.0,Mobile Engineer (0-1 Development),6.0,1,-1,Braintrust,CA,4.6,0,5.0,1 to 50 Employees,2018,Private,Business Consulting,Management & Consulting,$100 to $500 million (USD),4.4,4.5,4.5,4.4,4.3,hr,1.0,6.0,4.0
69900.0,"Content Translator, Spanish (Remote)",2.0,1,1,Hinge Health,TX,3.8,0,9.0,1001 to 5000 Employees,2014,Private,Software Development,Information Technology,Unknown / Non-Applicable,3.7,3.8,3.9,3.8,4.0,yr,5.0,7.140425531914894,12.0
82500.0,Software Developer w/ Mobile App Development Expertise,5.0,1,0,FTS,Remote,3.9,1,5.0,1 to 50 Employees,2018,Private,Other,Financial Services,$5 to $25 million (USD),3.9,3.7,3.7,3.8,3.7,yr,1.0,3.0,1.0
114400.0,Mobile Application Developer,3.0,2,-1,Devcare Solutions,Remote,3.7,1,18.0,51 to 200 Employees,2005,Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,3.6,3.9,3.5,3.5,3.6,hr,2.0,7.140425531914894,1.0
63837.0,"Android, Mobile Engineer, Apprenticeship",2.0,2,0,Fetch,WI,3.7,0,10.0,501 to 1000 Employees,2013,Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,3.7,3.8,3.7,3.3,3.8,yr,4.0,7.140425531914894,21.0
127500.0,Android Mobile App Developer (REMOTE),2.0,1,0,GEICO,MD,3.1,0,87.0,10000+ Employees,1936,Subsidiary or Business Segment,Insurance Carriers,Insurance,$10+ billion (USD),3.3,3.5,2.9,2.6,2.7,yr,7.0,9.0,6.0
104000.0,Mobile app developer,3.0,2,1,Locks Global Staffing LLC,TX,3.915368421052632,0,49.74418604651163,-1,-1,Private,Unknown,-1,-1,3.7384120171673816,3.774892703862661,3.859763948497854,3.574678111587984,3.788948497854077,hr,4.799479166666667,7.140425531914894,12.0
125000.0,Frontend Engineer,1.0,1,0,SportsRecruits,Remote,4.3,1,14.0,1 to 50 Employees,2009,Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,3.8,3.5,4.4,4.0,4.0,yr,1.0,7.140425531914894,1.0
134500.0,Business Development - Advertiser Partnerships,8.0,1,-1,AppLovin,Remote,3.6,1,11.0,1001 to 5000 Employees,2012,Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,3.7,4.0,3.4,3.4,3.1,yr,5.0,7.140425531914894,1.0
166400.0,Mobile Application Developer,5.0,1,1,Tessolve,CA,4.1,0,19.0,1001 to 5000 Employees,2004,Private,Architectural & Engineering Services,"Construction, Repair & Maintenance Services",$500 million to $1 billion (USD),4.2,3.7,4.1,3.9,3.8,hr,5.0,7.0,4.0
54311.0,Mobile Developer (Flutter),6.0,2,1,Axians,ME,3.6,0,24.0,10000+ Employees,1999,Subsidiary or Business Segment,Information Technology Support Services,Information Technology,$1 to $5 billion (USD),3.3,3.4,3.6,3.2,3.7,yr,7.0,7.0,28.0
72500.0,Mobile App Developer,3.0,2,-1,PhasorSoft Group,MS,4.0,0,49.74418604651163,-1,-1,Private,Unknown,-1,-1,3.7384120171673816,3.774892703862661,3.859763948497854,3.574678111587984,3.788948497854077,yr,4.799479166666667,7.140425531914894,15.0
72800.0,Jr Mobile App Developer.,2.0,2,-1,Adidev Technologies Inc,NY,4.1,0,49.74418604651163,-1,-1,Private,Unknown,-1,-1,3.7,3.2,3.2,4.0,4.0,hr,4.799479166666667,7.140425531914894,10.0
113462.0,Mobile App Developer / Software Developer,3.0,1,-1,Artisan Crew Engineering (ACE),CA,4.0,0,49.74418604651163,-1,-1,Private,Unknown,-1,-1,3.8,3.4,3.8,3.6,4.1,yr,4.799479166666667,7.140425531914894,4.0
104000.0,Mobile App Developer,6.0,2,-1,"Kareo, Inc",CO,3.915368421052632,0,49.74418604651163,-1,-1,Private,Unknown,-1,-1,3.7384120171673816,3.774892703862661,3.859763948497854,3.574678111587984,3.788948497854077,hr,4.799479166666667,7.140425531914894,16.0
105000.0,Software Engineer,3.0,1,-1,Redvest App,Remote,5.0,1,49.74418604651163,-1,-1,Private,Unknown,-1,-1,3.7384120171673816,3.774892703862661,3.859763948497854,3.574678111587984,3.788948497854077,yr,4.799479166666667,7.140425531914894,1.0
187200.0,"Product Designer, App Platforms (Full Time Temp)",3.0,2,1,The New York Times,NY,3.7,0,127.0,1001 to 5000 Employees,1896,Public,Broadcast Media,Media & Communication,$1 to $5 billion (USD),3.6,3.5,4.0,3.5,3.9,hr,5.0,7.0,10.0
49743.0,"iOS, Mobile Engineer, Apprenticeship",2.0,2,1,Fetch,AL,3.7,0,10.0,501 to 1000 Employees,2013,Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,3.7,3.8,3.7,3.3,3.8,yr,4.0,7.140425531914894,23.0
96307.0,.Net App developer -Remote,6.0,2,1,Riya Interactive Inc,Remote,3.915368421052632,1,49.74418604651163,-1,-1,Private,Unknown,-1,-1,3.7384120171673816,3.774892703862661,3.859763948497854,3.574678111587984,3.788948497854077,yr,4.799479166666667,7.140425531914894,1.0
106980.0,Sr-Principal Quality Assurance Engineer-Mobile App Automation - REMOTE,5.0,1,0,Publix Associate Services LLC,Remote,3.915368421052632,1,49.74418604651163,-1,-1,Private,Unknown,-1,-1,3.7384120171673816,3.774892703862661,3.859763948497854,3.574678111587984,3.788948497854077,mo,4.799479166666667,7.140425531914894,1.0
69206.0,"iOS, Mobile Engineer, Apprenticeship",2.0,2,1,Fetch,IL,3.7,0,10.0,501 to 1000 Employees,2013,Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,3.7,3.8,3.7,3.3,3.8,yr,4.0,7.140425531914894,27.0
66116.0,Mobile App Developer (ReactNative /Flutter),2.0,2,-1,Trood,NY,5.0,0,49.74418604651163,-1,-1,Private,Unknown,-1,-1,4.6,4.4,5.0,4.4,5.0,yr,4.799479166666667,7.140425531914894,10.0
140000.0,Android Developer,4.0,1,-1,YouMail,Remote,3.5,1,49.74418604651163,-1,-1,Private,Unknown,-1,-1,3.2,3.4,3.7,3.4,3.9,yr,4.799479166666667,7.140425531914894,1.0
120000.0,Software Developer - Android Mobile App,4.0,1,1,Costco Wholesale,TX,4.0,0,47.0,10000+ Employees,1976,Public,Other,Retail & Wholesale,Unknown / Non-Applicable,3.9,4.3,3.7,3.4,3.3,yr,7.0,7.140425531914894,12.0
197100.0,(Remote) iOS Principal Mobile Developer,8.0,1,1,Stryker,Michigan,4.1,0,82.0,10000+ Employees,1941,Public,Health Care Products Manufacturing,Manufacturing,$10+ billion (USD),4.0,3.9,4.1,3.8,3.7,yr,7.0,9.0,29.0
150000.0,Android Software Engineer (Remote),3.0,1,-1,Nimbus,LA,4.3,0,49.74418604651163,-1,-1,Private,Unknown,-1,-1,2.7,2.8,2.6,3.6,2.7,yr,4.799479166666667,7.140425531914894,3.0
101149.0,Front End Developer,3.0,1,-1,E business international,Remote,3.6,1,31.0,51 to 200 Employees,1992,Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,3.5,3.5,3.7,3.6,3.7,yr,2.0,7.140425531914894,1.0
68487.0,Mobile App Engineer (IOS/Android),3.0,-1,-1,Experient Group,GA,4.8,0,22.0,51 to 200 Employees,2001,Private,Business Consulting,Management & Consulting,$5 to $25 million (USD),4.3,4.5,4.8,4.6,4.8,yr,2.0,3.0,18.0
240000.0,Product Principal- Mobile App (Remote),8.0,1,1,Home Depot / THD,GA,3.8,0,45.0,10000+ Employees,1978,Public,Other,Retail & Wholesale,$10+ billion (USD),3.7,3.6,3.8,3.4,3.5,yr,7.0,9.0,18.0
150000.0,iOS Software Engineer (Remote),3.0,1,-1,Nimbus,LA,4.3,0,49.74418604651163,-1,-1,Private,Unknown,-1,-1,2.7,2.8,2.6,3.6,2.7,yr,4.799479166666667,7.140425531914894,3.0
161625.0,Mobile Development Engineer- Android,3.0,-1,-1,Nevro Corp.,CA,3.5,0,17.0,501 to 1000 Employees,2006,Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$100 to $500 million (USD),3.5,4.1,3.5,3.2,3.0,yr,4.0,6.0,4.0
129315.0,Sr. Mobile Automation Engineer,3.0,-1,-1,Yum! Brands,Remote,4.1,1,26.0,10000+ Employees,1997,Public,Other,Restaurants & Food Service,$10+ billion (USD),3.9,3.7,4.3,3.8,4.2,yr,7.0,9.0,1.0
135000.0,Frontend Engineer,6.0,1,-1,MagicLinks,Remote,3.7,1,49.74418604651163,-1,-1,Private,Unknown,-1,-1,3.8,3.8,3.8,3.6,4.1,yr,4.799479166666667,7.140425531914894,1.0
100000.0,Front End Developer,3.0,1,1,"Otter Products, LLC",Remote,3.6,1,25.0,501 to 1000 Employees,1998,Private,Consumer Product Manufacturing,Manufacturing,Unknown / Non-Applicable,3.2,3.4,3.8,3.3,3.5,yr,4.0,7.140425531914894,1.0
109200.0,iOS Developer,5.0,2,-1,CALLISTOFUSION,Remote,3.915368421052632,1,49.74418604651163,-1,-1,Private,Unknown,-1,-1,3.7384120171673816,3.774892703862661,3.859763948497854,3.574678111587984,3.788948497854077,hr,4.799479166666667,7.140425531914894,1.0
156000.0,Sr. Android Mobile Developer,8.0,2,-1,OrangePeople,TX,4.1,0,17.0,51 to 200 Employees,2006,Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3.5,3.6,4.0,4.1,4.0,hr,2.0,3.0,12.0
150800.0,Mobile iOS/ Android Developer,8.0,2,-1,Sansutek,TX,3.915368421052632,0,49.74418604651163,-1,-1,Private,Unknown,-1,-1,3.7384120171673816,3.774892703862661,3.859763948497854,3.574678111587984,3.788948497854077,hr,4.799479166666667,7.140425531914894,12.0
97500.0,Flutter Developer,3.0,1,-1,Ramsey Theory Group,NJ,3.915368421052632,0,49.74418604651163,-1,-1,Private,Unknown,-1,-1,3.7384120171673816,3.774892703862661,3.859763948497854,3.574678111587984,3.788948497854077,yr,4.799479166666667,7.140425531914894,2.0
290400.0,Principal Software Engineer - Frontend Mobile,9.0,1,1,Hinge Health,CA,3.8,0,9.0,1001 to 5000 Employees,2014,Private,Software Development,Information Technology,Unknown / Non-Applicable,3.7,3.8,3.9,3.8,4.0,yr,5.0,7.140425531914894,4.0
108850.0,Android Developer,3.0,2,-1,Trood,NY,5.0,0,49.74418604651163,-1,-1,Private,Unknown,-1,-1,4.6,4.4,5.0,4.4,5.0,yr,4.799479166666667,7.140425531914894,10.0
100000.0,Full Stack Developer,3.0,2,-1,Redvest App,Remote,5.0,1,49.74418604651163,-1,-1,Private,Unknown,-1,-1,3.7384120171673816,3.774892703862661,3.859763948497854,3.574678111587984,3.788948497854077,yr,4.799479166666667,7.140425531914894,1.0
124800.0,Software Engineer(iOS & Android) - REMOTE,3.0,1,0,HM Health Solutions,Pennsylvania,3.6,0,49.74418604651163,-1,-1,Private,Unknown,-1,-1,3.5,3.6,3.6,3.3,3.8,yr,4.799479166666667,7.140425531914894,30.0
161625.0,Mobile Development Engineer- Android,5.0,1,-1,Nevro Corp.,CA,3.5,0,17.0,501 to 1000 Employees,2006,Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$100 to $500 million (USD),3.5,4.1,3.5,3.2,3.0,yr,4.0,6.0,4.0
79062.0,Flutter App Developer,5.0,1,-1,eComStreet,IL,5.0,0,49.74418604651163,-1,-1,Private,Unknown,-1,-1,4.9,4.6,4.9,4.9,4.9,yr,4.799479166666667,7.140425531914894,27.0
143486.0,Principal Mobile Product Designer,4.0,2,1,Intuit,CA,4.6,0,40.0,10000+ Employees,1983,Public,Software Development,Information Technology,$10+ billion (USD),4.4,4.5,4.6,4.3,4.5,yr,7.0,9.0,4.0
152000.0,Software Engineer- iOS,5.0,2,1,Babylist,LA,4.1,0,12.0,51 to 200 Employees,2011,Private,Other,Retail & Wholesale,Unknown / Non-Applicable,3.8,4.2,4.3,3.8,4.1,yr,2.0,7.140425531914894,3.0
76248.0,Mobile Application Developer,5.0,1,0,Barnes & Noble,NY,3.8,0,49.74418604651163,-1,-1,Private,Unknown,-1,-1,3.0,2.9,3.8,3.3,3.6,yr,4.799479166666667,7.140425531914894,10.0
163000.0,"Senior Web Developer, Frontend",5.0,1,0,Wrapmate,Remote,5.0,1,5.0,1 to 50 Employees,2018,Private,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,5.0,5.0,5.0,5.0,5.0,yr,1.0,7.140425531914894,1.0
170885.0,Principal Mobile App Engineer,9.0,1,1,Publix,FL,3.7,0,93.0,10000+ Employees,1930,Private,Other,Retail & Wholesale,$10+ billion (USD),3.8,3.7,3.7,3.4,3.3,yr,7.0,9.0,7.0
210000.0,Software Engineer - Android,2.0,1,-1,Blockchain Talents,Remote,3.915368421052632,1,49.74418604651163,-1,-1,Private,Unknown,-1,-1,3.7384120171673816,3.774892703862661,3.859763948497854,3.574678111587984,3.788948497854077,yr,4.799479166666667,7.140425531914894,1.0
100000.0,Front End Developer,3.0,-1,-1,"Otter Products, LLC",Remote,3.6,1,25.0,501 to 1000 Employees,1998,Private,Consumer Product Manufacturing,Manufacturing,Unknown / Non-Applicable,3.2,3.4,3.8,3.3,3.5,yr,4.0,7.140425531914894,1.0
93600.0,Android/IOS Developer,3.0,1,-1,KC Synergy Solutions,Remote,3.915368421052632,1,49.74418604651163,-1,-1,Private,Unknown,-1,-1,3.7384120171673816,3.774892703862661,3.859763948497854,3.574678111587984,3.788948497854077,hr,4.799479166666667,7.140425531914894,1.0
