,Job Title,Annual Salary,Experience,Education,Position,Is Remote,Company Size Scale,Company Old,Revenue Scale,Rating,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance
1040,Frontend UI Developer,105000.0,7,MASTER,-1,0,2,13,4,4.0,3.7,3.8,3.7,3.5,3.9
1041,Full Stack Java,119600.0,1,DOCTOR,-1,1,1,-1,-1,4.7,4.7,4.5,4.7,4.3,4.5
1042,Factory Java Developer,114400.0,8,BACHELOR,SENIOR,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
1043,Sr. Java Developer,140400.0,-1,DOCTOR,-1,0,2,-1,-1,5.0,5.0,4.6,4.8,4.8,4.8
1044,Sr. Java Developer,145600.0,2,MASTER,JUNIOR,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
1045,Java Microservices Developer,135200.0,10,BACHELOR,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
1046,Java Developer (AWS),140400.0,5,BACHELOR,-1,0,1,-1,2,5.0,-1,-1,-1,-1,-1
1047,SENIOR Java backend Developer,156000.0,10,MASTER,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
1048,Java Developer (Backend),130000.0,7,BACHELOR,SENIOR,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
1049,Java Developer,135200.0,10,BACHELOR,SENIOR,0,2,11,-1,4.5,4.4,3.7,4.0,4.5,3.8
1050,Software Developer,124800.0,2,BACHELOR,-1,1,2,-1,4,3.8,3.3,2.6,3.1,3.3,3.8
1051,Java Developer with React,140400.0,9,BACHELOR,-1,1,2,6,-1,4.3,4.0,4.0,4.3,3.9,4.1
1052,Software Developer - JAVA (#0000101540),142480.0,5,BACHELOR,JUNIOR,0,5,24,6,3.5,3.5,3.2,3.4,3.2,3.5
1053,Terraform developer,156000.0,5,MASTER,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
1054,AWS Developer,166400.0,5,BACHELOR,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
1055,Software Developer,140400.0,1,BACHELOR,-1,0,1,-1,-1,4.1,4.1,4.1,4.1,4.1,4.1
1056,Sr. Java Developer(Onsite),148720.0,8,BACHELOR,SENIOR,0,2,-1,-1,3.6,3.0,3.0,2.5,3.0,2.5
1057,Java Backend Developer,114400.0,6,BACHELOR,-1,0,3,14,3,4.7,4.4,4.3,4.6,4.4,4.5
1059,Java Full Stack Developer,130000.0,7,BACHELOR,SENIOR,0,3,25,4,4.0,4.1,3.9,4.2,4.3,4.2
1060,Python Developer With ReactJS,130000.0,10,MASTER,-1,0,3,14,3,4.7,4.4,4.3,4.6,4.4,4.5
1061,Java Developer,124800.0,5,BACHELOR,JUNIOR,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
1062,SENIOR Java backend Developer,156000.0,10,MASTER,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
1063,Java Backend Engineer,104227.0,5,BACHELOR,SENIOR,0,2,19,4,4.3,4.2,4.3,4.7,4.7,4.5
1064,Apigee API Software Developer,114400.0,-1,MASTER,SENIOR,1,2,-1,-1,5.0,5.0,4.7,4.9,4.7,5.0
1066,Java Developer,130000.0,-1,MASTER,-1,0,4,17,-1,3.9,3.9,3.9,3.9,3.9,4.0
1067,Java Backend Developer,119600.0,7,BACHELOR,-1,0,1,-1,-1,5.0,4.5,4.5,5.0,5.0,5.0
1068,Back End Developer,140400.0,3,DOCTOR,-1,0,2,8,2,4.9,4.9,4.7,4.9,4.9,4.9
1069,Core Java/J2EE developer,109200.0,10,MASTER,-1,0,-1,-1,-1,5.0,5.0,5.0,5.0,5.0,5.0
1070,Sr. Java Developer,140400.0,12,BACHELOR,-1,0,1,13,3,3.9,3.7,3.8,3.5,3.5,3.4
1071,Software Developer I,76301.0,-1,BACHELOR,-1,0,3,46,-1,3.3,3.1,3.8,3.0,3.1,3.2
1072,Factory Java Developer,114400.0,8,BACHELOR,SENIOR,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
1073,Full Stack Java Developer,83771.0,5,BACHELOR,SENIOR,0,3,23,-1,3.7,3.5,3.8,3.5,3.5,4.2
1074,Sr. Java Developer,145600.0,2,MASTER,JUNIOR,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
1075,Java Microservices Developer,135200.0,10,BACHELOR,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
1076,Software Developer,135200.0,3,MASTER,-1,0,2,-1,-1,4.3,3.9,4.0,4.4,4.3,4.1
1077,Java Developer,135200.0,6,BACHELOR,JUNIOR,0,1,-1,-1,5.0,4.5,4.5,5.0,5.0,5.0
1078,Frontend UI Developer,105000.0,7,MASTER,-1,0,2,13,4,4.0,3.7,3.8,3.7,3.5,3.9
1079,Software Developer,82500.0,4,BACHELOR,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1080,Software Developer,124800.0,2,BACHELOR,-1,1,2,-1,4,3.8,3.3,2.6,3.1,3.3,3.8
1081,Java Developer with React,140400.0,9,BACHELOR,-1,1,2,6,-1,4.3,4.0,4.0,4.3,3.9,4.1
1082,Software Developer - JAVA (#0000101540),142480.0,5,BACHELOR,JUNIOR,0,5,24,6,3.5,3.5,3.2,3.4,3.2,3.5
1083,Terraform developer,156000.0,5,MASTER,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
1084,AWS Developer,166400.0,5,BACHELOR,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
1085,Software Developer,140400.0,1,BACHELOR,-1,0,1,-1,-1,4.1,4.1,4.1,4.1,4.1,4.1
1086,Sr. Java Developer(Onsite),148720.0,8,BACHELOR,SENIOR,0,2,-1,-1,3.6,3.0,3.0,2.5,3.0,2.5
1089,Python Developer With ReactJS,130000.0,10,MASTER,-1,0,3,14,3,4.7,4.4,4.3,4.6,4.4,4.5
1090,Java Developer,124800.0,5,BACHELOR,JUNIOR,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
1091,SENIOR Java backend Developer,156000.0,10,MASTER,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
1093,Java Backend Engineer,104227.0,5,BACHELOR,SENIOR,0,2,19,4,4.3,4.2,4.3,4.7,4.7,4.5
1094,Apigee API Software Developer,114400.0,-1,MASTER,SENIOR,1,2,-1,-1,5.0,5.0,4.7,4.9,4.7,5.0
1096,Java Developer,130000.0,-1,MASTER,-1,0,4,17,-1,3.9,3.9,3.9,3.9,3.9,4.0
1097,Senior Java/J2EE Developer,116480.0,12,MASTER,SENIOR,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
1098,Java Backend Developer,119600.0,7,BACHELOR,-1,0,1,-1,-1,5.0,4.5,4.5,5.0,5.0,5.0
1099,Back End Developer,140400.0,3,DOCTOR,-1,0,2,8,2,4.9,4.9,4.7,4.9,4.9,4.9
1100,Core Java/J2EE developer,109200.0,10,MASTER,-1,0,-1,-1,-1,5.0,5.0,5.0,5.0,5.0,5.0
1102,Software Developer I,76301.0,-1,BACHELOR,-1,0,3,46,-1,3.3,3.1,3.8,3.0,3.1,3.2
1103,Factory Java Developer,114400.0,8,BACHELOR,SENIOR,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
1104,Full Stack Java Developer,83771.0,5,BACHELOR,SENIOR,0,3,23,-1,3.7,3.5,3.8,3.5,3.5,4.2
1105,Sr. Java Developer,145600.0,2,MASTER,JUNIOR,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
1106,Java Microservices Developer,135200.0,10,BACHELOR,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
1107,Software Developer,135200.0,3,MASTER,-1,0,2,-1,-1,4.3,3.9,4.0,4.4,4.3,4.1
1108,Java Developer,135200.0,6,BACHELOR,JUNIOR,0,1,-1,-1,5.0,4.5,4.5,5.0,5.0,5.0
1109,Frontend UI Developer,105000.0,7,MASTER,-1,0,2,13,4,4.0,3.7,3.8,3.7,3.5,3.9
1110,Software Developer,124800.0,2,BACHELOR,-1,1,2,-1,4,3.8,3.3,2.6,3.1,3.3,3.8
1111,Java Developer with React,140400.0,9,BACHELOR,-1,1,2,6,-1,4.3,4.0,4.0,4.3,3.9,4.1
1112,Software Developer - JAVA (#0000101540),142480.0,5,BACHELOR,JUNIOR,0,5,24,6,3.5,3.5,3.2,3.4,3.2,3.5
1113,Terraform developer,156000.0,5,MASTER,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
1115,Sr. Java Developer(Onsite),148720.0,8,BACHELOR,SENIOR,0,2,-1,-1,3.6,3.0,3.0,2.5,3.0,2.5
1116,Java Backend Developer,114400.0,6,BACHELOR,-1,0,3,14,3,4.7,4.4,4.3,4.6,4.4,4.5
1117,Java Full Stack Developer,130000.0,7,BACHELOR,SENIOR,0,3,25,4,4.0,4.1,3.9,4.2,4.3,4.2
1118,Python Developer With ReactJS,130000.0,10,MASTER,-1,0,3,14,3,4.7,4.4,4.3,4.6,4.4,4.5
1119,Java Developer,124800.0,5,BACHELOR,JUNIOR,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
1120,SENIOR Java backend Developer,156000.0,10,MASTER,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
1122,Java Backend Engineer,104227.0,5,BACHELOR,SENIOR,0,2,19,4,4.3,4.2,4.3,4.7,4.7,4.5
1123,Apigee API Software Developer,114400.0,-1,MASTER,SENIOR,1,2,-1,-1,5.0,5.0,4.7,4.9,4.7,5.0
1125,Java Developer,130000.0,-1,MASTER,-1,0,4,17,-1,3.9,3.9,3.9,3.9,3.9,4.0
1126,Software Developer,140400.0,1,BACHELOR,-1,0,1,-1,-1,4.1,4.1,4.1,4.1,4.1,4.1
1127,Senior Java/J2EE Developer,116480.0,12,MASTER,SENIOR,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
