,Job Title,Annual Salary,Experience,Education,Position,Location,Is Remote,Company Size,Company Size Scale,Founded,Company Old,Industry,Sector,Revenue,Revenue Scale,Type of Ownership,Rating,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Company Name,Time of Scrape
116,Software Developer Associate,87196.0,-1,BACHELOR,JUNIOR,"Huntsville, AL",0,51 to 200 Employees,2,1995,28,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.4,5.0,3.5,5.0,4.5,5.0,"Quadrus Corporation
4.4",2023-05-11 14:24:15.593296
118,Software Developer,119250.0,4,BACHELOR,SENIOR,"Renton, WA",0,10000+ Employees,7,1905,118,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),9,Company - Public,3.6,3.5,3.4,3.2,3.0,3.6,"PACCAR
3.6",2023-05-11 14:24:19.405149
119,Junior Software Developer,78562.0,-1,BACHELOR,-1,"Fredericksburg, VA",0,1 to 50 Employees,1,-1,-1,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.0,5.0,3.0,3.0,3.0,5.0,"DBDriven.net
4.0",2023-05-11 14:24:21.440543
120,SOFTWARE DEVELOPER,92824.0,-1,BACHELOR,-1,"Ronkonkoma, NY",0,Unknown,-1,-1,-1,Consumer Product Manufacturing,Manufacturing,Unknown / Non-Applicable,-1,Company - Private,2.3,2.2,1.9,2.0,1.5,2.0,"Perfume Center of America
2.3",2023-05-11 14:24:26.293498
121,Software Developer,99364.0,-1,MASTER,-1,"Syosset, NY",0,1 to 50 Employees,1,1982,41,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,3.1,2.6,2.7,2.7,2.7,2.6,"Hi-tek Data
3.1",2023-05-11 14:24:28.304334
122,Software Developer,82000.0,2,BACHELOR,-1,"Shakopee, MN",0,Unknown,-1,-1,-1,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,-1,-1,-1,-1,-1,-1,Elite Infosystems,2023-05-11 14:24:30.294465
123,Software Developer,97395.0,-1,BACHELOR,SENIOR,"Falls Church, VA",0,51 to 200 Employees,2,2005,18,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,5.0,5.0,5.0,5.0,5.0,5.0,"Inalab Consulting
5.0",2023-05-11 14:24:32.071194
124,Junior Software Developer,68496.0,-1,MASTER,JUNIOR,"Union, NY",0,1 to 50 Employees,1,2009,14,Computer Hardware Development,Information Technology,$5 to $25 million (USD),3,Company - Private,2.8,2.9,3.3,3.0,2.8,2.7,"Elevate HR
2.8",2023-05-11 14:24:34.075169
125,Software Developer,82674.0,30,BACHELOR,-1,"Winston-Salem, NC",0,201 to 500 Employees,3,1992,31,Computer Hardware Development,Information Technology,$25 to $100 million (USD),4,Company - Private,3.5,3.3,2.9,3.7,3.3,3.4,"Brock Solutions
3.5",2023-05-11 14:24:36.057737
126,Junior Software Developer (Core),78372.0,1,BACHELOR,JUNIOR,"Houston, TX",0,Unknown,-1,-1,-1,Banking & Lending,Financial Services,Unknown / Non-Applicable,-1,Company - Public,3.6,3.4,3.4,3.9,3.6,3.4,"FIRST SERVICE CREDIT UNION
3.6",2023-05-11 14:24:38.003251
127,Junior Software Developer,78562.0,-1,BACHELOR,-1,"Fredericksburg, VA",0,1 to 50 Employees,1,-1,-1,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.0,5.0,3.0,3.0,3.0,5.0,"DBDriven.net
4.0",2023-05-11 14:24:40.492207
128,Junior Java Software Developer,75000.0,2,BACHELOR,JUNIOR,"New York, NY",0,51 to 200 Employees,2,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,2.2,3.2,2.8,2.2,2.7,3.2,"Ninth Wave
2.2",2023-05-11 14:24:42.378431
129,Software Developer,67278.0,1,BACHELOR,SENIOR,"Marion, IN",0,501 to 1000 Employees,4,1919,104,Colleges & Universities,Education,$100 to $500 million (USD),6,College / University,3.6,3.1,2.8,3.8,3.1,3.7,"Indiana Wesleyan University
3.6",2023-05-11 14:24:44.466361
130,Software Developer,104020.0,-1,BACHELOR,SENIOR,"Herndon, VA",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Agiletal,2023-05-11 14:24:46.438155
131,Software Developer,84640.0,-1,BACHELOR,JUNIOR,"Las Vegas, NV",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,2.6,2.6,3.8,2.6,2.6,3.2,"nevada dental benefits
2.6",2023-05-11 14:24:48.280088
132,Software Developer,72154.0,-1,BACHELOR,-1,"Columbia, SC",0,51 to 200 Employees,2,1999,24,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.0,3.8,3.8,3.8,3.5,3.8,"Paradigm Infotech, Inc.
4.0",2023-05-11 14:24:50.257489
133,Software Developer,85993.0,-1,BACHELOR,-1,"Katy, TX",0,201 to 500 Employees,3,1969,54,Commercial Equipment Services,"Construction, Repair & Maintenance Services",Less than $1 million (USD),1,Company - Public,3.7,2.2,3.2,1.9,1.9,2.2,"NITCO
3.7",2023-05-11 14:24:52.210092
134,Software Engineer,112950.0,-1,-1,-1,"Dallas, TX",0,10000+ Employees,7,1967,56,"Airlines, Airports & Air Transportation",Transportation & Logistics,$10+ billion (USD),9,Company - Public,4.1,4.1,4.2,4.0,3.5,3.6,"Southwest Airlines
4.1",2023-05-11 14:24:54.172090
135,Software Developer,99878.0,-1,BACHELOR,-1,"Nutley, NJ",0,1 to 50 Employees,1,2004,19,Computer Hardware Development,Information Technology,Less than $1 million (USD),1,Company - Private,4.6,4.5,4.1,4.5,4.5,4.4,"Thought Byte
4.6",2023-05-11 14:24:56.364409
139,Software Developer,87232.0,4,BACHELOR,SENIOR,"Livonia, MI",0,51 to 200 Employees,2,2014,9,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.4,4.1,4.5,4.5,4.4,4.7,"Tegrit
4.4",2023-05-11 14:25:03.786214
140,Junior Java Developer,69680.0,1,BACHELOR,-1,"Chicago, IL",0,1 to 50 Employees,1,-1,-1,-1,-1,$1 to $5 million (USD),2,Company - Private,5.0,-1,-1,-1,-1,-1,"DSMH LLC
5.0",2023-05-11 14:25:05.741483
141,Software Developer,119250.0,4,BACHELOR,SENIOR,"Renton, WA",0,10000+ Employees,7,1905,118,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),9,Company - Public,3.6,3.5,3.4,3.2,3.0,3.6,"PACCAR
3.6",2023-05-11 14:25:07.713615
142,Software Developer,85619.0,-1,MASTER,SENIOR,"Elgin, IL",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,-1,-1,-1,-1,-1,-1,RR SOLUTIONS,2023-05-11 14:25:09.662199
143,Software Developer,81000.0,2,BACHELOR,-1,"Orem, UT",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,2.5,3.1,2.2,3.4,3.4,2.5,"Sonus Software Solutions
2.5",2023-05-11 14:25:11.399674
146,Software Developer,111041.0,-1,MASTER,JUNIOR,"New York, NY",0,10000+ Employees,7,1996,27,Investment & Asset Management,Financial Services,$10+ billion (USD),9,Company - Public,3.4,3.1,3.3,3.3,3.1,3.4,"Sumitomo Mitsui Banking Corporation
3.4",2023-05-11 14:25:16.605317
147,Junior Software Developer,79833.0,-1,BACHELOR,-1,"Houston, TX",0,1 to 50 Employees,1,-1,-1,-1,-1,Less than $1 million (USD),1,Company - Private,2.3,3.3,2.4,2.7,2.9,3.3,"V3Main Technologies Inc.
2.3",2023-05-11 14:25:18.666691
148,Software Developer I,66387.0,0,BACHELOR,-1,"Canton, MI",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,5.0,-1,-1,-1,-1,-1,"Software Bots Inc.
5.0",2023-05-11 14:25:20.895467
149,Java Developer (Software Developer),83773.0,2,BACHELOR,-1,"Frisco, TX",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,5.0,-1,-1,-1,-1,-1,"Steck Systems
5.0",2023-05-11 14:25:22.722397
150,Software Developer 1,103258.0,-1,MASTER,-1,"Kansas City, MO",0,10000+ Employees,7,1977,46,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),9,Company - Public,3.9,3.7,3.5,3.8,3.6,4.0,"Oracle
3.9",2023-05-11 14:25:27.182323
151,SOFTWARE DEVELOPER,92824.0,-1,BACHELOR,-1,"Ronkonkoma, NY",0,Unknown,-1,-1,-1,Consumer Product Manufacturing,Manufacturing,Unknown / Non-Applicable,-1,Company - Private,2.3,2.2,1.9,2.0,1.5,2.0,"Perfume Center of America
2.3",2023-05-11 14:25:29.261582
152,Software Developer,97395.0,-1,BACHELOR,SENIOR,"Falls Church, VA",0,51 to 200 Employees,2,2005,18,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,5.0,5.0,5.0,5.0,5.0,5.0,"Inalab Consulting
5.0",2023-05-11 14:25:31.248500
153,Junior Software Developer,68496.0,-1,MASTER,JUNIOR,"Union, NY",0,1 to 50 Employees,1,2009,14,Computer Hardware Development,Information Technology,$5 to $25 million (USD),3,Company - Private,2.8,2.9,3.3,3.0,2.8,2.7,"Elevate HR
2.8",2023-05-11 14:25:33.394504
154,Software Developer,99364.0,-1,MASTER,-1,"Syosset, NY",0,1 to 50 Employees,1,1982,41,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,3.1,2.6,2.7,2.7,2.7,2.6,"Hi-tek Data
3.1",2023-05-11 14:25:35.397769
155,Java Developer (Software Developer),83773.0,2,BACHELOR,-1,"Frisco, TX",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,5.0,-1,-1,-1,-1,-1,"Steck Systems
5.0",2023-05-11 14:25:37.484924
156,Software Developer,81394.0,-1,MASTER,-1,"Charlotte, NC",0,51 to 200 Employees,2,-1,-1,Information Technology Support Services,Information Technology,$25 to $100 million (USD),4,Company - Private,4.9,4.7,4.6,4.7,4.8,4.8,"Ardor IT Solutions
4.9",2023-05-11 14:25:39.521166
157,Software Developer,66788.8,-1,MASTER,-1,"Medford, OR",0,Unknown,-1,-1,-1,Primary & Secondary Schools,Education,Unknown / Non-Applicable,-1,School / School District,4.8,4.7,4.5,4.5,4.5,4.7,"Southern Oregon ESD
4.8",2023-05-11 14:25:41.479131
158,Software Developer,86000.0,4,BACHELOR,-1,United States,0,10000+ Employees,7,2017,6,Information Technology Support Services,Information Technology,$5 to $10 billion (USD),8,Company - Private,3.6,3.5,3.6,3.5,3.4,3.8,"Peraton
3.6",2023-05-11 14:25:43.781520
159,Software Developer - Entry Level,84985.0,-1,BACHELOR,-1,"Burlington, MA",0,10000+ Employees,7,1976,47,Business Consulting,Management & Consulting,$10+ billion (USD),9,Company - Public,3.9,3.7,3.3,4.0,3.6,3.9,"CGI Group, Inc.
3.9",2023-05-11 14:25:45.806996
160,Software Developer,82399.0,2,BACHELOR,SENIOR,"Holmdel, NJ",0,1001 to 5000 Employees,5,1984,39,Architectural & Engineering Services,"Construction, Repair & Maintenance Services",$100 to $500 million (USD),6,Company - Private,4.3,4.4,4.1,4.2,4.2,4.1,"Colliers Engineering & Design
4.3",2023-05-11 14:25:47.884282
161,Software Developer Associate,87196.0,-1,BACHELOR,JUNIOR,"Huntsville, AL",0,51 to 200 Employees,2,1995,28,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.4,5.0,3.5,5.0,4.5,5.0,"Quadrus Corporation
4.4",2023-05-11 14:25:50.086698
162,Junior Software Developer,79833.0,-1,BACHELOR,-1,"Houston, TX",0,1 to 50 Employees,1,-1,-1,-1,-1,Less than $1 million (USD),1,Company - Private,2.3,3.3,2.4,2.7,2.9,3.3,"V3Main Technologies Inc.
2.3",2023-05-11 14:25:52.201362
163,Associate Software Developer - Mobile Experience & Engineering,86011.0,3,BACHELOR,-1,"Naperville, IL",0,10000+ Employees,7,1972,51,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),9,Company - Public,4.4,4.1,4.0,4.5,4.0,4.3,"SAP
4.4",2023-05-11 14:25:54.397133
164,Software Developer,67278.0,1,BACHELOR,SENIOR,"Marion, IN",0,501 to 1000 Employees,4,1919,104,Colleges & Universities,Education,$100 to $500 million (USD),6,College / University,3.6,3.1,2.8,3.8,3.1,3.7,"Indiana Wesleyan University
3.6",2023-05-11 14:25:57.070050
165,Software Developer,119250.0,4,BACHELOR,SENIOR,"Renton, WA",0,10000+ Employees,7,1905,118,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),9,Company - Public,3.6,3.5,3.4,3.2,3.0,3.6,"PACCAR
3.6",2023-05-11 14:25:59.192204
166,Software Developer,104020.0,-1,BACHELOR,SENIOR,"Herndon, VA",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Agiletal,2023-05-11 14:26:01.282362
167,Software Developer,82674.0,30,BACHELOR,-1,"Winston-Salem, NC",0,201 to 500 Employees,3,1992,31,Computer Hardware Development,Information Technology,$25 to $100 million (USD),4,Company - Private,3.5,3.3,2.9,3.7,3.3,3.4,"Brock Solutions
3.5",2023-05-11 14:26:03.185243
168,Software Developer,84640.0,-1,BACHELOR,JUNIOR,"Las Vegas, NV",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,2.6,2.6,3.8,2.6,2.6,3.2,"nevada dental benefits
2.6",2023-05-11 14:26:05.317609
169,"Software Developer, Junior",85118.0,2,BACHELOR,JUNIOR,"Springfield, VA",0,51 to 200 Employees,2,2000,23,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.4,4.2,4.0,4.5,4.4,4.4,"Quadrint, Inc.
4.4",2023-05-11 14:26:07.315196
170,Software Engineer,112950.0,-1,-1,-1,"Dallas, TX",0,10000+ Employees,7,1967,56,"Airlines, Airports & Air Transportation",Transportation & Logistics,$10+ billion (USD),9,Company - Public,4.1,4.1,4.2,4.0,3.5,3.6,"Southwest Airlines
4.1",2023-05-11 14:26:09.419578
171,JUNIOR SOFTWARE DEVELOPER,86518.0,3,BACHELOR,-1,"New York, NY",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,-1,-1,-1,-1,-1,-1,Fundamental Interactions,2023-05-11 14:26:11.849150
172,Software Developer,89128.0,-1,BACHELOR,-1,"Robbinsville, NJ",0,201 to 500 Employees,3,-1,-1,Accounting & Tax,Financial Services,$5 to $25 million (USD),3,Company - Private,3.3,3.4,3.1,3.2,2.8,3.2,"Xpedite Technologies
3.3",2023-05-11 14:26:13.835614
173,Software Developer,90263.0,1,-1,-1,"Atlanta, GA",0,51 to 200 Employees,2,2005,18,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,3.7,3.6,3.9,3.5,3.5,3.6,"DevCare Solutions
3.7",2023-05-11 14:26:16.019114
174,Junior Software Developer,60581.0,2,BACHELOR,SENIOR,"Logan, UT",0,51 to 200 Employees,2,2012,11,Enterprise Software & Network Solutions,Information Technology,$5 to $25 million (USD),3,Company - Private,3.9,3.6,2.5,3.7,3.7,4.1,"Rent Dynamics
3.9",2023-05-11 14:26:18.085356
175,Software Developer,82500.0,3,BACHELOR,-1,"Rockville Centre, NY",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Accumedic Computer Systems,2023-05-11 14:26:20.292520
176,Software Developer,85650.0,-1,BACHELOR,-1,"La Vergne, TN",0,1 to 50 Employees,1,-1,-1,Machinery Manufacturing,Manufacturing,$1 to $5 million (USD),2,Company - Public,3.4,3.5,3.6,2.7,2.7,1.8,"Quality Manufacturing Systems (QMSI)
3.4",2023-05-11 14:26:21.962468
177,Software Developer,86000.0,-1,BACHELOR,-1,"Alpharetta, GA",0,1 to 50 Employees,1,-1,-1,Computer Hardware Development,Information Technology,Less than $1 million (USD),1,Company - Private,4.5,-1,-1,-1,-1,-1,"Avnil
4.5",2023-05-11 14:26:24.110131
178,Software Developer,83791.0,1,BACHELOR,-1,"Great Neck, NY",0,501 to 1000 Employees,4,1992,31,Software Development,Information Technology,$100 to $500 million (USD),6,Company - Private,3.9,3.8,3.8,3.8,3.8,3.9,"SVAM International Inc.
3.9",2023-05-11 14:26:26.092164
179,Software Developer (FT),93103.0,5,BACHELOR,-1,"Rockwall, TX",0,51 to 200 Employees,2,2012,11,Consumer Electronics & Appliances Stores,Retail & Wholesale,$100 to $500 million (USD),6,Company - Private,4.4,4.0,4.2,4.5,4.3,4.5,"Atosa USA, Inc.
4.4",2023-05-11 14:26:28.134335
180,Software Developer,124800.0,2,BACHELOR,-1,Remote,1,51 to 200 Employees,2,-1,-1,Health Care Services & Hospitals,Healthcare,$25 to $100 million (USD),4,Company - Private,3.8,3.3,2.6,3.1,3.3,3.8,"Global HIT
3.8",2023-05-11 14:26:33.108221
181,Software Developer,124800.0,2,BACHELOR,-1,Remote,1,51 to 200 Employees,2,-1,-1,Health Care Services & Hospitals,Healthcare,$25 to $100 million (USD),4,Company - Private,3.8,3.3,2.6,3.1,3.3,3.8,"Global HIT
3.8",2023-05-11 14:26:35.477365
182,Junior Software Developer,69420.0,2,BACHELOR,JUNIOR,"Lexington, MA",0,1 to 50 Employees,1,-1,-1,Advertising & Public Relations,Media & Communication,$1 to $5 million (USD),2,Company - Private,4.0,3.4,3.1,2.4,3.1,3.4,"PROMEDICAL, LLC
4.0",2023-05-11 14:26:37.557265
183,Software Developer,94109.0,7,BACHELOR,SENIOR,"Milwaukee, WI",0,1001 to 5000 Employees,5,1919,104,Investment & Asset Management,Financial Services,$1 to $5 billion (USD),7,Company - Private,4.3,4.2,4.1,4.4,4.1,3.9,"Robert W. Baird
4.3",2023-05-11 14:26:39.696443
185,Software Developer - JAVA (#0000101540),142480.0,5,BACHELOR,JUNIOR,"Denver, CO",0,1001 to 5000 Employees,5,1999,24,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Public,3.5,3.5,3.2,3.4,3.2,3.5,"Infinite Computing Systems
3.5",2023-05-11 14:26:43.467905
186,Software Developer,99364.0,-1,MASTER,-1,"Syosset, NY",0,1 to 50 Employees,1,1982,41,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,3.1,2.6,2.7,2.7,2.7,2.6,"Hi-tek Data
3.1",2023-05-11 14:26:45.682206
187,Software Developer I,64400.0,1,BACHELOR,SENIOR,"Riverside, CA",0,1001 to 5000 Employees,5,-1,-1,Colleges & Universities,Education,$100 to $500 million (USD),6,College / University,4.2,3.7,3.5,4.1,3.8,3.9,"University of California, Riverside
4.2",2023-05-11 14:26:47.753193
188,Software Developer,87232.0,4,BACHELOR,SENIOR,"Livonia, MI",0,51 to 200 Employees,2,2014,9,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.4,4.1,4.5,4.5,4.4,4.7,"Tegrit
4.4",2023-05-11 14:26:49.959306
191,Junior Software Developer,84897.0,5,BACHELOR,JUNIOR,"Port Washington, NY",0,501 to 1000 Employees,4,1989,34,Consumer Product Manufacturing,Manufacturing,$500 million to $1 billion (USD),7,Company - Private,2.8,3.2,2.8,2.9,2.6,2.7,"Kiss Products
2.8",2023-05-11 14:26:55.893155
192,SOFTWARE DEVELOPER,92824.0,-1,BACHELOR,-1,"Ronkonkoma, NY",0,Unknown,-1,-1,-1,Consumer Product Manufacturing,Manufacturing,Unknown / Non-Applicable,-1,Company - Private,2.3,2.2,1.9,2.0,1.5,2.0,"Perfume Center of America
2.3",2023-05-11 14:26:58.094775
193,"Software Developer, Frontend",120000.0,-1,BACHELOR,-1,Remote,1,201 to 500 Employees,3,2015,8,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.5,4.1,4.3,4.2,4.1,4.2,"DISQO
4.5",2023-05-11 14:27:00.377459
194,Software Developer,66788.8,-1,MASTER,-1,"Medford, OR",0,Unknown,-1,-1,-1,Primary & Secondary Schools,Education,Unknown / Non-Applicable,-1,School / School District,4.8,4.7,4.5,4.5,4.5,4.7,"Southern Oregon ESD
4.8",2023-05-11 14:27:02.615144
198,Software Developer,88548.0,2,BACHELOR,-1,"Minneapolis, MN",0,10000+ Employees,7,1851,172,Colleges & Universities,Education,$1 to $5 billion (USD),7,College / University,4.2,3.8,3.6,4.0,3.7,4.1,"University of Minnesota
4.2",2023-05-11 14:27:11.678396
199,Junior Software Developer,78562.0,-1,BACHELOR,-1,"Fredericksburg, VA",0,1 to 50 Employees,1,-1,-1,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.0,5.0,3.0,3.0,3.0,5.0,"DBDriven.net
4.0",2023-05-11 14:27:13.746099
200,Software Developer,84040.0,2,BACHELOR,-1,"Irvine, CA",0,1 to 50 Employees,1,2012,11,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,-1,Company - Private,3.8,3.8,3.5,3.8,3.8,3.5,"U-PARTS
3.8",2023-05-11 14:27:15.942460
201,Software Developer,90000.0,3,BACHELOR,-1,Remote,1,201 to 500 Employees,3,1985,38,Investment & Asset Management,Financial Services,$100 to $500 million (USD),6,Company - Private,4.4,4.4,3.7,4.3,4.0,4.0,"Green Street
4.4",2023-05-11 14:27:18.749146
202,Software Developer,156000.0,1,BACHELOR,-1,Remote,1,51 to 200 Employees,2,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,5.0,3.0,4.0,5.0,5.0,5.0,"Insigma Health Corp
5.0",2023-05-11 14:27:21.063114
203,Software Developer,82000.0,2,BACHELOR,-1,"Shakopee, MN",0,Unknown,-1,-1,-1,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,-1,-1,-1,-1,-1,-1,Elite Infosystems,2023-05-11 14:27:23.212099
204,Junior Software Developer (Core),78372.0,1,BACHELOR,JUNIOR,"Houston, TX",0,Unknown,-1,-1,-1,Banking & Lending,Financial Services,Unknown / Non-Applicable,-1,Company - Public,3.6,3.4,3.4,3.9,3.6,3.4,"FIRST SERVICE CREDIT UNION
3.6",2023-05-11 14:27:25.227650
205,Trainee Software Developer,75000.0,-1,BACHELOR,-1,"Sterling, VA",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Steller System,2023-05-11 14:27:27.469792
206,Junior Software Development Engineer,108880.0,3,BACHELOR,-1,"Plano, TX",0,1001 to 5000 Employees,5,1990,33,Telecommunications Services,Telecommunications,Unknown / Non-Applicable,-1,Company - Public,4.5,4.4,4.2,4.5,4.5,4.0,"DZS
4.5",2023-05-11 14:27:29.219141
207,Junior Software Developer,85253.0,-1,BACHELOR,JUNIOR,"Boston, MA",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,5.0,5.0,5.0,5.0,5.0,5.0,"NetCapital
5.0",2023-05-11 14:27:31.682300
209,Software Developer I,76301.0,-1,BACHELOR,-1,"Winter Park, FL",0,201 to 500 Employees,3,1977,46,Wholesale,Retail & Wholesale,Unknown / Non-Applicable,-1,Company - Private,3.3,3.1,3.8,3.0,3.1,3.2,"RSR Group
3.3",2023-05-11 14:27:35.994063
210,Software Developer,124800.0,2,BACHELOR,-1,Remote,1,51 to 200 Employees,2,-1,-1,Health Care Services & Hospitals,Healthcare,$25 to $100 million (USD),4,Company - Private,3.8,3.3,2.6,3.1,3.3,3.8,"Global HIT
3.8",2023-05-11 14:27:40.875580
211,Junior Software Developer,64480.0,2,BACHELOR,JUNIOR,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Springbrook Creek Statement Composition LLC,2023-05-11 14:27:42.967897
212,Junior Software Developer,69420.0,2,BACHELOR,JUNIOR,"Lexington, MA",0,1 to 50 Employees,1,-1,-1,Advertising & Public Relations,Media & Communication,$1 to $5 million (USD),2,Company - Private,4.0,3.4,3.1,2.4,3.1,3.4,"PROMEDICAL, LLC
4.0",2023-05-11 14:27:44.657500
213,Software Developer - JAVA (#0000101540),142480.0,5,BACHELOR,JUNIOR,"Denver, CO",0,1001 to 5000 Employees,5,1999,24,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Public,3.5,3.5,3.2,3.4,3.2,3.5,"Infinite Computing Systems
3.5",2023-05-11 14:27:46.811521
