,Job Title,Annual Salary,Experience,Education,Location,Is Remote,Company Size,Company Size Scale,Founded,Company Old,Industry,Sector,Revenue,Revenue Scale,Type of Ownership,Rating,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Company Name,Time of Scrape
165,Frontend Engineer,130000.0,5,2,"Cerritos, CA",0,Unknown,-1,-1,-1,Construction,"Construction, Repair & Maintenance Services",Unknown / Non-Applicable,-1,Company - Private,2.4,3.3,3.7,2.3,2.7,3.3,"FAAZ Consulting
2.4",2023-05-14 08:20:32.577788
166,Junior Web Developer (React JS),67500.0,1,2,"Fort Worth, TX",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,3.5,2.0,2.0,1.0,2.0,1.0,"Aggregate Capital and Development
3.5",2023-05-14 08:20:34.548454
167,Front End Web Developer,77500.0,30,1,"Franklin, TN",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,PREMIER FRANCHISE MANAGEMENT,2023-05-14 08:20:36.631545
168,"Senior Frontend Engineer, Web Studio",180500.0,6,2,Remote,1,51 to 200 Employees,2,2011,12,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,3.9,3.6,3.9,3.9,3.6,4.4,"VSCO
3.9",2023-05-14 08:20:38.325161
169,AngularJS Developer,111905.0,10,1,"Dallas, TX",0,1 to 50 Employees,1,2022,1,Software Development,Information Technology,Unknown / Non-Applicable,-1,Company - Private,-1,-1,-1,-1,-1,-1,RELQ TECHNOLOGIES,2023-05-14 08:20:40.258842
170,Frontend Software Developer,110000.0,-1,1,"Albany, NY",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,4.2,3.7,3.7,4.2,3.7,3.7,"Truweather Solutions, Inc
4.2",2023-05-14 08:20:42.098376
173,Junior web developer,88400.0,5,2,"San Antonio, TX",0,51 to 200 Employees,2,2013,10,Software Development,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.3,4.6,4.4,4.4,4.4,4.5,"Inwizards Software Technology
4.3",2023-05-14 08:20:48.040214
174,VueJs Frontend Developer (Remote),79413.0,2,2,"Davis, CA",0,1 to 50 Employees,1,1996,27,Business Consulting,Management & Consulting,$1 to $5 million (USD),2,Company - Private,4.3,3.8,3.9,4.3,4.1,4.0,"Avantpage, Inc.
4.3",2023-05-14 08:20:49.937606
175,Next JS Developer,72800.0,5,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Burrow Data,2023-05-14 08:20:51.963419
176,UI React Developer,100479.0,1,2,"Jersey City, NJ",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,4.2,3.9,3.7,4.0,4.0,4.2,"Purple Drive Technologies
4.2",2023-05-14 08:20:53.430349
177,Angular UI Developer,135200.0,7,2,"Charlotte, NC",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Spanco Solutions,2023-05-14 08:20:55.263631
179,Software Engineer,100000.0,2,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Aiden Technology,2023-05-14 08:20:58.425389
180,Frontend Engineer,125000.0,1,1,Remote,1,1 to 50 Employees,1,2009,14,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.3,3.8,3.5,4.4,4.0,4.0,"SportsRecruits
4.3",2023-05-14 08:21:08.723942
181,UTS - Remote Web Services Developer at UNC Chapel Hill,124800.0,-1,2,"Chapel Hill, NC",0,1001 to 5000 Employees,5,1887,136,Colleges & Universities,Education,$500 million to $1 billion (USD),7,College / University,4.3,4.0,3.5,4.2,4.0,4.0,"North Carolina State University
4.3",2023-05-14 08:21:10.654957
183,Jr Frontend Developer,70000.0,20,1,"Austin, TX",0,501 to 1000 Employees,4,1999,24,Advertising & Public Relations,Media & Communication,$500 million to $1 billion (USD),7,Company - Public,4.1,4.0,3.8,4.0,3.7,4.1,"QuinStreet
4.1",2023-05-14 08:21:14.337934
184,Front End Web Developer,45000.0,-1,1,Remote,1,1 to 50 Employees,1,-1,-1,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,-1,Company - Public,3.5,2.0,3.0,2.0,3.0,4.0,"Beavercreek Marketing
3.5",2023-05-14 08:21:16.302141
185,Freelance Web Designer/Developer,59280.0,2,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Coral House Productions,2023-05-14 08:21:18.323578
186,Frontend (UI) Engineer,160000.0,5,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,De Novo Discovery,2023-05-14 08:21:19.958172
188,Java Developer (Contract),124800.0,20,1,"Foster City, CA",0,501 to 1000 Employees,4,1999,24,Advertising & Public Relations,Media & Communication,$500 million to $1 billion (USD),7,Company - Public,4.1,4.0,3.8,4.0,3.7,4.1,"QuinStreet
4.1",2023-05-14 08:21:23.162742
189,Junior Software Developer (Remote),68078.0,1,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,SnapRISK,2023-05-14 08:21:25.122060
190,Frontend Engineer,154960.0,5,2,"Foster City, CA",0,51 to 200 Employees,2,1999,24,HR Consulting,Human Resources & Staffing,$25 to $100 million (USD),4,Company - Private,4.2,4.3,4.0,4.2,4.0,4.0,"Ryzen Solutions
4.2",2023-05-14 08:21:26.636603
192,Web Site Developer,86671.0,-1,1,"New York, NY",0,201 to 500 Employees,3,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,4.0,4.5,4.0,4.5,4.0,5.0,"Litmos
4.0",2023-05-14 08:21:30.606973
193,Frontend UI Developer,105000.0,7,2,"Irving, TX",0,51 to 200 Employees,2,2010,13,Information Technology Support Services,Information Technology,$25 to $100 million (USD),4,Company - Private,4.0,3.7,3.8,3.7,3.5,3.9,"Resolvetech Solutions
4.0",2023-05-14 08:21:32.683486
194,Frontend Web Developer,90731.0,-1,2,"Newark, CA",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Tasktoday,2023-05-14 08:21:34.516151
195,Jr Frontend Developer,70000.0,10,1,"Austin, TX",0,51 to 200 Employees,2,2005,18,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.1,4.1,4.0,4.3,4.1,4.2,"Modernize Home Services
4.1",2023-05-14 08:21:36.229329
196,"Software Developer, Frontend",120000.0,-1,1,Remote,1,201 to 500 Employees,3,2015,8,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.5,4.1,4.3,4.2,4.1,4.2,"DISQO
4.5",2023-05-14 08:21:38.017579
197,Frontend Engineer (Remote),80000.0,2,1,Remote,1,1 to 50 Employees,1,2017,6,Taxi & Car Services,Transportation & Logistics,Unknown / Non-Applicable,-1,Company - Private,4.0,3.9,4.2,3.9,3.8,4.5,"Leaf Logistics
4.0",2023-05-14 08:21:39.905835
199,Intermediate/Junior Web Developer,86400.0,1,1,"Redwood City, CA",0,1 to 50 Employees,1,-1,-1,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,1.6,1.0,1.0,1.5,1.0,1.5,"Social Concepts
1.6",2023-05-14 08:21:43.657329
200,Web Developer,110531.2,7,2,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,symplore,2023-05-14 08:21:45.548940
201,Web Developer - Contract,166400.0,4,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,The Uplift Agency,2023-05-14 08:21:47.023222
202,Web Developer,109200.0,-1,1,Remote,1,201 to 500 Employees,3,2008,15,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.2,4.2,4.0,4.4,4.1,4.2,"Precision Technologies Corp
4.2",2023-05-14 08:21:48.540680
204,Junior Web Developer,70326.0,1,1,"New York, NY",0,Unknown,-1,-1,-1,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,Company - Private,-1,-1,-1,-1,-1,-1,Crunchapps,2023-05-14 08:21:52.339507
206,UI/UX Developer,70033.6,-1,1,Remote,1,51 to 200 Employees,2,2006,17,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.1,4.3,4.1,4.2,4.2,4.1,"ArchsystemInc
4.1",2023-05-14 08:21:56.191866
207,Frontend Web Developer,78250.0,-1,1,"San Jose, CA",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Firefly Dimension,2023-05-14 08:21:57.964827
208,"Software Engineer, Frontend",160000.0,8,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,De Novo Discovery,2023-05-14 08:21:59.851074
209,Web Developer,135200.0,1,1,"Jackson, MS",0,51 to 200 Employees,2,2005,18,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,3.7,3.6,3.9,3.5,3.5,3.6,"DevCare Solutions Pvt., Ltd.
3.7",2023-05-14 08:22:01.379967
210,Frontend Engineer,125000.0,1,1,Remote,1,1 to 50 Employees,1,2009,14,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.3,3.8,3.5,4.4,4.0,4.0,"SportsRecruits
4.3",2023-05-14 08:22:12.347812
211,UTS - Remote Web Services Developer at UNC Chapel Hill,124800.0,-1,2,"Chapel Hill, NC",0,1001 to 5000 Employees,5,1887,136,Colleges & Universities,Education,$500 million to $1 billion (USD),7,College / University,4.3,4.0,3.5,4.2,4.0,4.0,"North Carolina State University
4.3",2023-05-14 08:22:14.564739
213,Front End Web Developer,45000.0,-1,1,Remote,1,1 to 50 Employees,1,-1,-1,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,-1,Company - Public,3.5,2.0,3.0,2.0,3.0,4.0,"Beavercreek Marketing
3.5",2023-05-14 08:22:18.505946
214,Jr Frontend Developer,70000.0,20,1,"Austin, TX",0,501 to 1000 Employees,4,1999,24,Advertising & Public Relations,Media & Communication,$500 million to $1 billion (USD),7,Company - Public,4.1,4.0,3.8,4.0,3.7,4.1,"QuinStreet
4.1",2023-05-14 08:22:20.451378
215,Freelance Web Designer/Developer,59280.0,2,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Coral House Productions,2023-05-14 08:22:22.615678
216,Junior Software Developer (Remote),68078.0,1,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,SnapRISK,2023-05-14 08:22:24.145000
217,Java Developer (Contract),124800.0,20,1,"Foster City, CA",0,501 to 1000 Employees,4,1999,24,Advertising & Public Relations,Media & Communication,$500 million to $1 billion (USD),7,Company - Public,4.1,4.0,3.8,4.0,3.7,4.1,"QuinStreet
4.1",2023-05-14 08:22:25.696168
218,Frontend (UI) Engineer,160000.0,5,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,De Novo Discovery,2023-05-14 08:22:27.710677
219,Web Site Developer,86671.0,-1,1,"New York, NY",0,201 to 500 Employees,3,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,4.0,4.5,4.0,4.5,4.0,5.0,"Litmos
4.0",2023-05-14 08:22:29.227754
220,Frontend Engineer,154960.0,5,2,"Foster City, CA",0,51 to 200 Employees,2,1999,24,HR Consulting,Human Resources & Staffing,$25 to $100 million (USD),4,Company - Private,4.2,4.3,4.0,4.2,4.0,4.0,"Ryzen Solutions
4.2",2023-05-14 08:22:31.065157
221,Web Developer,110531.2,7,2,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,symplore,2023-05-14 08:22:32.833564
223,Frontend Web Developer,90731.0,-1,2,"Newark, CA",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Tasktoday,2023-05-14 08:22:36.383838
224,Jr Frontend Developer,70000.0,10,1,"Austin, TX",0,51 to 200 Employees,2,2005,18,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.1,4.1,4.0,4.3,4.1,4.2,"Modernize Home Services
4.1",2023-05-14 08:22:38.269785
225,Web Developer - Contract,166400.0,4,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,The Uplift Agency,2023-05-14 08:22:40.107491
227,"Software Developer, Frontend",120000.0,-1,1,Remote,1,201 to 500 Employees,3,2015,8,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.5,4.1,4.3,4.2,4.1,4.2,"DISQO
4.5",2023-05-14 08:22:43.986781
228,"Software Engineer, Frontend",160000.0,8,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,De Novo Discovery,2023-05-14 08:22:46.190414
229,Temporary Web Developer (Frontend),78000.0,20,1,"Brooklyn, NY",0,201 to 500 Employees,3,1999,24,"Gift, Novelty & Souvenir Stores",Retail & Wholesale,Unknown / Non-Applicable,-1,Company - Private,4.3,3.8,4.1,4.6,4.3,4.2,"Uncommon Goods
4.3",2023-05-14 08:22:47.722920
230,Frontend Engineer (Remote),80000.0,2,1,Remote,1,1 to 50 Employees,1,2017,6,Taxi & Car Services,Transportation & Logistics,Unknown / Non-Applicable,-1,Company - Private,4.0,3.9,4.2,3.9,3.8,4.5,"Leaf Logistics
4.0",2023-05-14 08:22:49.613960
233,Junior Web Developer,70326.0,1,1,"New York, NY",0,Unknown,-1,-1,-1,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,Company - Private,-1,-1,-1,-1,-1,-1,Crunchapps,2023-05-14 08:22:54.897321
234,Frontend Web Developer,78250.0,-1,1,"San Jose, CA",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Firefly Dimension,2023-05-14 08:22:56.590309
236,Mid-Level Web Developer,62400.0,2,2,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Udundi,2023-05-14 08:23:00.460386
237,"Web Developer, Marketing",75200.0,3,1,Remote,1,10000+ Employees,7,2016,7,Machinery Manufacturing,Manufacturing,$5 to $10 billion (USD),8,Company - Public,3.4,3.5,3.6,3.7,3.1,3.3,"Gordian
3.4",2023-05-14 08:23:01.993672
238,Intermediate/Junior Web Developer,86400.0,1,1,"Redwood City, CA",0,1 to 50 Employees,1,-1,-1,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,1.6,1.0,1.0,1.5,1.0,1.5,"Social Concepts
1.6",2023-05-14 08:23:03.969706
239,Frontend UI Developer,105000.0,7,2,"Irving, TX",0,51 to 200 Employees,2,2010,13,Information Technology Support Services,Information Technology,$25 to $100 million (USD),4,Company - Private,4.0,3.7,3.8,3.7,3.5,3.9,"Resolvetech Solutions
4.0",2023-05-14 08:23:05.970831
240,UTS - Remote Web Services Developer at UNC Chapel Hill,124800.0,-1,2,"Chapel Hill, NC",0,1001 to 5000 Employees,5,1887,136,Colleges & Universities,Education,$500 million to $1 billion (USD),7,College / University,4.3,4.0,3.5,4.2,4.0,4.0,"North Carolina State University
4.3",2023-05-14 08:23:17.116191
241,Frontend Engineer,125000.0,1,1,Remote,1,1 to 50 Employees,1,2009,14,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.3,3.8,3.5,4.4,4.0,4.0,"SportsRecruits
4.3",2023-05-14 08:23:18.878429
242,Front End Web Developer,45000.0,-1,1,Remote,1,1 to 50 Employees,1,-1,-1,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,-1,Company - Public,3.5,2.0,3.0,2.0,3.0,4.0,"Beavercreek Marketing
3.5",2023-05-14 08:23:20.848586
245,Jr Frontend Developer,70000.0,20,1,"Austin, TX",0,501 to 1000 Employees,4,1999,24,Advertising & Public Relations,Media & Communication,$500 million to $1 billion (USD),7,Company - Public,4.1,4.0,3.8,4.0,3.7,4.1,"QuinStreet
4.1",2023-05-14 08:23:26.537712
246,Frontend Web Developer,90731.0,-1,2,"Newark, CA",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Tasktoday,2023-05-14 08:23:28.617313
247,Junior Software Developer (Remote),68078.0,1,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,SnapRISK,2023-05-14 08:23:30.231223
248,Freelance Web Designer/Developer,59280.0,2,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Coral House Productions,2023-05-14 08:23:31.742882
249,Frontend (UI) Engineer,160000.0,5,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,De Novo Discovery,2023-05-14 08:23:33.479283
250,Java Developer (Contract),124800.0,20,1,"Foster City, CA",0,501 to 1000 Employees,4,1999,24,Advertising & Public Relations,Media & Communication,$500 million to $1 billion (USD),7,Company - Public,4.1,4.0,3.8,4.0,3.7,4.1,"QuinStreet
4.1",2023-05-14 08:23:34.971684
251,"Software Developer, Frontend",120000.0,-1,1,Remote,1,201 to 500 Employees,3,2015,8,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.5,4.1,4.3,4.2,4.1,4.2,"DISQO
4.5",2023-05-14 08:23:36.859363
252,Jr Frontend Developer,70000.0,10,1,"Austin, TX",0,51 to 200 Employees,2,2005,18,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.1,4.1,4.0,4.3,4.1,4.2,"Modernize Home Services
4.1",2023-05-14 08:23:38.823442
253,Frontend Engineer,154960.0,5,2,"Foster City, CA",0,51 to 200 Employees,2,1999,24,HR Consulting,Human Resources & Staffing,$25 to $100 million (USD),4,Company - Private,4.2,4.3,4.0,4.2,4.0,4.0,"Ryzen Solutions
4.2",2023-05-14 08:23:40.848815
255,Front End Developer - UI,90633.0,6,2,"Orlando, FL",0,51 to 200 Employees,2,2018,5,Software Development,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.5,4.9,4.4,4.4,4.4,4.0,"Andor Health
4.5",2023-05-14 08:23:44.664465
256,Web Developer,110531.2,7,2,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,symplore,2023-05-14 08:23:47.173149
257,Frontend UI Developer,105000.0,7,2,"Irving, TX",0,51 to 200 Employees,2,2010,13,Information Technology Support Services,Information Technology,$25 to $100 million (USD),4,Company - Private,4.0,3.7,3.8,3.7,3.5,3.9,"Resolvetech Solutions
4.0",2023-05-14 08:23:49.049052
261,Web Site Developer,86671.0,-1,1,"New York, NY",0,201 to 500 Employees,3,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,4.0,4.5,4.0,4.5,4.0,5.0,"Litmos
4.0",2023-05-14 08:23:57.570206
262,UI/UX Developer,70033.6,-1,1,Remote,1,51 to 200 Employees,2,2006,17,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.1,4.3,4.1,4.2,4.2,4.1,"ArchsystemInc
4.1",2023-05-14 08:23:59.448722
263,Intermediate/Junior Web Developer,86400.0,1,1,"Redwood City, CA",0,1 to 50 Employees,1,-1,-1,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,1.6,1.0,1.0,1.5,1.0,1.5,"Social Concepts
1.6",2023-05-14 08:24:02.114616
264,Temporary Web Developer (Frontend),78000.0,20,1,"Brooklyn, NY",0,201 to 500 Employees,3,1999,24,"Gift, Novelty & Souvenir Stores",Retail & Wholesale,Unknown / Non-Applicable,-1,Company - Private,4.3,3.8,4.1,4.6,4.3,4.2,"Uncommon Goods
4.3",2023-05-14 08:24:03.896269
265,Web Developer - Contract,166400.0,4,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,The Uplift Agency,2023-05-14 08:24:06.776228
266,Web Developer,109200.0,-1,1,Remote,1,201 to 500 Employees,3,2008,15,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.2,4.2,4.0,4.4,4.1,4.2,"Precision Technologies Corp
4.2",2023-05-14 08:24:08.474575
267,"Software Engineer, Frontend",160000.0,8,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,De Novo Discovery,2023-05-14 08:24:10.526406
268,Junior Web Developer,70326.0,1,1,"New York, NY",0,Unknown,-1,-1,-1,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,Company - Private,-1,-1,-1,-1,-1,-1,Crunchapps,2023-05-14 08:24:12.356182
269,Frontend Engineer (Remote),80000.0,2,1,Remote,1,1 to 50 Employees,1,2017,6,Taxi & Car Services,Transportation & Logistics,Unknown / Non-Applicable,-1,Company - Private,4.0,3.9,4.2,3.9,3.8,4.5,"Leaf Logistics
4.0",2023-05-14 08:24:14.069532
270,Frontend Engineer,125000.0,1,1,Remote,1,1 to 50 Employees,1,2009,14,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.3,3.8,3.5,4.4,4.0,4.0,"SportsRecruits
4.3",2023-05-14 08:24:25.513343
271,Jr Frontend Developer,70000.0,20,1,"Austin, TX",0,501 to 1000 Employees,4,1999,24,Advertising & Public Relations,Media & Communication,$500 million to $1 billion (USD),7,Company - Public,4.1,4.0,3.8,4.0,3.7,4.1,"QuinStreet
4.1",2023-05-14 08:24:27.712115
272,Freelance Web Designer/Developer,59280.0,2,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Coral House Productions,2023-05-14 08:24:29.579878
273,UTS - Remote Web Services Developer at UNC Chapel Hill,124800.0,-1,2,"Chapel Hill, NC",0,1001 to 5000 Employees,5,1887,136,Colleges & Universities,Education,$500 million to $1 billion (USD),7,College / University,4.3,4.0,3.5,4.2,4.0,4.0,"North Carolina State University
4.3",2023-05-14 08:24:31.069721
275,Frontend (UI) Engineer,160000.0,5,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,De Novo Discovery,2023-05-14 08:24:35.471631
277,Jr Frontend Developer,70000.0,10,1,"Austin, TX",0,51 to 200 Employees,2,2005,18,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.1,4.1,4.0,4.3,4.1,4.2,"Modernize Home Services
4.1",2023-05-14 08:24:39.596303
278,Java Developer (Contract),124800.0,20,1,"Foster City, CA",0,501 to 1000 Employees,4,1999,24,Advertising & Public Relations,Media & Communication,$500 million to $1 billion (USD),7,Company - Public,4.1,4.0,3.8,4.0,3.7,4.1,"QuinStreet
4.1",2023-05-14 08:24:41.492799
279,Frontend Engineer,154960.0,5,2,"Foster City, CA",0,51 to 200 Employees,2,1999,24,HR Consulting,Human Resources & Staffing,$25 to $100 million (USD),4,Company - Private,4.2,4.3,4.0,4.2,4.0,4.0,"Ryzen Solutions
4.2",2023-05-14 08:24:43.593487
280,Junior Software Developer (Remote),68078.0,1,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,SnapRISK,2023-05-14 08:24:45.933801
283,Frontend Engineer,135000.0,6,1,Remote,1,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,3.7,3.8,3.8,3.8,3.6,4.1,"MagicLinks
3.7",2023-05-14 08:24:52.171152
284,"Software Developer, Frontend",120000.0,-1,1,Remote,1,201 to 500 Employees,3,2015,8,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.5,4.1,4.3,4.2,4.1,4.2,"DISQO
4.5",2023-05-14 08:24:54.559254
285,Web Designer/Developer,41600.0,5,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,EMDL,2023-05-14 08:24:56.442697
286,Web Developer,110531.2,7,2,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,symplore,2023-05-14 08:24:57.960742
287,Frontend Web Developer,90731.0,-1,2,"Newark, CA",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Tasktoday,2023-05-14 08:24:59.727629
288,Front End Web Developer,45000.0,-1,1,Remote,1,1 to 50 Employees,1,-1,-1,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,-1,Company - Public,3.5,2.0,3.0,2.0,3.0,4.0,"Beavercreek Marketing
3.5",2023-05-14 08:25:01.576353
289,Mid-Level Web Developer,62400.0,2,2,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Udundi,2023-05-14 08:25:03.477683
290,"Web Developer, Marketing",75200.0,3,1,Remote,1,10000+ Employees,7,2016,7,Machinery Manufacturing,Manufacturing,$5 to $10 billion (USD),8,Company - Public,3.4,3.5,3.6,3.7,3.1,3.3,"Gordian
3.4",2023-05-14 08:25:05.494309
