,Job Title,Annual Salary,Experience,Education,Location,Is Remote,Company Size,Company Size Scale,Founded,Company Old,Industry,Sector,Revenue,Revenue Scale,Type of Ownership,Rating,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Company Name,Time of Scrape
151,"Software Engineer, Docs + Wiki",190000.0,-1,1,"San Francisco, CA",0,201 to 500 Employees,3,2016,7,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.9,4.9,4.8,4.9,4.8,4.6,"Notion
4.9",2023-05-14 14:17:59.642559
152,Software Engineer I (NST),96997.0,-1,1,"Redmond, WA",0,5001 to 10000 Employees,6,-1,-1,Video Game Publishing,Media & Communication,$10+ billion (USD),9,Company - Public,4.5,3.9,4.1,4.3,4.0,3.9,"Nintendo
4.5",2023-05-14 14:18:01.854255
153,Frontend Engineer (Remote),80000.0,2,1,Remote,1,1 to 50 Employees,1,2017,6,Taxi & Car Services,Transportation & Logistics,Unknown / Non-Applicable,-1,Company - Private,4.0,3.9,4.2,3.9,3.8,4.5,"Leaf Logistics
4.0",2023-05-14 14:18:04.002206
154,Software Engineer I,85000.0,2,1,Remote,1,1 to 50 Employees,1,-1,-1,Health Care Services & Hospitals,Healthcare,Less than $1 million (USD),1,Company - Private,3.9,3.5,2.9,3.9,2.9,3.5,"Apollo Medical Holdings
3.9",2023-05-14 14:18:06.228394
156,Full Stack Software Developer,27040.0,5,2,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Remedy Well,2023-05-14 14:18:10.553889
159,Software Engineer,83200.0,-1,1,Remote,1,1 to 50 Employees,1,2013,10,Computer Hardware Development,Information Technology,Less than $1 million (USD),1,Company - Private,4.2,3.8,3.9,4.5,4.0,4.5,"Jumpseller
4.2",2023-05-14 14:18:16.915813
162,AWS DevOps Engineer,135200.0,8,2,Remote,1,51 to 200 Employees,2,1999,24,Computer Hardware Development,Information Technology,$25 to $100 million (USD),4,Company - Private,4.0,3.7,3.6,3.8,3.8,4.0,"New York Technology Partners
4.0",2023-05-14 14:18:23.332535
163,Frontend Engineer,140000.0,1,1,"San Francisco, CA",0,10000+ Employees,7,-1,-1,Energy & Utilities,"Energy, Mining & Utilities",Unknown / Non-Applicable,-1,Company - Public,3.8,3.3,3.6,3.7,3.0,4.1,"Hive
3.8",2023-05-14 14:18:26.195812
164,Full Stack Developer,124800.0,1,2,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,LotusData,2023-05-14 14:18:28.493198
165,Software Engineer,109000.0,4,1,Remote,1,1001 to 5000 Employees,5,1972,51,Banking & Lending,Financial Services,$500 million to $1 billion (USD),7,Company - Public,3.9,3.8,4.2,4.2,3.7,4.2,"Credit Acceptance
3.9",2023-05-14 14:18:30.159381
166,Junior Software Engineer,80000.0,-1,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Jovian Software Consulting LLC,2023-05-14 14:18:33.189020
168,Software Engineer (Frontend),155000.0,2,2,"San Francisco, CA",0,501 to 1000 Employees,4,2006,17,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),6,Company - Private,4.3,4.2,4.3,4.4,4.2,4.2,"Demandbase
4.3",2023-05-14 14:18:37.131663
169,Junior Software Engineer,77500.0,-1,1,"Sterling, VA",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,-1,-1,-1,-1,-1,-1,Binary Logic IT LLC,2023-05-14 14:18:39.366250
170,"Associate Software Engineer, Server",80055.0,-1,2,"Needham, MA",0,10000+ Employees,7,2003,20,Film Production,Media & Communication,$10+ billion (USD),9,Company - Public,3.8,3.3,3.6,3.7,3.3,3.7,"Warner Bros. Discovery
3.8",2023-05-14 14:18:41.245161
171,DevOps Engineer,109200.0,-1,2,"Dallas, TX",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Digital Plus Solutions,2023-05-14 14:18:43.566685
172,Frontend Software Engineer,129500.0,-1,1,"San Francisco, CA",0,51 to 200 Employees,2,2019,4,Machinery Manufacturing,Manufacturing,Unknown / Non-Applicable,-1,Company - Private,4.6,5.0,4.8,4.8,5.0,5.0,"Lumafield
4.6",2023-05-14 14:18:45.412480
173,AWS Devops Engineer,145600.0,3,1,"Irving, TX",0,51 to 200 Employees,2,2010,13,Information Technology Support Services,Information Technology,$25 to $100 million (USD),4,Company - Private,4.0,3.7,3.8,3.7,3.5,3.9,"Resolvetech Solutions
4.0",2023-05-14 14:18:47.766384
174,Software Engineer,119600.0,2,2,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,PhotoSesh,2023-05-14 14:18:50.058847
177,Frontend Software Engineer,100000.0,3,1,Remote,1,1 to 50 Employees,1,2013,10,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.4,4.4,4.4,5.0,5.0,5.0,"Propagate
4.4",2023-05-14 14:18:55.679590
178,Software Engineer II (Remote Option*),109500.0,5,1,"San Francisco, CA",0,10000+ Employees,7,1972,51,Consumer Product Manufacturing,Manufacturing,$10+ billion (USD),9,Company - Public,4.1,3.7,3.9,4.1,3.6,3.7,"Nike
4.1",2023-05-14 14:18:58.041137
180,Frontend Engineer,125000.0,1,1,Remote,1,1 to 50 Employees,1,2009,14,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.3,3.8,3.5,4.4,4.0,4.0,"SportsRecruits
4.3",2023-05-14 14:19:11.412663
181,Software Engineer,105000.0,5,1,Remote,1,1001 to 5000 Employees,5,-1,-1,Machinery Manufacturing,Manufacturing,$500 million to $1 billion (USD),7,Company - Private,3.4,3.6,3.6,3.1,3.2,3.2,"MW Industries, Inc.
3.4",2023-05-14 14:19:13.645352
182,Software Engineer,115000.0,2,1,Remote,1,51 to 200 Employees,2,-1,-1,Municipal Agencies,Government & Public Administration,Unknown / Non-Applicable,-1,Company - Private,4.8,4.4,4.4,4.7,4.7,5.0,"Polco
4.8",2023-05-14 14:19:16.138646
183,Junior Software Developer (Remote),68078.0,1,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,SnapRISK,2023-05-14 14:19:18.398135
185,Junior Level Cloud Engineer,88400.0,1,2,Remote,1,51 to 200 Employees,2,2000,23,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,3.9,3.5,3.4,3.6,3.7,3.5,"element technologies
3.9",2023-05-14 14:19:22.362246
187,Kubernetes Engineer,114400.0,1,3,"Deerfield, IL",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,4.2,3.9,3.7,4.0,4.0,4.2,"Purple Drive Technologies
4.2",2023-05-14 14:19:27.186706
188,Software Engineer - CommerceTools,94099.2,1,2,Remote,1,10000+ Employees,7,1980,43,Information Technology Support Services,Information Technology,$1 to $5 billion (USD),7,Company - Private,3.6,3.4,3.0,3.5,3.1,3.5,"Atos Syntel
3.6",2023-05-14 14:19:29.367443
189,Software Engineer,105000.0,-1,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Redvest App,2023-05-14 14:19:31.772539
190,Junior Software Developer,64480.0,2,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Springbrook Creek Statement Composition LLC,2023-05-14 14:19:33.446536
191,Software Engineer 1,80000.0,-1,1,"Denver, CO",0,Unknown,-1,-1,-1,Staffing & Subcontracting,Human Resources & Staffing,Unknown / Non-Applicable,-1,Company - Private,4.5,4.3,3.9,4.4,4.6,4.3,"Service Core
4.5",2023-05-14 14:19:35.221667
192,Software Engineer,104150.0,2,1,"San Jose, CA",0,10000+ Employees,7,1998,25,Internet & Web Services,Information Technology,$10+ billion (USD),9,Company - Public,3.9,3.5,3.9,4.0,3.4,4.0,"PayPal
3.9",2023-05-14 14:19:37.928631
193,Software Engineer I (NST),96997.0,-1,1,"Redmond, WA",0,5001 to 10000 Employees,6,-1,-1,Video Game Publishing,Media & Communication,$10+ billion (USD),9,Company - Public,4.5,3.9,4.1,4.3,4.0,3.9,"Nintendo
4.5",2023-05-14 14:19:40.275796
194,Full Stack Software Engineer,125000.0,1,1,Remote,1,1 to 50 Employees,1,2009,14,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.3,3.8,3.5,4.4,4.0,4.0,"SportsRecruits
4.3",2023-05-14 14:19:42.577179
197,Jr Frontend Developer,70000.0,20,1,"Austin, TX",0,501 to 1000 Employees,4,1999,24,Advertising & Public Relations,Media & Communication,$500 million to $1 billion (USD),7,Company - Public,4.1,4.0,3.8,4.0,3.7,4.1,"QuinStreet
4.1",2023-05-14 14:19:49.285597
198,Full Stack Java,119600.0,1,3,Remote,1,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Contract,4.7,4.7,4.5,4.7,4.3,4.5,"Fuge Technologies Inc
4.7",2023-05-14 14:19:52.360594
199,Software Engineer,82000.0,-1,2,Remote,1,51 to 200 Employees,2,2005,18,Enterprise Software & Network Solutions,Information Technology,$5 to $25 million (USD),3,Company - Private,3.4,3.0,3.5,3.4,3.0,3.8,"Mosaic Learning, Inc.
3.4",2023-05-14 14:19:55.208329
200,Software Engineer (Neo4J/Binqa),145600.0,5,2,Remote,1,501 to 1000 Employees,4,-1,-1,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Private,4.2,3.9,3.9,4.1,3.9,4.3,"CBTS
4.2",2023-05-14 14:19:58.299978
201,DevOps/Release Engineer,120099.2,5,1,"Irving, TX",0,1 to 50 Employees,1,-1,-1,-1,-1,$1 to $5 million (USD),2,Unknown,3.7,2.5,2.0,2.5,1.5,2.5,"binary tech corp
3.7",2023-05-14 14:20:01.258392
202,Software Engineer - Frontend (Remote),130000.0,-1,1,"Atlanta, GA",0,10000+ Employees,7,1978,45,Home Furniture & Housewares Stores,Retail & Wholesale,$10+ billion (USD),9,Company - Public,3.8,3.7,3.6,3.8,3.4,3.6,"Home Depot / THD
3.8",2023-05-14 14:20:03.952135
203,Software Engineer - GIS,88847.0,2,1,"Katy, TX",0,1001 to 5000 Employees,5,1997,26,Architectural & Engineering Services,"Construction, Repair & Maintenance Services",$100 to $500 million (USD),6,Private Practice / Firm,4.1,4.2,4.1,4.3,4.2,3.9,"LJA Engineering
4.1",2023-05-14 14:20:06.602064
205,Software Engineer,135000.0,6,2,"San Francisco, CA",0,51 to 200 Employees,2,2016,7,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,Company - Private,5.0,4.9,4.4,5.0,5.0,4.9,"January Technologies
5.0",2023-05-14 14:20:11.676747
206,Frontend Engineer,154960.0,5,2,"Foster City, CA",0,51 to 200 Employees,2,1999,24,HR Consulting,Human Resources & Staffing,$25 to $100 million (USD),4,Company - Private,4.2,4.3,4.0,4.2,4.0,4.0,"Ryzen Solutions
4.2",2023-05-14 14:20:14.709471
207,Software Engineer,112950.0,18,1,"Dallas, TX",0,10000+ Employees,7,1967,56,"Airlines, Airports & Air Transportation",Transportation & Logistics,$10+ billion (USD),9,Company - Public,4.1,4.1,4.2,4.0,3.5,3.6,"Southwest Airlines
4.1",2023-05-14 14:20:17.101681
208,Software Engineer,124800.0,10,-1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,slesha inc,2023-05-14 14:20:19.909591
209,"Software Engineer, Docs + Wiki",190000.0,-1,1,"San Francisco, CA",0,201 to 500 Employees,3,2016,7,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.9,4.9,4.8,4.9,4.8,4.6,"Notion
4.9",2023-05-14 14:20:21.779470
211,Frontend Engineer,125000.0,1,1,Remote,1,1 to 50 Employees,1,2009,14,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.3,3.8,3.5,4.4,4.0,4.0,"SportsRecruits
4.3",2023-05-14 14:20:34.403109
212,Junior Level Cloud Engineer,88400.0,1,2,Remote,1,51 to 200 Employees,2,2000,23,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,3.9,3.5,3.4,3.6,3.7,3.5,"element technologies
3.9",2023-05-14 14:20:36.996575
215,Junior Software Developer,64480.0,2,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Springbrook Creek Statement Composition LLC,2023-05-14 14:20:43.356383
216,Junior Software Developer (Remote),68078.0,1,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,SnapRISK,2023-05-14 14:20:45.049890
219,Software Engineer - CommerceTools,94099.2,1,2,Remote,1,10000+ Employees,7,1980,43,Information Technology Support Services,Information Technology,$1 to $5 billion (USD),7,Company - Private,3.6,3.4,3.0,3.5,3.1,3.5,"Atos Syntel
3.6",2023-05-14 14:20:53.417561
220,Full Stack Software Engineer,125000.0,1,1,Remote,1,1 to 50 Employees,1,2009,14,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.3,3.8,3.5,4.4,4.0,4.0,"SportsRecruits
4.3",2023-05-14 14:20:56.035051
222,Software Engineer,105000.0,-1,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Redvest App,2023-05-14 14:21:00.924171
223,Kubernetes Engineer,114400.0,1,3,"Deerfield, IL",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,4.2,3.9,3.7,4.0,4.0,4.2,"Purple Drive Technologies
4.2",2023-05-14 14:21:02.986933
224,Software Engineer (Neo4J/Binqa),145600.0,5,2,Remote,1,501 to 1000 Employees,4,-1,-1,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Private,4.2,3.9,3.9,4.1,3.9,4.3,"CBTS
4.2",2023-05-14 14:21:05.419217
225,Software Engineer 1,80000.0,-1,1,"Denver, CO",0,Unknown,-1,-1,-1,Staffing & Subcontracting,Human Resources & Staffing,Unknown / Non-Applicable,-1,Company - Private,4.5,4.3,3.9,4.4,4.6,4.3,"Service Core
4.5",2023-05-14 14:21:08.060362
226,Software Engineer,100000.0,2,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Aiden Technology,2023-05-14 14:21:10.837784
227,Software Engineer (Full Stack) - Remote,125000.0,5,2,"Dallas, TX",0,501 to 1000 Employees,4,2003,20,Taxi & Car Services,Transportation & Logistics,$25 to $100 million (USD),4,Company - Private,4.0,3.3,3.7,3.1,3.5,3.5,"TeamOne Logistics
4.0",2023-05-14 14:21:12.540253
229,Software Engineer,100000.0,2,1,Remote,1,1 to 50 Employees,1,2010,13,Real Estate,Real Estate,$1 to $5 million (USD),2,Company - Private,4.3,4.3,4.4,4.3,4.3,4.4,"THIRDHOME
4.3",2023-05-14 14:21:16.754403
230,Software Engineer,112950.0,18,1,"Dallas, TX",0,10000+ Employees,7,1967,56,"Airlines, Airports & Air Transportation",Transportation & Logistics,$10+ billion (USD),9,Company - Public,4.1,4.1,4.2,4.0,3.5,3.6,"Southwest Airlines
4.1",2023-05-14 14:21:19.944488
231,Java Software Engineer,104000.0,5,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Intelon Optics,2023-05-14 14:21:22.822799
232,Software Engineer I,85000.0,2,1,Remote,1,501 to 1000 Employees,4,1994,29,Health Care Services & Hospitals,Healthcare,$500 million to $1 billion (USD),7,Company - Public,4.6,4.5,4.3,4.4,4.6,4.4,"ApolloMed
4.6",2023-05-14 14:21:24.775356
233,Software Engineer,82000.0,-1,2,Remote,1,51 to 200 Employees,2,2005,18,Enterprise Software & Network Solutions,Information Technology,$5 to $25 million (USD),3,Company - Private,3.4,3.0,3.5,3.4,3.0,3.8,"Mosaic Learning, Inc.
3.4",2023-05-14 14:21:27.366807
234,Frontend Engineer (Remote),80000.0,2,1,Remote,1,1 to 50 Employees,1,2017,6,Taxi & Car Services,Transportation & Logistics,Unknown / Non-Applicable,-1,Company - Private,4.0,3.9,4.2,3.9,3.8,4.5,"Leaf Logistics
4.0",2023-05-14 14:21:30.082228
235,"Sr Fullstack Engineer - Nodejs, AWS",118601.6,10,-1,Remote,1,201 to 500 Employees,3,1998,25,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,3.6,3.5,3.2,3.4,3.2,3.4,"chenoa inc
3.6",2023-05-14 14:21:32.743742
238,Software Engineer 1,80000.0,1,1,"Golden, CO",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,ServiceCore,2023-05-14 14:21:40.490260
239,Software Engineer,105000.0,3,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vindhya Data Science,2023-05-14 14:21:42.798596
240,Software Engineer,105000.0,5,1,Remote,1,1001 to 5000 Employees,5,-1,-1,Machinery Manufacturing,Manufacturing,$500 million to $1 billion (USD),7,Company - Private,3.4,3.6,3.6,3.1,3.2,3.2,"MW Industries, Inc.
3.4",2023-05-14 14:21:53.873257
241,Frontend Engineer,125000.0,1,1,Remote,1,1 to 50 Employees,1,2009,14,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.3,3.8,3.5,4.4,4.0,4.0,"SportsRecruits
4.3",2023-05-14 14:21:56.858534
242,Kubernetes Engineer,114400.0,1,3,"Deerfield, IL",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,4.2,3.9,3.7,4.0,4.0,4.2,"Purple Drive Technologies
4.2",2023-05-14 14:21:59.527560
243,"Sr Fullstack Engineer - Nodejs, AWS",118601.6,10,-1,Remote,1,201 to 500 Employees,3,1998,25,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,3.6,3.5,3.2,3.4,3.2,3.4,"chenoa inc
3.6",2023-05-14 14:22:02.369936
244,Junior Cloud Engineer,55000.0,2,2,"Littleton, CO",0,10000+ Employees,7,1980,43,Information Technology Support Services,Information Technology,$1 to $5 billion (USD),7,Company - Private,3.6,3.4,3.0,3.5,3.1,3.5,"Atos Syntel
3.6",2023-05-14 14:22:05.073963
245,Junior Level Cloud Engineer,88400.0,1,2,Remote,1,51 to 200 Employees,2,2000,23,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,3.9,3.5,3.4,3.6,3.7,3.5,"element technologies
3.9",2023-05-14 14:22:07.648623
246,Software Engineer,115000.0,2,1,Remote,1,51 to 200 Employees,2,-1,-1,Municipal Agencies,Government & Public Administration,Unknown / Non-Applicable,-1,Company - Private,4.8,4.4,4.4,4.7,4.7,5.0,"Polco
4.8",2023-05-14 14:22:10.293126
248,DevOps/Release Engineer,120099.2,5,1,"Irving, TX",0,1 to 50 Employees,1,-1,-1,-1,-1,$1 to $5 million (USD),2,Unknown,3.7,2.5,2.0,2.5,1.5,2.5,"binary tech corp
3.7",2023-05-14 14:22:15.887912
249,Full Stack Software Engineer,125000.0,1,1,Remote,1,1 to 50 Employees,1,2009,14,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.3,3.8,3.5,4.4,4.0,4.0,"SportsRecruits
4.3",2023-05-14 14:22:18.073602
250,Junior Software Developer,64480.0,2,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Springbrook Creek Statement Composition LLC,2023-05-14 14:22:20.769844
251,Java Software Engineer,104000.0,5,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Intelon Optics,2023-05-14 14:22:22.891728
252,Software Engineer,100000.0,2,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Aiden Technology,2023-05-14 14:22:24.535135
253,Software Engineer - CommerceTools,94099.2,1,2,Remote,1,10000+ Employees,7,1980,43,Information Technology Support Services,Information Technology,$1 to $5 billion (USD),7,Company - Private,3.6,3.4,3.0,3.5,3.1,3.5,"Atos Syntel
3.6",2023-05-14 14:22:26.197714
254,Software Engineer,105000.0,-1,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Redvest App,2023-05-14 14:22:29.313960
255,Full Stack Java,119600.0,1,3,Remote,1,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Contract,4.7,4.7,4.5,4.7,4.3,4.5,"Fuge Technologies Inc
4.7",2023-05-14 14:22:30.975146
256,Software Engineer,100000.0,2,1,Remote,1,1 to 50 Employees,1,2010,13,Real Estate,Real Estate,$1 to $5 million (USD),2,Company - Private,4.3,4.3,4.4,4.3,4.3,4.4,"THIRDHOME
4.3",2023-05-14 14:22:33.241623
257,Cloud Engineer,164008.0,7,2,"Trenton, NJ",0,51 to 200 Employees,2,2005,18,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,3.7,3.6,3.9,3.5,3.5,3.6,"DevCare Solutions Pvt., Ltd.
3.7",2023-05-14 14:22:36.078793
258,Software Engineer 1,80000.0,-1,1,"Denver, CO",0,Unknown,-1,-1,-1,Staffing & Subcontracting,Human Resources & Staffing,Unknown / Non-Applicable,-1,Company - Private,4.5,4.3,3.9,4.4,4.6,4.3,"Service Core
4.5",2023-05-14 14:22:38.616698
259,Frontend Engineer,154960.0,5,2,"Foster City, CA",0,51 to 200 Employees,2,1999,24,HR Consulting,Human Resources & Staffing,$25 to $100 million (USD),4,Company - Private,4.2,4.3,4.0,4.2,4.0,4.0,"Ryzen Solutions
4.2",2023-05-14 14:22:41.283721
260,Junior Software Developer (Remote),68078.0,1,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,SnapRISK,2023-05-14 14:22:43.950450
262,Software Engineer,82000.0,-1,2,Remote,1,51 to 200 Employees,2,2005,18,Enterprise Software & Network Solutions,Information Technology,$5 to $25 million (USD),3,Company - Private,3.4,3.0,3.5,3.4,3.0,3.8,"Mosaic Learning, Inc.
3.4",2023-05-14 14:22:49.223808
264,Azure Cloud Engineer Contractor,72800.0,3,2,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Liberty Security & Technology,2023-05-14 14:22:53.813168
265,AWS Cloud Engineer,140400.0,-1,2,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Kanini,2023-05-14 14:22:55.873838
268,Software Engineer,124800.0,10,-1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,slesha inc,2023-05-14 14:23:01.073193
270,Frontend Engineer,125000.0,1,1,Remote,1,1 to 50 Employees,1,2009,14,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.3,3.8,3.5,4.4,4.0,4.0,"SportsRecruits
4.3",2023-05-14 14:23:14.862315
272,Software Engineer,105000.0,5,1,Remote,1,1001 to 5000 Employees,5,-1,-1,Machinery Manufacturing,Manufacturing,$500 million to $1 billion (USD),7,Company - Private,3.4,3.6,3.6,3.1,3.2,3.2,"MW Industries, Inc.
3.4",2023-05-14 14:23:20.372204
273,Kubernetes Engineer,114400.0,1,3,"Deerfield, IL",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,4.2,3.9,3.7,4.0,4.0,4.2,"Purple Drive Technologies
4.2",2023-05-14 14:23:23.101792
274,Junior Level Cloud Engineer,88400.0,1,2,Remote,1,51 to 200 Employees,2,2000,23,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,3.9,3.5,3.4,3.6,3.7,3.5,"element technologies
3.9",2023-05-14 14:23:26.056627
276,Junior Software Developer,64480.0,2,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Springbrook Creek Statement Composition LLC,2023-05-14 14:23:31.764174
277,"Sr Fullstack Engineer - Nodejs, AWS",118601.6,10,-1,Remote,1,201 to 500 Employees,3,1998,25,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,3.6,3.5,3.2,3.4,3.2,3.4,"chenoa inc
3.6",2023-05-14 14:23:34.124018
