,Job Title,Annual Salary,Experience,Education,Position,Location,Is Remote,Company Size,Company Size Scale,Founded,Company Old,Industry,Sector,Revenue,Revenue Scale,Type of Ownership,Rating,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Company Name,Time of Scrape
121,Sr. Java Full Stack Developer,147680.0,-1,-1,-1,"Philadelphia, PA",0,201 to 500 Employees,3,2012,11,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.0,4.0,3.0,4.0,4.0,4.0,"GAC Solutions
4.0",2023-05-11 23:29:03.364413
122,Sr. Full Stack Developer,156000.0,7,0,-1,"Minneapolis, MN",0,1 to 50 Employees,1,2018,5,Information Technology Support Services,Information Technology,$1 to $5 million (USD),2,Company - Private,3.0,-1,-1,-1,-1,-1,"Zelus Inc.
3.0",2023-05-11 23:29:05.124570
123,Java Full Stack Developer,135200.0,5,0,-1,"Dallas, TX",0,1 to 50 Employees,1,2007,16,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Public,3.9,3.9,3.9,3.9,3.8,4.0,"Violetink LLC
3.9",2023-05-11 23:29:07.052077
124,Java Developer,123260.8,8,2,1,"Plano, TX",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Trinity Technologies,2023-05-11 23:29:08.939074
125,Full Stack Java,119600.0,1,2,-1,Remote,1,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Contract,4.7,4.7,4.5,4.7,4.3,4.5,"Fuge Technologies Inc
4.7",2023-05-11 23:29:10.388603
126,Sr. Java Developer,145600.0,2,1,0,"Alpharetta, GA",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Hemanth,2023-05-11 23:29:12.247864
127,Java Full Stack Developer,138320.0,4,1,1,"Charlotte, NC",0,201 to 500 Employees,3,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,ZENOTIS TECHNOLOGY PVT LTD,2023-05-11 23:29:13.765582
128,Senior Java Full Stack Developer,140000.0,12,0,1,"Austin, TX",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Horizon Corp,2023-05-11 23:29:15.486758
129,Java Full Stack Developer,122500.0,7,1,-1,"Fort Mill, SC",0,10000+ Employees,7,1698,325,Stock Exchanges,Financial Services,$1 to $5 billion (USD),7,Company - Public,3.9,3.7,3.6,3.9,3.5,3.9,"LSEG (London Stock Exchange Group)
3.9",2023-05-11 23:29:16.947683
130,Java Full Stack Developer,78911.0,3,0,1,"Plano, TX",0,10000+ Employees,7,1994,29,Information Technology Support Services,Information Technology,$10+ billion (USD),9,Company - Public,3.8,3.7,3.4,3.7,3.4,3.6,"Cognizant Technology Solutions
3.8",2023-05-11 23:29:18.956220
131,Sr. Java Developer,98800.0,8,0,-1,"Alpharetta, GA",0,1001 to 5000 Employees,5,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,4.5,4.5,3.5,4.0,3.5,4.5,"Appsintegration INC
4.5",2023-05-11 23:29:20.685808
132,Sr. Java Developer,140400.0,-1,2,-1,"San Leandro, CA",0,51 to 200 Employees,2,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,5.0,5.0,4.6,4.8,4.8,4.8,"Hanker System's Inc.
5.0",2023-05-11 23:29:22.498778
133,Java Software Engineer I,89760.0,-1,1,0,"Plano, TX",0,10000+ Employees,7,1799,224,Banking & Lending,Financial Services,$10+ billion (USD),9,Company - Public,3.8,3.6,3.7,3.7,3.3,3.5,"JPMorgan Chase Bank, N.A.
3.8",2023-05-11 23:29:24.195946
134,Java Full Stack Developer,130000.0,4,1,-1,"Wilmington, DE",0,201 to 500 Employees,3,2009,14,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.7,4.4,4.3,4.6,4.4,4.5,"Kani Solutions Inc.
4.7",2023-05-11 23:29:25.929430
135,Java Developer,124800.0,-1,0,-1,"Irving, TX",0,10000+ Employees,7,1927,96,Food & Beverage Stores,Retail & Wholesale,$1 to $5 billion (USD),7,Company - Private,3.3,3.1,3.0,3.1,3.0,2.9,"7-Eleven
3.3",2023-05-11 23:29:27.783439
136,Java Developer,124800.0,5,0,0,"Tallahassee, FL",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Think Another LLC,2023-05-11 23:29:29.580517
137,Full Stack Java Trainee,62400.0,-1,0,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,SNVA Ventures,2023-05-11 23:29:31.163419
138,Sr. Java Full Stack Developer,108222.4,10,-1,-1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,North Talent Group,2023-05-11 23:29:32.594237
139,Training and Placement for Python (AWS) and Java Full Stack Developer,91520.0,1,1,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Precision Technology Corp,2023-05-11 23:29:34.149740
140,Java Full Stack Developer,130000.0,4,1,-1,Remote,1,51 to 200 Employees,2,2003,20,Business Consulting,Management & Consulting,$5 to $25 million (USD),3,Company - Private,4.1,3.9,3.9,3.8,3.9,4.0,"Kaygen
4.1",2023-05-11 23:29:35.597752
141,Java Developer (Software Developer),83809.0,2,0,-1,"Frisco, TX",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,5.0,-1,-1,-1,-1,-1,"Steck Systems
5.0",2023-05-11 23:29:37.342578
142,Java Developer,84106.0,7,0,0,"Tallahassee, FL",0,201 to 500 Employees,3,2000,23,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,Company - Private,3.8,3.8,3.0,3.7,3.7,3.7,"Radiant Digital
3.8",2023-05-11 23:29:39.218591
143,Junior Java Software Developer,75000.0,2,0,0,"New York, NY",0,51 to 200 Employees,2,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,2.2,3.2,2.8,2.2,2.7,3.2,"Ninth Wave
2.2",2023-05-11 23:29:40.984620
144,Full Stack Java Developer ( Onsite in NJ),98800.0,4,2,-1,"Basking Ridge, NJ",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,-1,-1,-1,-1,-1,-1,"PEN Software, Inc.",2023-05-11 23:29:42.700453
145,Software Developer I,80405.0,-1,0,1,"Columbus, OH",0,201 to 500 Employees,3,-1,-1,Health Care Services & Hospitals,Healthcare,$25 to $100 million (USD),4,Company - Private,3.7,3.8,3.8,3.9,3.7,4.2,"CareStar, Inc.
3.7",2023-05-11 23:29:44.519358
146,Developer I,72612.8,2,0,-1,"Cincinnati, OH",0,10000+ Employees,7,1883,140,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),7,Nonprofit Organization,4.0,3.8,3.7,4.1,3.5,3.7,"Cincinnati Children's Hospital
4.0",2023-05-11 23:29:46.536498
147,Java Backend Developer,114400.0,6,0,-1,"New York, NY",0,201 to 500 Employees,3,2009,14,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.7,4.4,4.3,4.6,4.4,4.5,"Kani Solutions Inc.
4.7",2023-05-11 23:29:48.250443
148,Sr. Java Developer,140400.0,12,0,-1,"Dimondale, MI",0,1 to 50 Employees,1,2010,13,Business Consulting,Management & Consulting,$5 to $25 million (USD),3,Company - Private,3.9,3.7,3.8,3.5,3.5,3.4,"GSK Solutions Inc
3.9",2023-05-11 23:29:49.974511
149,Full Stack Developer,104000.0,10,1,-1,"Jersey City, NJ",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,4.0,4.2,4.2,4.0,3.4,4.0,"High5
4.0",2023-05-11 23:29:51.857523
150,Java Backend Developer,114400.0,6,0,-1,"New York, NY",0,201 to 500 Employees,3,2009,14,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.7,4.4,4.3,4.6,4.4,4.5,"Kani Solutions Inc.
4.7",2023-05-11 23:30:02.894317
151,Sr. Java Developer,145600.0,2,1,0,"Alpharetta, GA",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Hemanth,2023-05-11 23:30:04.734789
152,Java Developer,124800.0,5,0,0,"Tallahassee, FL",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Think Another LLC,2023-05-11 23:30:06.240186
153,Sr. Java Developer(Onsite),148720.0,8,0,1,"San Francisco, CA",0,51 to 200 Employees,2,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,3.6,3.0,3.0,2.5,3.0,2.5,"ProIT Inc.
3.6",2023-05-11 23:30:07.861130
154,"Full Stack Java Developer (AWS, 10+ Years)",156000.0,10,0,1,"Chicago, IL",0,1 to 50 Employees,1,-1,-1,-1,-1,$1 to $5 million (USD),2,Company - Private,5.0,-1,-1,-1,-1,-1,"DSMH LLC
5.0",2023-05-11 23:30:09.598335
155,Java Developer,101691.2,4,1,-1,"Philadelphia, PA",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,4.1,4.1,4.0,4.0,4.0,4.1,"eJAmerica
4.1",2023-05-11 23:30:11.318599
156,Sr. Java Developer,140400.0,12,0,-1,"Dimondale, MI",0,1 to 50 Employees,1,2010,13,Business Consulting,Management & Consulting,$5 to $25 million (USD),3,Company - Private,3.9,3.7,3.8,3.5,3.5,3.4,"GSK Solutions Inc
3.9",2023-05-11 23:30:13.338638
157,Java Developer with Spark,137500.0,5,-1,-1,"Columbus, OH",0,201 to 500 Employees,3,2009,14,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.7,4.4,4.3,4.6,4.4,4.5,"Kani Solutions Inc.
4.7",2023-05-11 23:30:15.243996
158,Java Developer,135200.0,6,0,0,"Denver, CO",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,5.0,4.5,4.5,5.0,5.0,5.0,"Cloud Shift Technologies LLC
5.0",2023-05-11 23:30:17.257125
159,AWS Developer,166400.0,5,0,-1,"Charlotte, NC",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Next Gen It,2023-05-11 23:30:18.997333
160,Full Stack Java,119600.0,1,2,-1,Remote,1,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Contract,4.7,4.7,4.5,4.7,4.3,4.5,"Fuge Technologies Inc
4.7",2023-05-11 23:30:21.229598
161,Java Developer (AWS),140400.0,5,0,-1,"Chicago, IL",0,1 to 50 Employees,1,-1,-1,-1,-1,$1 to $5 million (USD),2,Company - Private,5.0,-1,-1,-1,-1,-1,"DSMH LLC
5.0",2023-05-11 23:30:23.836691
162,Sr. Java Developer,140400.0,-1,2,-1,"San Leandro, CA",0,51 to 200 Employees,2,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,5.0,5.0,4.6,4.8,4.8,4.8,"Hanker System's Inc.
5.0",2023-05-11 23:30:25.677692
164,Java/J2EE Developer,117520.0,-1,0,-1,"Dallas, TX",0,51 to 200 Employees,2,2017,6,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.3,4.0,4.0,4.3,3.9,4.1,"WorkCog
4.3",2023-05-11 23:30:29.186102
165,Java Developer,92080.0,6,1,-1,"Irving, TX",0,51 to 200 Employees,2,2010,13,Investment & Asset Management,Financial Services,$1 to $5 million (USD),2,Company - Private,3.3,3.0,3.4,3.1,3.0,3.3,"Kinetix Trading Solutions Inc
3.3",2023-05-11 23:30:31.370566
166,Java Developer,124800.0,-1,0,-1,"Irving, TX",0,10000+ Employees,7,1927,96,Food & Beverage Stores,Retail & Wholesale,$1 to $5 billion (USD),7,Company - Private,3.3,3.1,3.0,3.1,3.0,2.9,"7-Eleven
3.3",2023-05-11 23:30:33.423895
167,Java Full Stack Developer,135200.0,5,0,-1,"Dallas, TX",0,1 to 50 Employees,1,2007,16,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Public,3.9,3.9,3.9,3.9,3.8,4.0,"Violetink LLC
3.9",2023-05-11 23:30:35.404000
168,Full Stack Java Trainee,62400.0,-1,0,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,SNVA Ventures,2023-05-11 23:30:37.365908
169,Java Developer,80000.0,11,0,-1,"Egg Harbor Township, NJ",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Integrisys LLC,2023-05-11 23:30:39.011852
171,Java Developer (Backend),130000.0,7,0,1,"Alpharetta, GA",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Samjose Infotech,2023-05-11 23:30:42.807807
172,Java React Developer,130000.0,8,1,0,"Minneapolis, NC",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Sripen,2023-05-11 23:30:44.520246
173,Angular Developer,130000.0,5,1,-1,"Denver, CO",0,1 to 50 Employees,1,2010,13,Business Consulting,Management & Consulting,$5 to $25 million (USD),3,Company - Private,3.9,3.7,3.8,3.5,3.5,3.4,"GSK Solutions Inc
3.9",2023-05-11 23:30:46.204029
174,Sr. Full Stack Developer,156000.0,7,0,-1,"Minneapolis, MN",0,1 to 50 Employees,1,2018,5,Information Technology Support Services,Information Technology,$1 to $5 million (USD),2,Company - Private,3.0,-1,-1,-1,-1,-1,"Zelus Inc.
3.0",2023-05-11 23:30:48.338434
175,Full Stack developer,170560.0,5,0,-1,"Dearborn, MI",0,10000+ Employees,7,1987,36,Information Technology Support Services,Information Technology,$1 to $5 billion (USD),7,Subsidiary or Business Segment,3.8,3.5,3.3,3.7,3.5,3.7,"Stefanini, Inc
3.8",2023-05-11 23:30:50.013270
176,Java Application Developer,88400.0,10,0,-1,"Detroit, MI",0,51 to 200 Employees,2,2015,8,Information Technology Support Services,Information Technology,$1 to $5 million (USD),2,Company - Public,4.9,4.9,4.7,4.9,4.9,4.9,"Sunixa Solutions
4.9",2023-05-11 23:30:51.984301
177,Senior Contract Java Developer,130000.0,8,0,1,"Plano, TX",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,-1,-1,-1,-1,-1,-1,Match Made Tech,2023-05-11 23:30:53.805960
178,Full Stack Developer,124800.0,1,1,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,LotusData,2023-05-11 23:30:55.632054
179,Java Developer,110176.0,8,1,-1,"East Texas, PA",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,3.2,3.2,3.6,3.6,3.2,3.2,"Oak Technologies Inc
3.2",2023-05-11 23:30:57.156154
180,Java AWS Developer ( Only Full Time),130000.0,3,1,-1,"Plano, TX",0,201 to 500 Employees,3,2009,14,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.7,4.4,4.3,4.6,4.4,4.5,"Kani Solutions Inc.
4.7",2023-05-11 23:31:08.459329
181,Sr. Java Developer,145600.0,2,1,0,"Alpharetta, GA",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Hemanth,2023-05-11 23:31:10.406683
182,Software Developer - JAVA (#0000101540),142480.0,5,0,0,"Denver, CO",0,1001 to 5000 Employees,5,1999,24,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Public,3.5,3.5,3.2,3.4,3.2,3.5,"Infinite Computing Systems
3.5",2023-05-11 23:31:11.852752
183,SENIOR Java backend Developer,156000.0,10,1,-1,"Charlotte, NC",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,TrackerGO CRM,2023-05-11 23:31:13.743272
184,Java Developer,123260.8,8,2,1,"Plano, TX",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Trinity Technologies,2023-05-11 23:31:15.586876
185,Terraform developer,156000.0,5,1,-1,"Plano, TX",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Yaggle IT,2023-05-11 23:31:17.050821
186,Java Developer,124800.0,5,0,0,"Tallahassee, FL",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Think Another LLC,2023-05-11 23:31:18.731655
187,Full Stack Java Developer,117500.0,5,0,-1,"Rockville, MD",0,201 to 500 Employees,3,1990,33,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.2,4.1,4.4,4.2,4.0,3.9,"LCG Inc
4.2",2023-05-11 23:31:20.260382
188,Software Developer,93600.0,10,1,1,"Philadelphia, PA",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Contract,-1,-1,-1,-1,-1,-1,Arreglo Consulting,2023-05-11 23:31:22.150994
189,Java Full Stack Developer,135200.0,5,0,-1,"Dallas, TX",0,1 to 50 Employees,1,2007,16,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Public,3.9,3.9,3.9,3.9,3.8,4.0,"Violetink LLC
3.9",2023-05-11 23:31:23.858730
190,Java Backend Developer,114400.0,6,0,-1,"New York, NY",0,201 to 500 Employees,3,2009,14,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.7,4.4,4.3,4.6,4.4,4.5,"Kani Solutions Inc.
4.7",2023-05-11 23:31:26.000479
191,Sr. Full Stack Developer,156000.0,7,0,-1,"Minneapolis, MN",0,1 to 50 Employees,1,2018,5,Information Technology Support Services,Information Technology,$1 to $5 million (USD),2,Company - Private,3.0,-1,-1,-1,-1,-1,"Zelus Inc.
3.0",2023-05-11 23:31:27.767450
192,Java Developer,124800.0,-1,0,-1,"Irving, TX",0,10000+ Employees,7,1927,96,Food & Beverage Stores,Retail & Wholesale,$1 to $5 billion (USD),7,Company - Private,3.3,3.1,3.0,3.1,3.0,2.9,"7-Eleven
3.3",2023-05-11 23:31:29.608734
193,Java Full Stack Developer 021,150800.0,5,1,1,"Charlotte, NC",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Reuben Cooley Inc.,2023-05-11 23:31:31.709466
194,Sr. Java Full Stack Developer,147680.0,-1,-1,-1,"Philadelphia, PA",0,201 to 500 Employees,3,2012,11,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.0,4.0,3.0,4.0,4.0,4.0,"GAC Solutions
4.0",2023-05-11 23:31:33.344812
195,Java Developer,135200.0,6,0,0,"Denver, CO",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,5.0,4.5,4.5,5.0,5.0,5.0,"Cloud Shift Technologies LLC
5.0",2023-05-11 23:31:35.334434
196,Sr. Java Developer,140400.0,-1,2,-1,"San Leandro, CA",0,51 to 200 Employees,2,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,5.0,5.0,4.6,4.8,4.8,4.8,"Hanker System's Inc.
5.0",2023-05-11 23:31:37.109907
197,Sr. Java Developer,140400.0,12,0,-1,"Dimondale, MI",0,1 to 50 Employees,1,2010,13,Business Consulting,Management & Consulting,$5 to $25 million (USD),3,Company - Private,3.9,3.7,3.8,3.5,3.5,3.4,"GSK Solutions Inc
3.9",2023-05-11 23:31:39.229645
198,Senior Full Stack Developer (Angular/React and SpringBoot),150800.0,10,0,-1,"Chicago, IL",0,1 to 50 Employees,1,-1,-1,-1,-1,$1 to $5 million (USD),2,Company - Private,5.0,-1,-1,-1,-1,-1,"DSMH LLC
5.0",2023-05-11 23:31:41.098790
199,Senior Software Developer,135900.0,4,0,1,"Aurora, CO",0,10000+ Employees,7,2011,12,Beauty & Wellness,Personal Consumer Services,$5 to $10 billion (USD),8,Company - Public,3.7,3.6,3.5,3.6,3.3,3.6,"HelloFresh
3.7",2023-05-11 23:31:42.943214
200,Java Developer,109200.0,6,0,1,"Plano, TX",0,201 to 500 Employees,3,-1,-1,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.5,4.4,4.2,4.4,3.8,4.4,"Intone Networks
4.5",2023-05-11 23:31:44.985845
201,Software Developer,86285.0,-1,1,-1,"Dahlgren, VA",0,201 to 500 Employees,3,1999,24,Computer Hardware Development,Information Technology,$25 to $100 million (USD),4,Company - Private,4.7,4.4,4.3,4.8,4.6,4.6,"Rite-Solutions, Inc.
4.7",2023-05-11 23:31:46.818185
202,Sr. Java Developer,98800.0,8,0,-1,"Alpharetta, GA",0,1001 to 5000 Employees,5,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,4.5,4.5,3.5,4.0,3.5,4.5,"Appsintegration INC
4.5",2023-05-11 23:31:48.720777
203,Java Full Stack Developer,130000.0,4,1,-1,"Wilmington, DE",0,201 to 500 Employees,3,2009,14,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.7,4.4,4.3,4.6,4.4,4.5,"Kani Solutions Inc.
4.7",2023-05-11 23:31:50.582215
204,Java Developer,130000.0,-1,1,-1,"Plano, TX",0,501 to 1000 Employees,4,2006,17,Investment & Asset Management,Financial Services,Unknown / Non-Applicable,-1,Company - Private,3.9,3.9,3.9,3.9,3.9,4.0,"On Demand Agility Software Pvt Ltd
3.9",2023-05-11 23:31:52.742658
205,Sr. Backend Engineer,145600.0,8,0,1,"Berkeley Heights, NJ",0,51 to 200 Employees,2,2008,15,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,-1,Company - Private,4.1,4.2,3.9,4.2,4.3,4.1,"Maven Workforce
4.1",2023-05-11 23:31:54.550590
206,Software Developer,135200.0,3,1,-1,"Omaha, NE",0,51 to 200 Employees,2,-1,-1,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Contract,4.3,3.9,4.0,4.4,4.3,4.1,"Global IT
4.3",2023-05-11 23:31:56.611773
207,Java Full Stack Developer,138320.0,4,1,1,"Charlotte, NC",0,201 to 500 Employees,3,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,ZENOTIS TECHNOLOGY PVT LTD,2023-05-11 23:31:58.432552
208,Java Application Developer,88400.0,10,0,-1,"Detroit, MI",0,51 to 200 Employees,2,2015,8,Information Technology Support Services,Information Technology,$1 to $5 million (USD),2,Company - Public,4.9,4.9,4.7,4.9,4.9,4.9,"Sunixa Solutions
4.9",2023-05-11 23:32:00.293026
209,Full Stack Developer,162240.0,10,0,1,"Windsor Mill, MD",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vision,2023-05-11 23:32:02.230429
210,Terraform developer,156000.0,5,1,-1,"Plano, TX",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Yaggle IT,2023-05-11 23:32:13.046432
211,Software Developer - JAVA (#0000101540),142480.0,5,0,0,"Denver, CO",0,1001 to 5000 Employees,5,1999,24,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Public,3.5,3.5,3.2,3.4,3.2,3.5,"Infinite Computing Systems
3.5",2023-05-11 23:32:14.457450
212,Java Developer,135200.0,6,0,0,"Denver, CO",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,5.0,4.5,4.5,5.0,5.0,5.0,"Cloud Shift Technologies LLC
5.0",2023-05-11 23:32:16.321169
213,Sr. Java Developer,145600.0,2,1,0,"Alpharetta, GA",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Hemanth,2023-05-11 23:32:18.013890
214,Java Developer,123260.8,8,2,1,"Plano, TX",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Trinity Technologies,2023-05-11 23:32:19.670359
215,Java Developer,130000.0,-1,1,-1,"Plano, TX",0,501 to 1000 Employees,4,2006,17,Investment & Asset Management,Financial Services,Unknown / Non-Applicable,-1,Company - Private,3.9,3.9,3.9,3.9,3.9,4.0,"On Demand Agility Software Pvt Ltd
3.9",2023-05-11 23:32:21.148594
216,Java Backend Developer,114400.0,6,0,-1,"New York, NY",0,201 to 500 Employees,3,2009,14,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.7,4.4,4.3,4.6,4.4,4.5,"Kani Solutions Inc.
4.7",2023-05-11 23:32:23.006815
217,SENIOR Java backend Developer,156000.0,10,1,-1,"Charlotte, NC",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,TrackerGO CRM,2023-05-11 23:32:24.757435
218,Factory Java Developer,114400.0,8,0,1,"McLean, VA",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Techsara solutions Inc,2023-05-11 23:32:26.425071
219,Software Developer,135200.0,3,1,-1,"Omaha, NE",0,51 to 200 Employees,2,-1,-1,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Contract,4.3,3.9,4.0,4.4,4.3,4.1,"Global IT
4.3",2023-05-11 23:32:28.111801
220,Java Developer,124800.0,5,0,0,"Tallahassee, FL",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Think Another LLC,2023-05-11 23:32:30.137970
221,Software Developer,93600.0,10,1,1,"Philadelphia, PA",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Contract,-1,-1,-1,-1,-1,-1,Arreglo Consulting,2023-05-11 23:32:31.750159
222,Java Developer (Backend),130000.0,7,0,1,"Alpharetta, GA",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Samjose Infotech,2023-05-11 23:32:33.432299
224,Sr. Java Developer(Onsite),148720.0,8,0,1,"San Francisco, CA",0,51 to 200 Employees,2,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,3.6,3.0,3.0,2.5,3.0,2.5,"ProIT Inc.
3.6",2023-05-11 23:32:36.455721
225,Sr. Full Stack Java Angular Developer (BHJOB22048_741),77114.0,5,0,1,"Denver, CO",0,1 to 50 Employees,1,2010,13,Information Technology Support Services,Information Technology,$1 to $5 million (USD),2,Company - Private,4.5,4.0,4.2,4.3,4.3,4.3,"ITmPowered
4.5",2023-05-11 23:32:38.423390
